sample	oyster_0.001_1x_1	oyster_0.001_2x_1	oyster_0.001_4x_1	oyster_0.001_8x_1	oyster_0.002_1x_1	oyster_0.002_2x_1	oyster_0.002_4x_1	oyster_0.002_8x_1	oyster_0.004_1x_1	oyster_0.004_2x_1	oyster_0.004_4x_1	oyster_0.004_8x_1	oyster_0.006_1x_1	oyster_0.006_2x_1	oyster_0.006_4x_1	oyster_0.006_8x_1	oyster_0.008_1x_1	oyster_0.008_2x_1	oyster_0.008_4x_1	oyster_0.008_8x_1	oyster_0.01_1x_1	oyster_0.01_2x_1	oyster_0.01_4x_1	oyster_0.01_8x_1	oyster_0.02_1x_1	oyster_0.02_2x_1	oyster_0.02_4x_1	oyster_0.02_8x_1	oyster_0.0_1x_1	oyster_0.0_2x_1	oyster_0.0_4x_1	oyster_0.0_8x_1	
oyster_0.001_1x_1	0.0	0.00730768	0.0136829	0.0126593	0.025889	0.0225114	0.0232867	0.0162756	0.0277724	0.0245558	0.0252131	0.0182928	0.0297204	0.0266212	0.0272624	0.0204375	0.0314676	0.0284112	0.0291498	0.022418	0.0333041	0.030297	0.0311966	0.0244328	0.0429511	0.0397549	0.0402458	0.0339332	0.0238205	0.0206268	0.021309	0.0141957	
oyster_0.001_2x_1	0.00730768	0.0	0.00537117	0.0071827	0.0225129	0.0173335	0.0169023	0.0108668	0.0244215	0.0193976	0.0189037	0.0129075	0.0263385	0.0214186	0.0209113	0.0149884	0.0282339	0.0232168	0.022778	0.0169147	0.0298875	0.025081	0.0247818	0.0188898	0.0397259	0.0348867	0.0341914	0.0287355	0.0205507	0.0155132	0.0149098	0.00883106	
oyster_0.001_4x_1	0.0136829	0.00537117	0.0	0.00643469	0.0231131	0.0167325	0.0153876	0.010119	0.0250162	0.018736	0.0173153	0.0121043	0.0268025	0.0206885	0.0193388	0.0141377	0.0289974	0.0225759	0.0212432	0.0161067	0.0304084	0.0244724	0.0231804	0.0180423	0.0403102	0.0341571	0.032692	0.027761	0.0212062	0.0149469	0.0134322	0.00808567	
oyster_0.001_8x_1	0.0126593	0.0071827	0.00643469	0.0	0.0163722	0.0109147	0.010278	0.00412858	0.0182101	0.0129024	0.0122751	0.00622331	0.020133	0.0149778	0.0143604	0.00832209	0.0222534	0.0169326	0.0163727	0.0104312	0.0238377	0.0188068	0.0182805	0.0123851	0.0340063	0.0288351	0.0281207	0.0225129	0.0142778	0.00893111	0.00820183	0.00199449	
oyster_0.002_1x_1	0.025889	0.0225129	0.0231131	0.0163722	0.0	0.00740841	0.013665	0.0127462	0.0289733	0.0255973	0.0261427	0.0193704	0.0306198	0.0273934	0.028012	0.0212898	0.0327421	0.0293349	0.0300844	0.0234494	0.0342258	0.0311621	0.0318289	0.0252954	0.0437004	0.0406194	0.0412586	0.0349998	0.0249276	0.021641	0.0222152	0.01526	
oyster_0.002_2x_1	0.0225114	0.0173335	0.0167325	0.0109147	0.00740841	0.0	0.00532664	0.00713841	0.0253933	0.0203322	0.019742	0.013852	0.0272429	0.0222203	0.0217329	0.0158624	0.0294918	0.0243395	0.0238683	0.018036	0.0307471	0.0259515	0.0255555	0.0197705	0.040591	0.0355563	0.0351334	0.0296115	0.0214955	0.0164215	0.0158294	0.00980337	
oyster_0.002_4x_1	0.0232867	0.0169023	0.0153876	0.010278	0.013665	0.00532664	0.0	0.0064809	0.0261462	0.019846	0.0184223	0.0132321	0.0279535	0.0218054	0.0204047	0.0152326	0.0301416	0.0237674	0.0224238	0.0172601	0.0315285	0.0255069	0.0241621	0.0190821	0.0413584	0.0351652	0.0336742	0.0288581	0.0222102	0.0159685	0.0144893	0.00919797	
oyster_0.002_8x_1	0.0162756	0.0108668	0.010119	0.00412858	0.0127462	0.00713841	0.0064809	0.0	0.0192537	0.0138958	0.013213	0.00721493	0.021166	0.015944	0.0153171	0.00935485	0.0233156	0.017939	0.0173064	0.0114524	0.024836	0.019756	0.0191855	0.0133331	0.0349182	0.0296913	0.0290175	0.0234441	0.0152487	0.00988961	0.0091586	0.00302255	
oyster_0.004_1x_1	0.0277724	0.0244215	0.0250162	0.0182101	0.0289733	0.0253933	0.0261462	0.0192537	0.0	0.00736721	0.0136615	0.0127905	0.0323341	0.0292411	0.0300115	0.0232684	0.0342998	0.0311099	0.0318622	0.025303	0.0360617	0.0330401	0.033734	0.0271607	0.0454097	0.0423979	0.0429254	0.0367128	0.026968	0.0237176	0.0241533	0.0171672	
oyster_0.004_2x_1	0.0245558	0.0193976	0.018736	0.0129024	0.0255973	0.0203322	0.019846	0.0138958	0.00736721	0.0	0.00532614	0.0072286	0.0291063	0.0241836	0.0236601	0.0178796	0.0311332	0.0259645	0.025558	0.0198295	0.0328054	0.0280177	0.0274868	0.021787	0.0423961	0.0374089	0.0368909	0.0314259	0.0234979	0.0185048	0.0178385	0.011847	
oyster_0.004_4x_1	0.0252131	0.0189037	0.0173153	0.0122751	0.0261427	0.019742	0.0184223	0.013213	0.0136615	0.00532614	0.0	0.00639056	0.0298143	0.0236523	0.0222109	0.0171628	0.031814	0.0254916	0.0241637	0.0191285	0.0334428	0.0274325	0.0260657	0.0209888	0.0429291	0.0369296	0.0355226	0.0307558	0.0242107	0.0179975	0.0164446	0.0112351	
