sample	rotifer_0.001_1x_1	rotifer_0.001_2x_1	rotifer_0.001_4x_1	rotifer_0.001_8x_1	rotifer_0.002_1x_1	rotifer_0.002_2x_1	rotifer_0.002_4x_1	rotifer_0.002_8x_1	rotifer_0.004_1x_1	rotifer_0.004_2x_1	rotifer_0.004_4x_1	rotifer_0.004_8x_1	rotifer_0.006_1x_1	rotifer_0.006_2x_1	rotifer_0.006_4x_1	rotifer_0.006_8x_1	rotifer_0.008_1x_1	rotifer_0.008_2x_1	rotifer_0.008_4x_1	rotifer_0.008_8x_1	rotifer_0.01_1x_1	rotifer_0.01_2x_1	rotifer_0.01_4x_1	rotifer_0.01_8x_1	rotifer_0.02_1x_1	rotifer_0.02_2x_1	rotifer_0.02_4x_1	rotifer_0.02_8x_1	rotifer_0.0_1x_1	rotifer_0.0_2x_1	rotifer_0.0_4x_1	rotifer_0.0_8x_1	
rotifer_0.001_1x_1	0.0	0.0194256	0.0199902	0.0139334	0.0273924	0.0235966	0.0235317	0.0170988	0.0294702	0.025478	0.0254475	0.0190797	0.0315127	0.0273701	0.0276145	0.0210945	0.0335044	0.0295464	0.0296156	0.0231675	0.0356579	0.0315342	0.0314789	0.0252022	0.0452215	0.0410738	0.0411079	0.0349353	0.025658	0.0215038	0.0214955	0.0149971	
rotifer_0.001_2x_1	0.0194256	0.0	0.0126605	0.00755002	0.0231411	0.01738	0.0162912	0.0106366	0.0251227	0.0192857	0.0181897	0.0126337	0.0270074	0.0213868	0.020342	0.014703	0.029288	0.0234702	0.0224034	0.0168156	0.0312177	0.0253645	0.0242011	0.018693	0.041038	0.0349945	0.0338203	0.0285674	0.0212727	0.0154143	0.0142598	0.00859963	
rotifer_0.001_4x_1	0.0199902	0.0126605	0.0	0.0063504	0.0232684	0.0163649	0.0144112	0.00945993	0.0252215	0.0182456	0.0163095	0.0114501	0.0272216	0.0203029	0.0183976	0.0134819	0.0292849	0.022341	0.0204211	0.0155331	0.0312545	0.0242394	0.0222628	0.0174579	0.0410499	0.0340708	0.0321218	0.027385	0.0212802	0.0143274	0.0123937	0.00737838	
rotifer_0.001_8x_1	0.0139334	0.00755002	0.0063504	0.0	0.0167743	0.0107237	0.00943002	0.00390293	0.0187648	0.0126559	0.0113546	0.00587122	0.0208146	0.014703	0.0135411	0.0079291	0.0229808	0.0168033	0.0155631	0.0100501	0.0247719	0.0186882	0.0174222	0.0119854	0.0347911	0.0287375	0.0273663	0.0220881	0.0148154	0.00869938	0.00737838	0.00180652	
rotifer_0.002_1x_1	0.0273924	0.0231411	0.0232684	0.0167743	0.0	0.0192925	0.019825	0.0138268	0.0303783	0.0262254	0.0261489	0.0198377	0.0322908	0.0280331	0.0282349	0.0217638	0.034337	0.0302341	0.0303483	0.0239398	0.0361988	0.0321462	0.0320893	0.0258224	0.0458253	0.0420778	0.0420264	0.0358418	0.0264112	0.022244	0.0223468	0.015802	
rotifer_0.002_2x_1	0.0235966	0.01738	0.0163649	0.0107237	0.0192925	0.0	0.0126903	0.00766934	0.0262307	0.0204441	0.0192611	0.0137294	0.0281681	0.022333	0.0214214	0.0157949	0.0303055	0.0243531	0.0234111	0.0178192	0.0321474	0.0263464	0.0251904	0.0197503	0.0421152	0.0363772	0.0349971	0.0296799	0.0223308	0.016411	0.0153239	0.00971589	
rotifer_0.002_4x_1	0.0235317	0.0162912	0.0144112	0.00943002	0.019825	0.0126903	0.0	0.00635422	0.0263048	0.0193295	0.0173296	0.0125133	0.0282592	0.0213503	0.0194262	0.0145456	0.0302405	0.0233034	0.0213903	0.0165507	0.0323833	0.0252357	0.0232502	0.0185125	0.0419644	0.0350051	0.0331382	0.0284044	0.0223279	0.0154124	0.0134643	0.00843544	
rotifer_0.002_8x_1	0.0170988	0.0106366	0.00945993	0.00390293	0.0138268	0.00766934	0.00635422	0.0	0.0198517	0.013728	0.0124342	0.00694978	0.0217884	0.0157732	0.0146211	0.00902557	0.0238777	0.0178078	0.0166392	0.0111234	0.0259037	0.0198276	0.0184729	0.0130589	0.0357885	0.0298477	0.0284847	0.0231622	0.0158756	0.00975505	0.0084748	0.00287275	
rotifer_0.004_1x_1	0.0294702	0.0251227	0.0252215	0.0187648	0.0303783	0.0262307	0.0263048	0.0198517	0.0	0.0194243	0.0198492	0.0138254	0.0342845	0.0301003	0.0301607	0.0237028	0.0362906	0.0322978	0.0322931	0.0259463	0.0380885	0.0341393	0.0340759	0.0278914	0.0480819	0.0441212	0.0440904	0.0379414	0.0284151	0.0241684	0.0242674	0.017729	
rotifer_0.004_2x_1	0.025478	0.0192857	0.0182456	0.0126559	0.0262254	0.0204441	0.0193295	0.013728	0.0194243	0.0	0.0126882	0.00767114	0.0300369	0.0243066	0.02326	0.0177381	0.0323951	0.0265012	0.0253148	0.0198517	0.0341698	0.0281584	0.0270486	0.0216725	0.043908	0.0381156	0.0369353	0.0317215	0.0242011	0.0184005	0.0173191	0.0116701	
rotifer_0.004_4x_1	0.0254475	0.0181897	0.0163095	0.0113546	0.0261489	0.0192611	0.0173296	0.0124342	0.0198492	0.0126882	0.0	0.0062631	0.0300728	0.0232039	0.0212384	0.0163968	0.032272	0.025324	0.0233897	0.0184853	0.0340822	0.0270779	0.0251169	0.0203348	0.0439501	0.0369439	0.0350209	0.0303408	0.0241597	0.017307	0.0153664	0.0103591	
rotifer_0.004_8x_1	0.0190797	0.0126337	0.0114501	0.00587122	0.0198377	0.0137294	0.0125133	0.00694978	0.0138254	0.00767114	0.0062631	0.0	0.0237152	0.0177194	0.0165311	0.0109594	0.0260264	0.0198365	0.0186572	0.0131416	0.027798	0.0217188	0.0204447	0.0149831	0.0378518	0.0317295	0.0303783	0.0251804	0.0177386	0.0117222	0.0104512	0.00485663	
rotifer_0.006_1x_1	0.0315127	0.0270074	0.0272216	0.0208146	0.0322908	0.0281681	0.0282592	0.0217884	0.0342845	0.0300369	0.0300728	0.0237152	0.0	0.0193722	0.0199505	0.0139017	0.0381866	0.0341329	0.0341596	0.0278656	0.0400081	0.0359103	0.0360561	0.0296913	0.0498652	0.0457182	0.0458604	0.0395908	0.0306285	0.0262898	0.0263146	0.0198016	
