sample	club-moss_0.001_1x_1	club-moss_0.001_2x_1	club-moss_0.001_4x_1	club-moss_0.001_8x_1	club-moss_0.002_1x_1	club-moss_0.002_2x_1	club-moss_0.002_4x_1	club-moss_0.002_8x_1	club-moss_0.004_1x_1	club-moss_0.004_2x_1	club-moss_0.004_4x_1	club-moss_0.004_8x_1	club-moss_0.006_1x_1	club-moss_0.006_2x_1	club-moss_0.006_4x_1	club-moss_0.006_8x_1	club-moss_0.008_1x_1	club-moss_0.008_2x_1	club-moss_0.008_4x_1	club-moss_0.008_8x_1	club-moss_0.01_1x_1	club-moss_0.01_2x_1	club-moss_0.01_4x_1	club-moss_0.01_8x_1	club-moss_0.02_1x_1	club-moss_0.02_2x_1	club-moss_0.02_4x_1	club-moss_0.02_8x_1	club-moss_0.0_1x_1	club-moss_0.0_2x_1	club-moss_0.0_4x_1	club-moss_0.0_8x_1	
club-moss_0.001_1x_1	0.0	0.0177908	0.019295	0.0120752	0.0235148	0.020814	0.0223069	0.0149435	0.0251186	0.0227891	0.0242458	0.016932	0.0272864	0.0246934	0.0260464	0.0190395	0.0288941	0.0265513	0.0280754	0.0209113	0.0308816	0.0284847	0.0297548	0.0227417	0.0402557	0.0376323	0.0389813	0.0322195	0.0215302	0.0189382	0.020431	0.0129339	
club-moss_0.001_2x_1	0.0177908	0.0	0.013569	0.00747519	0.0207992	0.0165237	0.0168124	0.0104599	0.022496	0.0184076	0.0186328	0.0124086	0.0245704	0.0203354	0.0205454	0.0144439	0.0262395	0.0221426	0.0224202	0.0162485	0.0281864	0.0239981	0.0241668	0.0181121	0.0373256	0.0330679	0.0332454	0.027412	0.0187552	0.014685	0.0149368	0.00848466	
club-moss_0.001_4x_1	0.019295	0.013569	0.0	0.00753187	0.0221684	0.0167251	0.0160536	0.010527	0.0239083	0.0186132	0.0178984	0.01243	0.0258898	0.0205349	0.0197857	0.0144299	0.0276164	0.022213	0.0216557	0.0161852	0.0293912	0.0241168	0.0234418	0.0180159	0.0383626	0.0330873	0.0322639	0.027242	0.020284	0.014985	0.0142783	0.00865038	
club-moss_0.001_8x_1	0.0120752	0.00747519	0.00753187	0.0	0.0149127	0.0104617	0.010605	0.00407373	0.0166754	0.0124288	0.0125823	0.00607307	0.0186638	0.0144056	0.0144663	0.00821056	0.0204697	0.0162558	0.0164704	0.0101165	0.0224705	0.0182223	0.0183355	0.0120986	0.0317386	0.0275111	0.0277534	0.0216788	0.0129054	0.00848911	0.00863655	0.00200046	
club-moss_0.002_1x_1	0.0235148	0.0207992	0.0221684	0.0149127	0.0	0.0178294	0.0193605	0.0122245	0.0261541	0.0236051	0.0249764	0.0178078	0.0279296	0.0255325	0.0266725	0.0197553	0.0297558	0.0273282	0.0286335	0.0217497	0.0319334	0.0292605	0.0304417	0.0236229	0.0408903	0.0383215	0.0394804	0.032857	0.02257	0.0198963	0.0212473	0.0139239	
club-moss_0.002_2x_1	0.020814	0.0165237	0.0167251	0.0104617	0.0178294	0.0	0.0135921	0.00748882	0.0234971	0.0192937	0.0194648	0.0133222	0.0253156	0.0212411	0.0213193	0.0153185	0.0272855	0.0230318	0.0233377	0.0172491	0.0291164	0.0248319	0.0249988	0.0189873	0.0381277	0.033789	0.0339181	0.0281671	0.0198555	0.0156392	0.0158975	0.00947116	
club-moss_0.002_4x_1	0.0223069	0.0168124	0.0160536	0.010605	0.0193605	0.0135921	0.0	0.00746039	0.0249003	0.0195146	0.018772	0.0134119	0.0267545	0.0213931	0.0206553	0.0153382	0.0285103	0.0231637	0.0225114	0.0171809	0.030343	0.0249086	0.0241605	0.0189019	0.0392154	0.0339232	0.032964	0.0280841	0.0213359	0.0158711	0.015213	0.00967856	
club-moss_0.002_8x_1	0.0149435	0.0104599	0.010527	0.00407373	0.0122245	0.00748882	0.00746039	0.0	0.0176844	0.0133453	0.0135057	0.00707323	0.0196066	0.0152944	0.0153609	0.00914594	0.0214774	0.0171584	0.0173617	0.0110756	0.0234694	0.0190931	0.019202	0.013055	0.0326682	0.0283663	0.0284965	0.0225333	0.0139135	0.00948921	0.00961174	0.00305139	
club-moss_0.004_1x_1	0.0251186	0.022496	0.0239083	0.0166754	0.0261541	0.0234971	0.0249003	0.0176844	0.0	0.0180101	0.0194163	0.0124057	0.0298007	0.0272688	0.0284749	0.0216215	0.0314473	0.0290256	0.0304009	0.0235171	0.0334773	0.0309321	0.0320986	0.0253299	0.0426221	0.0399739	0.0411455	0.0345131	0.0242554	0.0216809	0.0230341	0.0157015	
club-moss_0.004_2x_1	0.0227891	0.0184076	0.0186132	0.0124288	0.0236051	0.0192937	0.0195146	0.0133453	0.0180101	0.0	0.0135309	0.00750484	0.0271921	0.022989	0.0231418	0.0172248	0.0290034	0.0247834	0.02494	0.018997	0.0308498	0.0265808	0.026588	0.0207085	0.0396808	0.0353399	0.035624	0.0298111	0.0217216	0.0174941	0.0177075	0.011442	
club-moss_0.004_4x_1	0.0242458	0.0186328	0.0178984	0.0125823	0.0249764	0.0194648	0.018772	0.0135057	0.0194163	0.0135309	0.0	0.00729042	0.0286038	0.0231796	0.0224376	0.0172579	0.0302554	0.0248294	0.0241995	0.0189467	0.0319714	0.0265656	0.0258232	0.0206361	0.0408548	0.0354324	0.0346842	0.0297485	0.0231857	0.0178272	0.0169998	0.0116807	
club-moss_0.004_8x_1	0.016932	0.0124086	0.01243	0.00607307	0.0178078	0.0133222	0.0134119	0.00707323	0.0124057	0.00750484	0.00729042	0.0	0.0215052	0.0172018	0.0171743	0.011115	0.0233156	0.0189685	0.0190888	0.012986	0.0252223	0.0208676	0.0208126	0.014825	0.0345403	0.0300643	0.0302117	0.0243218	0.0158853	0.0114389	0.0115384	0.00507327	
club-moss_0.006_1x_1	0.0272864	0.0245704	0.0258898	0.0186638	0.0279296	0.0253156	0.0267545	0.0196066	0.0298007	0.0271921	0.0286038	0.0215052	0.0	0.0182147	0.0193363	0.0125262	0.0334835	0.0309762	0.0324127	0.0255078	0.0350857	0.0326409	0.0339144	0.0271395	0.0440981	0.0414725	0.0429125	0.0364193	0.0261313	0.0235433	0.0250112	0.0177121	
