sample	rotifer_0.001_1x_1	rotifer_0.001_2x_1	rotifer_0.001_4x_1	rotifer_0.001_8x_1	rotifer_0.002_1x_1	rotifer_0.002_2x_1	rotifer_0.002_4x_1	rotifer_0.002_8x_1	rotifer_0.004_1x_1	rotifer_0.004_2x_1	rotifer_0.004_4x_1	rotifer_0.004_8x_1	rotifer_0.006_1x_1	rotifer_0.006_2x_1	rotifer_0.006_4x_1	rotifer_0.006_8x_1	rotifer_0.008_1x_1	rotifer_0.008_2x_1	rotifer_0.008_4x_1	rotifer_0.008_8x_1	rotifer_0.01_1x_1	rotifer_0.01_2x_1	rotifer_0.01_4x_1	rotifer_0.01_8x_1	rotifer_0.02_1x_1	rotifer_0.02_2x_1	rotifer_0.02_4x_1	rotifer_0.02_8x_1	rotifer_0.0_1x_1	rotifer_0.0_2x_1	rotifer_0.0_4x_1	rotifer_0.0_8x_1	
rotifer_0.001_1x_1	0.0	0.0193203	0.0199684	0.0138151	0.0276098	0.0232783	0.0232426	0.0169245	0.0293973	0.0252971	0.0253316	0.0189213	0.0314654	0.0271202	0.0273264	0.0207932	0.0332039	0.029168	0.0292127	0.0229583	0.0353492	0.0311999	0.0312133	0.0248673	0.0453468	0.0412088	0.0410414	0.0349906	0.0256332	0.0212069	0.0214069	0.0148628	
rotifer_0.001_2x_1	0.0193203	0.0	0.012729	0.00753455	0.0233072	0.0173934	0.0162345	0.0106583	0.0249152	0.0193958	0.0182502	0.0126065	0.0271773	0.0212391	0.0202846	0.0145376	0.029082	0.0230837	0.0220481	0.0165602	0.0311155	0.0251796	0.0241485	0.0185722	0.0411626	0.0353332	0.0342436	0.0288341	0.0212781	0.0153678	0.0143098	0.00860412	
rotifer_0.001_4x_1	0.0199684	0.012729	0.0	0.00640946	0.0235356	0.016309	0.0144589	0.00948069	0.0252912	0.0184276	0.016431	0.0115295	0.0275111	0.0202729	0.0185509	0.0134973	0.0292605	0.0222448	0.0202853	0.0154967	0.0312668	0.0243082	0.0223809	0.0175047	0.0414223	0.0345002	0.0325922	0.0277639	0.0215142	0.0144233	0.0125191	0.00747548	
rotifer_0.001_8x_1	0.0138151	0.00753455	0.00640946	0.0	0.0169976	0.0107122	0.00944599	0.00389841	0.0186924	0.0127382	0.0114668	0.00590865	0.0209787	0.0146916	0.0135903	0.00791809	0.0227891	0.0166148	0.0154297	0.0099848	0.0248393	0.0187169	0.0175237	0.0119661	0.0349945	0.0290185	0.0277203	0.0223518	0.0148993	0.00872264	0.00750454	0.00185556	
rotifer_0.002_1x_1	0.0276098	0.0233072	0.0235356	0.0169976	0.0	0.0193203	0.0199902	0.0139099	0.0304524	0.0264103	0.0263863	0.0199078	0.0323974	0.028142	0.0283966	0.0218788	0.0342896	0.030217	0.0303387	0.023917	0.0363982	0.032265	0.0322685	0.0258422	0.0463194	0.042133	0.0422919	0.0360451	0.0265781	0.0222044	0.0224537	0.0159424	
rotifer_0.002_2x_1	0.0232783	0.0173934	0.016309	0.0107122	0.0193203	0.0	0.0126546	0.00756045	0.0261401	0.0202957	0.0191059	0.0135619	0.0283195	0.0221483	0.0212754	0.0155991	0.0300369	0.0242154	0.0232205	0.0176934	0.0319795	0.0262978	0.025101	0.0195784	0.0422704	0.0363786	0.0352051	0.0298823	0.0222744	0.0163445	0.0153171	0.0096396	
rotifer_0.002_4x_1	0.0232426	0.0162345	0.0144589	0.00944599	0.0199902	0.0126546	0.0	0.006306	0.0261331	0.0193203	0.017286	0.0123843	0.0283887	0.021153	0.0194144	0.0143544	0.0300253	0.0230792	0.0212042	0.0163733	0.03223	0.0252416	0.0232745	0.018417	0.0423565	0.0352624	0.0334022	0.0285565	0.0224042	0.0152424	0.0134278	0.00838828	
rotifer_0.002_8x_1	0.0169245	0.0106583	0.00948069	0.00389841	0.0139099	0.00756045	0.006306	0.0	0.0196771	0.0137048	0.0124082	0.00688181	0.0219725	0.0156276	0.014532	0.00888558	0.0236818	0.0175349	0.0163649	0.0109264	0.0258569	0.0197206	0.0184782	0.0129557	0.0359955	0.0298707	0.0285979	0.0232722	0.0158965	0.00966959	0.00844844	0.0028464	
rotifer_0.004_1x_1	0.0293973	0.0249152	0.0252912	0.0186924	0.0304524	0.0261401	0.0261331	0.0196771	0.0	0.01929	0.0197775	0.0137545	0.0342679	0.0298875	0.0302085	0.0236291	0.0360134	0.0319576	0.0320372	0.0257026	0.0381805	0.0340025	0.0341202	0.0276957	0.0481022	0.0438831	0.0438545	0.0376145	0.028299	0.0240336	0.0241995	0.0176551	
rotifer_0.004_2x_1	0.0252971	0.0193958	0.0184276	0.0127382	0.0264103	0.0202957	0.0193203	0.0137048	0.01929	0.0	0.0127197	0.00764024	0.0301979	0.0242099	0.0233721	0.0176101	0.0320153	0.0262898	0.0251302	0.0197288	0.0339597	0.0284044	0.0271727	0.0217111	0.0438984	0.0382532	0.0369669	0.0317181	0.0243202	0.018437	0.0173784	0.0116685	
