sample	leech_0.001_1x_1	leech_0.001_2x_1	leech_0.001_4x_1	leech_0.001_8x_1	leech_0.002_1x_1	leech_0.002_2x_1	leech_0.002_4x_1	leech_0.002_8x_1	leech_0.004_1x_1	leech_0.004_2x_1	leech_0.004_4x_1	leech_0.004_8x_1	leech_0.006_1x_1	leech_0.006_2x_1	leech_0.006_4x_1	leech_0.006_8x_1	leech_0.008_1x_1	leech_0.008_2x_1	leech_0.008_4x_1	leech_0.008_8x_1	leech_0.01_1x_1	leech_0.01_2x_1	leech_0.01_4x_1	leech_0.01_8x_1	leech_0.02_1x_1	leech_0.02_2x_1	leech_0.02_4x_1	leech_0.02_8x_1	leech_0.0_1x_1	leech_0.0_2x_1	leech_0.0_4x_1	leech_0.0_8x_1	
leech_0.001_1x_1	0.0	0.020473	0.0202411	0.0140284	0.0278828	0.023379	0.0232213	0.0169304	0.0299663	0.025324	0.0252349	0.0189448	0.0318152	0.0274036	0.0271147	0.0209584	0.0338065	0.0294137	0.0291528	0.0229523	0.0359281	0.0313866	0.0313216	0.0250013	0.0460513	0.0415524	0.0413895	0.0352397	0.0259107	0.0214643	0.0213689	0.0149816	
leech_0.001_2x_1	0.020473	0.0	0.0130778	0.00761389	0.0234364	0.0172832	0.0160691	0.0106072	0.0255112	0.0191671	0.0180418	0.0125703	0.027242	0.0210979	0.0199684	0.0145503	0.0292066	0.0232077	0.021969	0.0164889	0.0315976	0.0254661	0.0241668	0.0187396	0.0413067	0.0353733	0.0341634	0.0287624	0.0215038	0.0153003	0.0141024	0.0086237	
leech_0.001_4x_1	0.0202411	0.0130778	0.0	0.00610518	0.023188	0.015895	0.0138918	0.00908911	0.0252131	0.0178476	0.0158751	0.0110574	0.0271009	0.0198733	0.0178357	0.0130645	0.0288971	0.0219661	0.0198695	0.0150799	0.0311777	0.0239847	0.0219391	0.0171831	0.0411523	0.0339861	0.0318932	0.0272152	0.0213593	0.0139543	0.0119456	0.00711472	
leech_0.001_8x_1	0.0140284	0.00761389	0.00610518	0.0	0.016952	0.0105087	0.00909343	0.00376299	0.0190073	0.0124466	0.0110828	0.00576843	0.0208877	0.0145376	0.0130662	0.0078106	0.0229284	0.0165047	0.0150576	0.00977936	0.0249623	0.0186043	0.0172056	0.0118522	0.034984	0.0286681	0.0272864	0.0220039	0.0150522	0.00852479	0.00713869	0.00177981	
leech_0.002_1x_1	0.0278828	0.0234364	0.023188	0.016952	0.0	0.0204921	0.0201782	0.0139993	0.0310247	0.0263819	0.0261805	0.0199857	0.0329194	0.028378	0.0281903	0.0219811	0.0348225	0.0302639	0.0300781	0.0238824	0.036754	0.0323505	0.0322184	0.0259819	0.0464714	0.0422901	0.0421989	0.0360106	0.0269252	0.0224858	0.022304	0.0159931	
leech_0.002_2x_1	0.023379	0.0172832	0.015895	0.0105087	0.0204921	0.0	0.0129356	0.00749178	0.0265137	0.0200389	0.0189485	0.0135539	0.0281826	0.0221498	0.0208824	0.0154903	0.0302021	0.0240811	0.022833	0.0174434	0.03232	0.0262148	0.0249722	0.0195665	0.0421633	0.036041	0.0348211	0.0295382	0.0224778	0.0162746	0.0150111	0.00951616	
leech_0.002_4x_1	0.0232213	0.0160691	0.0138918	0.00909343	0.0201782	0.0129356	0.0	0.00610357	0.026243	0.0188826	0.0168608	0.0120954	0.0281294	0.0208374	0.0187864	0.0140558	0.030001	0.0229209	0.0208006	0.0160866	0.0321916	0.0249358	0.0228762	0.0181764	0.042133	0.0348853	0.032857	0.02814	0.0223323	0.0149604	0.0129506	0.00812904	
leech_0.002_8x_1	0.0169304	0.0106072	0.00908911	0.00376299	0.0139993	0.00749178	0.00610357	0.0	0.0200197	0.0134511	0.0121168	0.00678455	0.0218704	0.0154808	0.0140298	0.00880534	0.023928	0.0174958	0.0160685	0.0107875	0.025948	0.0195797	0.0181979	0.0128438	0.0359638	0.0296188	0.0281758	0.0229838	0.0160074	0.0095589	0.00813494	0.00278379	
leech_0.004_1x_1	0.0299663	0.0255112	0.0252131	0.0190073	0.0310247	0.0265137	0.026243	0.0200197	0.0	0.020342	0.0203524	0.0140188	0.0346946	0.0303773	0.0300897	0.023917	0.0368181	0.032251	0.0320419	0.0258639	0.0388939	0.0342973	0.0341164	0.0279842	0.0487629	0.0442372	0.0439961	0.0379609	0.0291609	0.0244118	0.0242762	0.0180004	
leech_0.004_2x_1	0.025324	0.0191671	0.0178476	0.0124466	0.0263819	0.0200389	0.0188826	0.0134511	0.020342	0.0	0.0129156	0.00750038	0.0300137	0.0239988	0.0227639	0.0173839	0.0319461	0.0260351	0.0247637	0.0193518	0.0339899	0.0281101	0.0268116	0.0214179	0.0441579	0.0379983	0.0367327	0.0314665	0.0243226	0.018126	0.0168845	0.0114323	
