sample	SRR10727867	SRR10727874	SRR10727875	SRR7296837	SRR7296908	SRR7296922	SRR7296925	SRR7296926	SRR7296936	SRR7296939	SRR7296941	SRR7297019	SRR7297028	SRR7297029	SRR7297030	SRR7297031	SRR7297032	SRR7297033	SRR7297034	SRR7297035	SRR7297062	SRR7297120	SRR7297148	SRR7297180	SRR7297282	SRR7297335	SRR7297404	SRR7297609	SRR7297615	SRR7297630	SRR7297632	SRR7297637	SRR7297639	SRR7297640	SRR7297642	SRR7297643	SRR8201154	SRR8809771	SRR8810286	SRR9647357	SRR9647438	SRR9647439	SRR9647576
SRR10727867	0.0	0.00487	0.00547	0.00647	0.00644	0.00505	0.00404	0.006	0.00354	0.00524	0.00627	0.0045	0.00318	0.00321	0.00337	0.00471	0.00358	0.00485	0.00338	0.00361	0.00456	0.0044	0.00536	0.00545	0.00562	0.00631	0.00645	0.00485	0.00482	0.00456	0.00482	0.00468	0.00439	0.00499	0.00453	0.00467	0.00493	0	7e-05	0.00687	0	0	0.00651
SRR10727874	0.00487	0.0	0	0.00088	0.00138	0.00222	0.0032	0	0.00257	0	0.00398	0.00086	0.00298	0.00303	0.00315	0.00303	0.00318	0	0.00313	0.00257	0.00285	0.00098	0.00015	0.00215	0.00175	0.00416	0.00457	0.00297	0.0026	0.00266	0.00285	0.00254	0.00383	0.00282	0.00274	0.00275	0.00287	0.00531	0.0057	0	0.00425	0.00418	0
SRR10727875	0.00547	0	0.0	0.00213	0.00257	0.00286	0.00378	0	0.0033	0.00084	0.00472	0.0017	0.00361	0.00376	0.00387	0.00367	0.00403	0.00035	0.00392	0.00331	0.00344	0.00169	0.00095	0.00286	0.00296	0.00537	0.00561	0.00381	0.00336	0.0033	0.0037	0.00332	0.00457	0.00362	0.00351	0.00363	0.00347	0.00649	0.00678	0.00082	0.00465	0.0047	0
SRR7296837	0.00647	0.00088	0.00213	0.0	0.00115	0.00163	0.00486	0.00189	0.0039	0	0.00567	0.00096	0.00362	0.00385	0.0035	0.0036	0.00395	0	0.00418	0.00414	0.00419	0.00095	0.00065	0.00241	0.00234	0.00535	0.00549	0.00425	0.0044	0.00364	0.00478	0.00462	0.00521	0.00486	0.00353	0.00373	0.00353	0.00726	0.00719	0.00413	0.00549	0.00556	0.00253
SRR7296908	0.00644	0.00138	0.00257	0.00115	0.0	0.00158	0.00443	0.00237	0.00377	0.00036	0.00587	0.00105	0.00358	0.0037	0.00353	0.00365	0.0039	0	0.00406	0.00408	0.00389	0.00098	0.00027	0.0018	0.00235	0.0054	0.00501	0.00429	0.00436	0.00318	0.00471	0.00456	0.00511	0.0048	0.00351	0.00378	0.00304	0.00728	0.00725	0.00452	0.00548	0.00588	0.00275
SRR7296922	0.00505	0.00222	0.00286	0.00163	0.00158	0.0	0.00234	0.0032	0.00275	0.00102	0.00432	0	0.00219	0.00228	0.00246	0.00163	0.00234	0.0007	0.00248	0.00239	0.00322	0	0.0012	0.0015	4e-05	0.00228	0.00439	0.00174	0.00236	0.00295	0.00229	0.00225	0.0036	0.00252	0.00142	0.00149	0.00296	0.00491	0.00516	0.00333	0.00447	0.00467	0.00248
SRR7296925	0.00404	0.0032	0.00378	0.00486	0.00443	0.00234	0.0	0.00423	0.0026	0.00388	0.00439	0.00275	0.00194	0.00216	0.00231	0.00114	0.00243	0.00338	0.00226	0.00189	0	0.00268	0.00328	0.00238	0.00386	0.00267	0.00096	0.00135	0	0	0.00066	0	0.00345	0	0.00097	0.00114	0.00187	0.00476	0.00505	0.00555	0.00332	0.00358	0.00472
SRR7296926	0.006	0	0	0.00189	0.00237	0.0032	0.00423	0.0	0.00385	0.00021	0.00533	0.00201	0.00419	0.00429	0.00431	0.0039	0.00451	0.00029	0.00439	0.00397	0.0038	0.0021	0.00145	0.00216	0.00315	0.00454	0.00564	0.00431	0.00386	0.00365	0.00417	0.00381	0.00389	0.00407	0.00403	0.0041	0.0026	0.00668	0.00699	0	0.00521	0.00516	0
SRR7296936	0.00354	0.00257	0.0033	0.0039	0.00377	0.00275	0.0026	0.00385	0.0	0.00282	0.00354	0.00182	0	0	0	0.00258	0.0001	0.00249	0	0	0.00277	0.00198	0.00286	0.00295	0.0028	0.0039	0.00431	0.00284	0.00279	0.00259	0.00313	0.00283	0	0.00302	0.00241	0.00259	0.00365	0.00404	0.00426	0.00466	0.00284	0.00314	0.00381
SRR7296939	0.00524	0	0.00084	0	0.00036	0.00102	0.00388	0.00021	0.00282	0.0	0.0047	0	0.00256	0.00268	0.00267	0.00257	0.00274	0	0.00283	0.00301	0.00346	0.00016	0	0.00041	0.00098	0.00275	0.0049	0.00285	0.00334	0.00311	0.00347	0.00353	0.00273	0.00371	0.00234	0.00244	0.00167	0.00564	0.00586	0.00136	0.00449	0.00443	0.00132
SRR7296941	0.00627	0.00398	0.00472	0.00567	0.00587	0.00432	0.00439	0.00533	0.00354	0.0047	0.0	0.00366	0.00366	0.00354	0.00361	0.00316	0.00381	0.00431	0.00374	0.00357	0.00469	0.00378	0.00521	0.00411	0.00461	0.00464	0.00613	0.00345	0.00365	0.0045	0.00426	0.00368	0.00451	0.00393	0.00302	0.00315	0.00518	0.00667	0.00685	0.00588	0.00554	0.0057	0.0052
SRR7297019	0.0045	0.00086	0.0017	0.00096	0.00105	0	0.00275	0.00201	0.00182	0	0.00366	0.0	0.00166	0.00184	0.00192	0.00188	0.00194	0	0.00204	0.00231	0.00265	0	0.00023	0.00117	0	0.00316	0.00422	0.00212	0.0027	0.00261	0.00278	0.00278	0.00304	0.00303	0.00173	0.00183	0.00243	0.0049	0.00512	0.00292	0.00374	0.004	0.00193
SRR7297028	0.00318	0.00298	0.00361	0.00362	0.00358	0.00219	0.00194	0.00419	0	0.00256	0.00366	0.00166	0.0	0	0	0.00216	0	0.00215	0	0.00041	0.00216	0.00177	0.0024	0.00252	0.00267	0.00352	0.00387	0.00239	0.00257	0.00212	0.00223	0.00254	0.00068	0.0028	0.00203	0.00215	0.0026	0.00369	0.00395	0.00514	0.00236	0.00264	0.00423
SRR7297029	0.00321	0.00303	0.00376	0.00385	0.0037	0.00228	0.00216	0.00429	0	0.00268	0.00354	0.00184	0	0.0	0	0.00224	0	0.0023	0	0.00012	0.0023	0.0019	0.00282	0.00261	0.00277	0.00371	0.00384	0.00258	0.00227	0.00214	0.00213	0.00224	0.00044	0.00243	0.00203	0.00219	0.00289	0.0037	0.00395	0.00519	0.00242	0.00272	0.00419
SRR7297030	0.00337	0.00315	0.00387	0.0035	0.00353	0.00246	0.00231	0.00431	0	0.00267	0.00361	0.00192	0	0	0.0	0.00253	0	0.00214	0	0.00025	0.00257	0.00203	0.003	0.00283	0.0028	0.00384	0.00369	0.0029	0.00249	0.00215	0.00231	0.00249	0.00079	0.0027	0.0023	0.00244	0.00305	0.00357	0.00383	0.00517	0.00257	0.00275	0.00423
SRR7297031	0.00471	0.00303	0.00367	0.0036	0.00365	0.00163	0.00114	0.0039	0.00258	0.00257	0.00316	0.00188	0.00216	0.00224	0.00253	0.0	0.00237	0.00202	0.00237	0.00168	0.00219	0.00207	0.00279	0.00117	0.00285	0	0.00369	0	0	0.00197	0.00076	0	0.00343	0	0	0	0.00304	0.00518	0.00542	0.00475	0.00394	0.00426	0.00408
SRR7297032	0.00358	0.00318	0.00403	0.00395	0.0039	0.00234	0.00243	0.00451	0.0001	0.00274	0.00381	0.00194	0	0	0	0.00237	0.0	0.00228	0	0.00063	0.00259	0.00205	0.00296	0.00289	0.00297	0.00406	0.00411	0.00279	0.00274	0.00236	0.00262	0.00273	0.00101	0.00298	0.00221	0.00241	0.00301	0.00416	0.00438	0.00555	0.00275	0.00308	0.00456
SRR7297033	0.00485	0	0.00035	0	0	0.0007	0.00338	0.00029	0.00249	0	0.00431	0	0.00215	0.0023	0.00214	0.00202	0.00228	0.0	0.0024	0.00255	0.00281	0	0	0.00103	0.00053	0.00337	0.00416	0.00237	0.00297	0.00263	0.00301	0.00301	0.0034	0.00318	0.00183	0.00191	0.00227	0.00513	0.00538	0.00191	0.00404	0.00401	0.0003
SRR7297034	0.00338	0.00313	0.00392	0.00418	0.00406	0.00248	0.00226	0.00439	0	0.00283	0.00374	0.00204	0	0	0	0.00237	0	0.0024	0.0	0.0004	0.00242	0.00207	0.00304	0.00286	0.0031	0.00416	0.00417	0.00282	0.00245	0.00231	0.00232	0.0024	0.00077	0.00271	0.00217	0.00237	0.00306	0.00408	0.0043	0.0053	0.00252	0.00284	0.00454
SRR7297035	0.00361	0.00257	0.00331	0.00414	0.00408	0.00239	0.00189	0.00397	0	0.00301	0.00357	0.00231	0.00041	0.00012	0.00025	0.00168	0.00063	0.00255	0.0004	0.0	0.00304	0.00231	0.0031	0.0032	0.00336	0.00332	0.0047	0.00203	0.00197	0.00269	0.00248	0.00185	0.00022	0.00217	0.00148	0.00171	0.00394	0.00425	0.00456	0.00499	0.00279	0.00314	0.00402
SRR7297062	0.00456	0.00285	0.00344	0.00419	0.00389	0.00322	0	0.0038	0.00277	0.00346	0.00469	0.00265	0.00216	0.0023	0.00257	0.00219	0.00259	0.00281	0.00242	0.00304	0.0	0.00268	0.00298	0.00209	0.00366	0.00352	0.00021	0.00229	0.00063	0	0.00156	0.0007	0.00352	0.0009	0.00197	0.00211	0.00141	0.00507	0.00529	0.00518	0.00387	0.0041	0.00379
SRR7297120	0.0044	0.00098	0.00169	0.00095	0.00098	0	0.00268	0.0021	0.00198	0.00016	0.00378	0	0.00177	0.0019	0.00203	0.00207	0.00205	0	0.00207	0.00231	0.00268	0.0	0.00024	0.0013	0	0.00325	0.00423	0.00223	0.00292	0.00273	0.00289	0.0029	0.00316	0.00316	0.00188	0.00198	0.00247	0.00477	0.00506	0.0029	0.00373	0.004	0.00186
SRR7297148	0.00536	0.00015	0.00095	0.00065	0.00027	0.0012	0.00328	0.00145	0.00286	0	0.00521	0.00023	0.0024	0.00282	0.003	0.00279	0.00296	0	0.00304	0.0031	0.00298	0.00024	0.0	0.00097	0.00146	0.00436	0.00475	0.00298	0.00357	0.00268	0.00357	0.00364	0.00402	0.0039	0.00258	0.00271	0.0024	0.00613	0.00645	0.00305	0.00447	0.0048	0.00173
