sample	moss_0.05_1x_1	moss_0.05_2x_1	moss_0.05_4x_1	moss_0.05_8x_1	moss_0.0_1x_1	moss_0.0_2x_1	moss_0.0_4x_1	moss_0.0_8x_1	moss_0.15_1x_1	moss_0.15_2x_1	moss_0.15_4x_1	moss_0.15_8x_1	moss_0.1_1x_1	moss_0.1_2x_1	moss_0.1_4x_1	moss_0.1_8x_1	moss_0.2_1x_1	moss_0.2_2x_1	moss_0.2_4x_1	moss_0.2_8x_1
moss_0.05_1x_1	0.0	0.0	0.0	0.0	0.044281909708260375	0.04887335999333622	0.05148946838694584	0.05084070512774909	0.14256329509723883	0.14622092178612422	0.1450956513066924	0.14603574637932273	0.104000702536415	0.1067395009567286	0.10736996396440204	0.10744531054191982	0.18250223250032457	0.1841960534387652	0.1875469484982723	0.1860094760263313
moss_0.05_2x_1	0.0	0.0	0.0	0.0	0.04590327575181746	0.05040196054253686	0.05269002956220758	0.051789524600987534	0.1469031009817356	0.15009847097140996	0.15010132589606826	0.15129085008661294	0.1076297133671947	0.11086906669869574	0.11174390273936774	0.11100000075024673	0.18495361365848714	0.18851344224181374	0.19106525482164646	0.18640038432875086
moss_0.05_4x_1	0.0	0.0	0.0	0.0	0.04656862114643717	0.05089921614115204	0.05309362227603739	0.05217949441642418	0.14986786154213586	0.1532303459088863	0.1530648750343363	0.15194699795211675	0.10974849658129701	0.11137990018816347	0.11268785138786663	0.11129298687638443	0.18694075527801432	0.19289882617917553	0.19400094326100106	0.19132899424636213
moss_0.05_8x_1	0.0	0.0	0.0	0.0	0.04688745117140877	0.05086448052733814	0.0530281613814092	0.052159176639828296	0.15139714354938397	0.1527867416317233	0.1516082144873537	0.15174369674350777	0.10981253159502166	0.11098646117805723	0.11170846839601085	0.110130872573595	0.19078532639409423	0.19167568353539327	0.1921743070599977	0.1910071180075171
moss_0.0_1x_1	0.04793688870787767	0.04865807176598502	0.048617746704988286	0.04864511550602163	0.0	0.0	0.0	0.0	0.14105531705593324	0.14240579157161806	0.14261442279099198	0.14263607162591208	0.09452516530638541	0.09446532637751383	0.09460713115286946	0.09425182643064653	0.18426439538612244	0.18332533195875855	0.18263062395240606	0.18100793172168336
moss_0.0_2x_1	0.04883627770038712	0.05019122180905275	0.05072138330638335	0.050743074873387674	0.0	0.0	0.0010696667646917146	0.0013557706069474145	0.1421329840860948	0.1423580381379217	0.1429718464476203	0.1430703516429713	0.09496134862041967	0.09547932960560375	0.09663404959614011	0.09621625289256527	0.18276383060950221	0.18541915985561486	0.1841762364871939	0.1837679902290483
moss_0.0_4x_1	0.048900330705695993	0.04949694558356885	0.04944401685530596	0.049209346857750906	0.0	0.0007551408954751834	0.0	0.0014470373846673847	0.14150609835422642	0.14299816816132715	0.14287790364423214	0.1421941635548982	0.09449805816510422	0.09466435776623491	0.09491972047094561	0.0940032905737473	0.18136361297983483	0.18749821122486673	0.1841148627659512	0.18233513405758087
moss_0.0_8x_1	0.04776030208294577	0.047875496707553034	0.04762153674156651	0.04743302009090205	0.0	0.0007338654451141085	0.0012937533050126138	0.0	0.14113164751121263	0.14062979351108884	0.14031796906475602	0.13952982880903733	0.09420889948784755	0.09351633154070767	0.09316974334561735	0.09229704736821435	0.18202216659633086	0.18644333081528086	0.18393549176753657	0.1813789244345512
moss_0.15_1x_1	0.1406926035257512	0.14595149370156063	0.14919518512528612	0.15019970134892177	0.13003061651821546	0.13552472323024542	0.13729478305895473	0.13658434133473113	0.0	0.0	0.0	0.0	0.16693068151008092	0.16854483614171478	0.17086043755431635	0.1715472565331387	0.22627058780777856	0.23345543473895958	0.2338181647801552	0.23084189552720552
moss_0.15_2x_1	0.14463725706248712	0.1493067298178432	0.15263770731641368	0.15165699345365505	0.13174503619529684	0.13560604765267004	0.13900170179055982	0.13653852086787746	0.0	0.0	0.0	0.0	0.16676260048037483	0.16868474753334212	0.1704094224812385	0.17110049525879467	0.22729708944385812	0.23230289314748503	0.22842736690827206	0.2260134040845403
