sample	rotifer_0.05_1x_1	rotifer_0.05_2x_1	rotifer_0.05_4x_1	rotifer_0.05_8x_1	rotifer_0.0_1x_1	rotifer_0.0_2x_1	rotifer_0.0_4x_1	rotifer_0.0_8x_1	rotifer_0.15_1x_1	rotifer_0.15_2x_1	rotifer_0.15_4x_1	rotifer_0.15_8x_1	rotifer_0.1_1x_1	rotifer_0.1_2x_1	rotifer_0.1_4x_1	rotifer_0.1_8x_1	rotifer_0.2_1x_1	rotifer_0.2_2x_1	rotifer_0.2_4x_1	rotifer_0.2_8x_1
rotifer_0.05_1x_1	0.0	0.0	0.0	0.0	0.04972880625935381	0.050142814596119495	0.05073731753026208	0.05049595628865645	0.17973196506099373	0.18039193543327015	0.17947264736639904	0.17825121292084756	0.13145732054714812	0.1344143393197359	0.1339580109053739	0.13470575385227457	0.22386301234957615	0.21981386627455968	0.21635247472725638	0.21015424064003377
rotifer_0.05_2x_1	0.0	0.0	0.0	0.0	0.04959121997476161	0.050028780608312534	0.05066565426431536	0.05041769035266939	0.17765497412758724	0.17917073443737333	0.17925632287760365	0.17759905290714198	0.13174415319434143	0.13498528787401945	0.13397922696127437	0.1337251621617533	0.21795154485057563	0.2186908569790441	0.21406740153907663	0.21273736225044887
rotifer_0.05_4x_1	0.0	0.0	0.0	0.0	0.04896105558673564	0.049424538772504856	0.049906599331700184	0.049589881933211184	0.17782020945364355	0.1787891213396083	0.17986404111144813	0.17902733865540366	0.13069801956750624	0.13514729675345524	0.1338637574544403	0.13388713194384647	0.21611124694435968	0.21660065299205142	0.21664415118968597	0.213310186437268
rotifer_0.05_8x_1	0.0	0.0	0.0	0.0	0.04882468919374401	0.04942439401077298	0.049728808710166626	0.04938089847056397	0.17758248060806084	0.1779723748562322	0.18096434251092774	0.17957939192230415	0.13114607013737792	0.13417726539958727	0.13356082147483608	0.13367229753571336	0.21357798163441413	0.21469832981895584	0.21398434506441072	0.21771100698124934
rotifer_0.0_1x_1	0.049729745099444625	0.050649169676295146	0.05030326420020866	0.05006596969256852	0.0	0.0	0.0	0.0	0.14754212519436927	0.14909790520961275	0.14884185138424855	0.14808552002773145	0.09902802748881974	0.10106842763558414	0.1004968097341067	0.10063653846784591	0.19330372866086232	0.19621242012191079	0.19907531693820887	0.19492327001348148
rotifer_0.0_2x_1	0.04925256142649328	0.05019024907603004	0.04989229825149622	0.04980023532057909	0.0	0.0	0.0	0.0	0.14747030798366093	0.148025482317433	0.14875792499954818	0.14766157994857257	0.09851308343229356	0.10030238308830927	0.10007706603894095	0.09968826166008339	0.20136901823398293	0.20514775615259656	0.2032949084564011	0.1997954544754709
rotifer_0.0_4x_1	0.049497093808979944	0.0504657085903372	0.05001664544521219	0.04974814338714933	0.0	0.0	0.0	0.0	0.14693915031511923	0.1479935636051406	0.14706151448340593	0.14764160640250643	0.0981625550721807	0.10015823408841325	0.09953956660482277	0.09905352500156026	0.19582541098129308	0.19631734981467394	0.1981570185522619	0.19714628520662683
rotifer_0.0_8x_1	0.04944990541874917	0.050405311197783395	0.04988144592558373	0.04958029459187979	0.0	0.0	0.0	0.0	0.14879730260913349	0.14698179161327474	0.14842007638524157	0.14770602410897507	0.09815517065174675	0.10058123446737323	0.0993988802907891	0.0993108287292219	0.19129834461592465	0.19526387497728503	0.19704960613524095	0.1964771969878743
rotifer_0.15_1x_1	0.1797713677733661	0.17957508619254864	0.17996419465281818	0.1792147048745688	0.14757483191417273	0.14896316866600842	0.1488515198714883	0.15004010677228746	0.0	0.0	0.0	0.0	0.20747113626176533	0.2106322086258716	0.21965511487138337	0.21837985865461226	0.2632028791381991	0.2674149426139355	0.2836389341971848	0.2807361554809427
rotifer_0.15_2x_1	0.1784787901935299	0.17913815190483326	0.1789789592872941	0.17765175905067682	0.14720837381072	0.14759511414643006	0.14798319225330783	0.14632250807708458	0.0	0.0	0.0	0.0	0.20751286776550545	0.21319745731966805	0.21056004944946663	0.21022309985344503	0.2655497112408875	0.2708672112941679	0.27157179820651706	0.2691996781585366
