sample	moss_0.001_1x_1	moss_0.001_2x_1	moss_0.001_4x_1	moss_0.001_8x_1	moss_0.002_1x_1	moss_0.002_2x_1	moss_0.002_4x_1	moss_0.002_8x_1	moss_0.004_1x_1	moss_0.004_2x_1	moss_0.004_4x_1	moss_0.004_8x_1	moss_0.006_1x_1	moss_0.006_2x_1	moss_0.006_4x_1	moss_0.006_8x_1	moss_0.008_1x_1	moss_0.008_2x_1	moss_0.008_4x_1	moss_0.008_8x_1	moss_0.01_1x_1	moss_0.01_2x_1	moss_0.01_4x_1	moss_0.01_8x_1	moss_0.02_1x_1	moss_0.02_2x_1	moss_0.02_4x_1	moss_0.02_8x_1	moss_0.0_1x_1	moss_0.0_2x_1	moss_0.0_4x_1	moss_0.0_8x_1	
moss_0.001_1x_1	0.0	0.0197439	0.0209301	0.0133283	0.0254916	0.022804	0.024055	0.0165475	0.0274643	0.0248887	0.0260613	0.0186209	0.0294877	0.0270678	0.0282981	0.0208495	0.0310225	0.028678	0.0299978	0.0227973	0.0331966	0.0306318	0.031991	0.0249615	0.0421401	0.0401062	0.041528	0.0346192	0.0235194	0.0208079	0.0220888	0.0143632	
moss_0.001_2x_1	0.0197439	0.0	0.0147686	0.00828691	0.0228062	0.0182008	0.017994	0.0116018	0.0246232	0.020173	0.0200345	0.0136731	0.0265934	0.0222376	0.0221003	0.0157853	0.0283575	0.0240241	0.0239421	0.0177437	0.0303944	0.0259315	0.0260709	0.0199052	0.0390753	0.0353158	0.035372	0.029426	0.0208669	0.016247	0.0160984	0.00947218	
moss_0.001_4x_1	0.0209301	0.0147686	0.0	0.00795237	0.0239547	0.0179013	0.0167614	0.0112577	0.0256546	0.0198314	0.0187014	0.0132164	0.0276296	0.021954	0.020816	0.01532	0.0291113	0.0235896	0.0225407	0.0171678	0.0311155	0.025406	0.0245809	0.0192328	0.0400228	0.0348107	0.0338591	0.0286959	0.0219996	0.0159516	0.014859	0.00918628	
moss_0.001_8x_1	0.0133283	0.00828691	0.00795237	0.0	0.0165798	0.0115795	0.011323	0.00474266	0.0184005	0.0137092	0.0134881	0.00693041	0.0204493	0.0158716	0.0156311	0.0090911	0.0221677	0.0176534	0.0174969	0.0111493	0.0242202	0.019569	0.0195766	0.0132882	0.0335786	0.0294455	0.0293114	0.0233232	0.0144261	0.00952299	0.00927335	0.00249224	
moss_0.002_1x_1	0.0254916	0.0228062	0.0239547	0.0165798	0.0	0.0198384	0.0209066	0.0134098	0.0285113	0.0258864	0.0271064	0.0197711	0.0303537	0.0280062	0.0290709	0.0218061	0.0321997	0.0296146	0.0308893	0.0237963	0.0340923	0.0314969	0.0328726	0.0257671	0.0427057	0.0407738	0.0419786	0.0353867	0.0246322	0.021852	0.0230063	0.0154292	
moss_0.002_2x_1	0.022804	0.0182008	0.0179013	0.0115795	0.0198384	0.0	0.0146485	0.00819029	0.0255154	0.0211081	0.0209308	0.0146173	0.0275599	0.0232183	0.0230063	0.0167556	0.0292432	0.024897	0.0248319	0.0187241	0.0309839	0.0267563	0.0268351	0.0206852	0.0400669	0.0361433	0.0360051	0.0303055	0.0217469	0.0171738	0.0169672	0.0104577	
moss_0.002_4x_1	0.024055	0.017994	0.0167614	0.011323	0.0209066	0.0146485	0.0	0.00787963	0.0266626	0.0208756	0.0196865	0.0142968	0.0287197	0.0230243	0.0217631	0.016432	0.0302351	0.0245193	0.0234326	0.0181642	0.0320696	0.0264709	0.0254712	0.0202723	0.0410414	0.0356579	0.0346725	0.0295898	0.0230266	0.0170258	0.0158538	0.0102931	
moss_0.002_8x_1	0.0165475	0.0116018	0.0112577	0.00474266	0.0134098	0.00819029	0.00787963	0.0	0.0194324	0.0147163	0.0144458	0.0079769	0.021565	0.0168926	0.0165952	0.0101343	0.0232198	0.0186186	0.0184187	0.0121903	0.0251419	0.020527	0.0205105	0.0142487	0.0344951	0.0303194	0.0301543	0.0242154	0.0155356	0.0105903	0.0102993	0.00359858	
moss_0.004_1x_1	0.0274643	0.0246232	0.0256546	0.0184005	0.0285113	0.0255154	0.0266626	0.0194324	0.0	0.0198886	0.0208636	0.0133979	0.0320743	0.0295753	0.0306491	0.0235842	0.0338253	0.0314631	0.0325212	0.0255981	0.0355158	0.0331334	0.0344384	0.0274568	0.0444259	0.0424411	0.0435793	0.0369325	0.0263686	0.0237339	0.0247032	0.0173092	
moss_0.004_2x_1	0.0248887	0.020173	0.0198314	0.0137092	0.0258864	0.0211081	0.0208756	0.0147163	0.0198886	0.0	0.0145522	0.00817161	0.0294271	0.0250528	0.0248327	0.0187522	0.0311354	0.0268379	0.026571	0.0206487	0.0330195	0.0286157	0.0286167	0.022617	0.0418885	0.0378772	0.037773	0.0321079	0.0239099	0.0192598	0.01898	0.0126425	
