sample	oyster_0.001_1x_1	oyster_0.001_2x_1	oyster_0.001_4x_1	oyster_0.001_8x_1	oyster_0.002_1x_1	oyster_0.002_2x_1	oyster_0.002_4x_1	oyster_0.002_8x_1	oyster_0.004_1x_1	oyster_0.004_2x_1	oyster_0.004_4x_1	oyster_0.004_8x_1	oyster_0.006_1x_1	oyster_0.006_2x_1	oyster_0.006_4x_1	oyster_0.006_8x_1	oyster_0.008_1x_1	oyster_0.008_2x_1	oyster_0.008_4x_1	oyster_0.008_8x_1	oyster_0.01_1x_1	oyster_0.01_2x_1	oyster_0.01_4x_1	oyster_0.01_8x_1	oyster_0.02_1x_1	oyster_0.02_2x_1	oyster_0.02_4x_1	oyster_0.02_8x_1	oyster_0.0_1x_1	oyster_0.0_2x_1	oyster_0.0_4x_1	oyster_0.0_8x_1	
oyster_0.001_1x_1	0.0	0.00734342	0.0137043	0.0126798	0.0258206	0.0225341	0.0231403	0.0162257	0.027622	0.0244167	0.0251194	0.0183935	0.0297204	0.0265432	0.0271773	0.0204047	0.0313945	0.0283273	0.0291457	0.0223504	0.0335291	0.0304718	0.0312211	0.0245549	0.0427733	0.0397937	0.0405109	0.0339232	0.0237316	0.0205626	0.0212083	0.0142118	
oyster_0.001_2x_1	0.00734342	0.0	0.00536003	0.00716966	0.0226686	0.0173839	0.01687	0.0108321	0.0243612	0.0193475	0.018817	0.0129352	0.0264575	0.0213324	0.0208428	0.0149392	0.0282136	0.0231993	0.0227284	0.0168883	0.0301437	0.0252794	0.0248755	0.0189721	0.0396406	0.0349524	0.0345067	0.0286642	0.0205092	0.0154659	0.0148969	0.00883562	
oyster_0.001_4x_1	0.0137043	0.00536003	0.0	0.00654109	0.0232676	0.0168199	0.0154545	0.0101581	0.0250636	0.0188344	0.017469	0.0121899	0.0270733	0.0208233	0.0194486	0.0141782	0.0288651	0.0227277	0.0213634	0.016192	0.0307525	0.0246811	0.0234241	0.0182322	0.0402294	0.0343062	0.0329519	0.0279391	0.0211312	0.0148906	0.013485	0.00817286	
oyster_0.001_8x_1	0.0126798	0.00716966	0.00654109	0.0	0.0163591	0.0108605	0.0101617	0.00408977	0.0181329	0.0128803	0.0122396	0.00623521	0.0202411	0.0148902	0.0142778	0.00828534	0.0220231	0.016814	0.0162626	0.0103065	0.0240573	0.0189092	0.0183589	0.0124267	0.0337203	0.0288661	0.0282854	0.0223845	0.0141515	0.00883986	0.00810858	0.00198004	
oyster_0.002_1x_1	0.0258206	0.0226686	0.0232676	0.0163591	0.0	0.00740694	0.0137343	0.012846	0.0290024	0.0256024	0.0262562	0.0194803	0.0309036	0.0275665	0.0281719	0.0214664	0.0323481	0.0292941	0.0301511	0.0233148	0.0343985	0.0312925	0.0321032	0.0253578	0.0438373	0.0406563	0.0413757	0.0348539	0.0247859	0.0215559	0.0222001	0.0152841	
oyster_0.002_2x_1	0.0225341	0.0173839	0.0168199	0.0108605	0.00740694	0.0	0.00532033	0.00718473	0.0254161	0.0203172	0.0198009	0.0138832	0.0274111	0.0222982	0.0217132	0.0158848	0.029162	0.0241621	0.0237051	0.0178095	0.0311443	0.026221	0.0257129	0.019902	0.0404543	0.0357912	0.0353064	0.0295567	0.0214608	0.0163597	0.015803	0.00981486	
oyster_0.002_4x_1	0.0231403	0.01687	0.0154545	0.0101617	0.0137343	0.00532033	0.0	0.00647126	0.0260508	0.0197914	0.0183988	0.0131887	0.0279976	0.0216873	0.0203178	0.0151349	0.0298875	0.0236616	0.0223142	0.0171354	0.0316998	0.02564	0.0242554	0.0191261	0.041178	0.0351718	0.0337852	0.0288341	0.0221017	0.015865	0.0144383	0.0091526	
oyster_0.002_8x_1	0.0162257	0.0108321	0.0101581	0.00408977	0.012846	0.00718473	0.00647126	0.0	0.0191849	0.0138606	0.0132434	0.00724549	0.0212521	0.0158584	0.0152316	0.00926831	0.0230055	0.0178164	0.0172199	0.0113111	0.025012	0.0198498	0.0193209	0.0133878	0.0346153	0.0297663	0.029231	0.0233774	0.015188	0.00984171	0.00912531	0.00301309	
oyster_0.004_1x_1	0.027622	0.0243612	0.0250636	0.0181329	0.0290024	0.0254161	0.0260508	0.0191849	0.0	0.00744146	0.01378	0.0127956	0.0323071	0.0292707	0.0299442	0.0231955	0.034208	0.0311754	0.0318289	0.0251779	0.0361017	0.0330546	0.0338892	0.027267	0.0452578	0.0423278	0.0430267	0.0365275	0.0265862	0.0233698	0.0241017	0.0171371	
oyster_0.004_2x_1	0.0244167	0.0193475	0.0188344	0.0128803	0.0256024	0.0203172	0.0197914	0.0138606	0.00744146	0.0	0.00534054	0.00717372	0.0292523	0.0241772	0.0236927	0.0178283	0.0311266	0.0261919	0.0257121	0.0198816	0.0330086	0.0280716	0.0277525	0.0219704	0.0421276	0.0374806	0.0371224	0.0313945	0.0234448	0.0183882	0.0178551	0.0118801	
oyster_0.004_4x_1	0.0251194	0.018817	0.017469	0.0122396	0.0262562	0.0198009	0.0183988	0.0132434	0.01378	0.00534054	0.0	0.00638318	0.0298812	0.0237176	0.0222953	0.0171382	0.031734	0.0255291	0.0241764	0.0190998	0.0337815	0.0276635	0.0262774	0.0211974	0.0429511	0.0370071	0.0357054	0.0307405	0.0240938	0.0178813	0.0164509	0.0112099	
oyster_0.004_8x_1	0.0183935	0.0129352	0.0121899	0.00623521	0.0194803	0.0138832	0.0131887	0.00724549	0.0127956	0.00717372	0.00638318	0.0	0.023273	0.0179424	0.017215	0.0113422	0.0249772	0.0197895	0.0191567	0.0133283	0.0271211	0.0218704	0.0212754	0.0154485	0.0364417	0.0315647	0.0310722	0.025292	0.0172524	0.0119296	0.0111664	0.00515851	
oyster_0.006_1x_1	0.0297204	0.0264575	0.0270733	0.0202411	0.0309036	0.0274111	0.0279976	0.0212521	0.0323071	0.0292523	0.0298812	0.023273	0.0	0.0074326	0.0137486	0.0129029	0.0365233	0.0332064	0.0337066	0.0272207	0.0380915	0.0349405	0.0355726	0.0290709	0.0470822	0.0439501	0.044774	0.0383154	0.0287753	0.0254339	0.0260578	0.0192611	
oyster_0.006_2x_1	0.0265432	0.0213324	0.0208233	0.0148902	0.0275665	0.0222982	0.0216873	0.0158584	0.0292707	0.0241772	0.0237176	0.0179424	0.0074326	0.0	0.00535699	0.007152	0.0330703	0.0280783	0.0275421	0.0217821	0.0349853	0.0299778	0.0294784	0.0238033	0.0437478	0.0391602	0.0388255	0.0331467	0.0254678	0.0203982	0.0198066	0.0139094	
oyster_0.006_4x_1	0.0271773	0.0208428	0.0194486	0.0142778	0.0281719	0.0217132	0.0203178	0.0152316	0.0299442	0.0236927	0.0222953	0.017215	0.0137486	0.00535699	0.0	0.00627829	0.0337128	0.0275196	0.0261831	0.0210809	0.0356131	0.0294486	0.0280494	0.0230544	0.0446082	0.0386429	0.0372688	0.0324092	0.0261068	0.0199033	0.0184317	0.0132721	
oyster_0.006_8x_1	0.0204047	0.0149392	0.0141782	0.00828534	0.0214664	0.0158848	0.0151349	0.00926831	0.0231955	0.0178283	0.0171382	0.0113422	0.0129029	0.007152	0.00627829	0.0	0.0271322	0.0217941	0.021068	0.0153185	0.0290669	0.0238041	0.023086	0.0173767	0.0382274	0.0332821	0.0327469	0.0270724	0.0192826	0.0139216	0.0131558	0.00723209	
oyster_0.008_1x_1	0.0313945	0.0282136	0.0288651	0.0220231	0.0323481	0.029162	0.0298875	0.0230055	0.034208	0.0311266	0.031734	0.0249772	0.0365233	0.0330703	0.0337128	0.0271322	0.0	0.00736456	0.0137352	0.0128057	0.0396953	0.0367	0.037463	0.0309707	0.0489745	0.0459578	0.0467161	0.0402409	0.0305863	0.0273394	0.0278876	0.0210429	
oyster_0.008_2x_1	0.0283273	0.0231993	0.0227277	0.016814	0.0292941	0.0241621	0.0236616	0.0178164	0.0311754	0.0261919	0.0255291	0.0197895	0.0332064	0.0280783	0.0275196	0.0217941	0.00736456	0.0	0.0053542	0.00709425	0.0365204	0.0317786	0.0312824	0.0256692	0.0455767	0.0410278	0.0406529	0.0350011	0.0273143	0.0223286	0.0217343	0.0158533	
