sample	rotifer_0.05_1x_1	rotifer_0.05_2x_1	rotifer_0.05_4x_1	rotifer_0.05_8x_1	rotifer_0.0_1x_1	rotifer_0.0_2x_1	rotifer_0.0_4x_1	rotifer_0.0_8x_1	rotifer_0.15_1x_1	rotifer_0.15_2x_1	rotifer_0.15_4x_1	rotifer_0.15_8x_1	rotifer_0.1_1x_1	rotifer_0.1_2x_1	rotifer_0.1_4x_1	rotifer_0.1_8x_1	rotifer_0.2_1x_1	rotifer_0.2_2x_1	rotifer_0.2_4x_1	rotifer_0.2_8x_1
rotifer_0.05_1x_1	0.0	0	0	8.516224051668964e-05	0.047708550274696004	0.04822950474246124	0.04796480571925066	0.04900399016220813	0.18419559564873145	0.18142271811143973	0.18126382335842173	0.1831200908892504	0.13150654990575072	0.13253544587011246	0.1312609790145779	0.13205400501068332	0.2376911329362894	0.23316353896769415	0.22220573990449544	0.2270184948112679
rotifer_0.05_2x_1	0	0.0	0	5.0020254968141664e-05	0.04845599181312499	0.048773415157851496	0.048788004735767054	0.04963509496843699	0.17990418229473482	0.18082899227250226	0.17936137974351274	0.18070603772395477	0.13236797262694056	0.13211632551784447	0.1321936656202145	0.13275831535678628	0.23306777692360647	0.22682457506283937	0.22377178496061412	0.2243742369642583
rotifer_0.05_4x_1	0	0	0.0	0	0.04843629262514426	0.04871279042687959	0.04880915729995994	0.04955327809813115	0.18018409539569336	0.18043031117986041	0.17974767031524963	0.18136679397458344	0.13301270444061364	0.1318362520253129	0.13158797228863728	0.13163733262906618	0.2333305877960895	0.23289509850957557	0.22747034708204994	0.22916905319754688
rotifer_0.05_8x_1	8.516224051668964e-05	5.0020254968141664e-05	0	0.0	0.04895194797423308	0.04930122152228167	0.04901348642394843	0.05002608526690022	0.18141428684490157	0.18239099106902157	0.181740638125781	0.1830436076924128	0.13373660937853293	0.13349768877219947	0.1326031379447805	0.1335842574428181	0.2293341792183159	0.22797527251576066	0.22565330852002552	0.22660317679238795
rotifer_0.0_1x_1	0.047708550274696004	0.04845599181312499	0.04843629262514426	0.04895194797423308	0.0	0	0	2.7678092309857405e-05	0.14544844673738744	0.14428614990284683	0.14345819876483223	0.14452637385408085	0.0959953232677142	0.09642088675175997	0.09680452542196716	0.09752943658116375	0.1909460991636548	0.1933040917382305	0.19138866501057272	0.191912448371654
rotifer_0.0_2x_1	0.04822950474246124	0.048773415157851496	0.04871279042687959	0.04930122152228167	0	0.0	0	0	0.1459091629656295	0.14571647268984556	0.1454018495216628	0.14547520316061657	0.09775546863737061	0.09695754057799266	0.09672435933124524	0.09719880414419435	0.18998928139229143	0.19138014155284144	0.1897286701539288	0.1871281699640791
rotifer_0.0_4x_1	0.04796480571925066	0.048788004735767054	0.04880915729995994	0.04901348642394843	0	0	0.0	0	0.14541366798299682	0.1456044015428214	0.1447354382955658	0.1451922140475943	0.0979112827952574	0.09674693054888561	0.09721020361216137	0.09733741150437247	0.186680771883874	0.19343407992665618	0.18969694260833359	0.19115326009918576
rotifer_0.0_8x_1	0.04900399016220813	0.04963509496843699	0.04955327809813115	0.05002608526690022	2.7678092309857405e-05	0	0	0.0	0.14709383127900566	0.1463485562507436	0.14660793977311914	0.146056556332134	0.0982807217722762	0.09795293894154378	0.0978282439645054	0.09815873548425269	0.1899399013013897	0.1921896529344601	0.19067107978512754	0.19012169447803007
rotifer_0.15_1x_1	0.18419559564873145	0.17990418229473482	0.18018409539569336	0.18141428684490157	0.14544844673738744	0.1459091629656295	0.14541366798299682	0.14709383127900566	0.0	0	0	2.0525620181399695e-05	0.22042918062754702	0.21966958255131375	0.22215707054548306	0.22279802547176963	0.2762077406472139	0.2634892808864947	0.2637806412399508	0.26833311140307514
rotifer_0.15_2x_1	0.18142271811143973	0.18082899227250226	0.18043031117986041	0.18239099106902157	0.14428614990284683	0.14571647268984556	0.1456044015428214	0.1463485562507436	0	0.0	0	6.462645991500704e-05	0.2140219244373044	0.21907112128621653	0.21292538599292432	0.21845719478647463	0.27974121164033805	0.2843904086319028	0.2854277533641132	0.2892685893635457
rotifer_0.15_4x_1	0.18126382335842173	0.17936137974351274	0.17974767031524963	0.181740638125781	0.14345819876483223	0.1454018495216628	0.1447354382955658	0.14660793977311914	0	0	0.0	4.4370675956306727e-05	0.21116898692654873	0.21170427464254338	0.20900815052865507	0.21279643179058783	0.2800398188396841	0.26927901451075253	0.28702137755290136	0.27438547946197644
rotifer_0.15_8x_1	0.1831200908892504	0.18070603772395477	0.18136679397458344	0.1830436076924128	0.14452637385408085	0.14547520316061657	0.1451922140475943	0.146056556332134	2.0525620181399695e-05	6.462645991500704e-05	4.4370675956306727e-05	0.0	0.2145945240022874	0.21717039642570957	0.21489921335069928	0.21691989967401426	0.2844860044921842	0.27320342551380294	0.2743812149833602	0.2781857510276403
rotifer_0.1_1x_1	0.13150654990575072	0.13236797262694056	0.13301270444061364	0.13373660937853293	0.0959953232677142	0.09775546863737061	0.0979112827952574	0.0982807217722762	0.22042918062754702	0.2140219244373044	0.21116898692654873	0.2145945240022874	0.0	0	0	6.652137609564068e-05	0.22931536597857394	0.23311266612429782	0.23721805092090276	0.23195544391275347
rotifer_0.1_2x_1	0.13253544587011246	0.13211632551784447	0.1318362520253129	0.13349768877219947	0.09642088675175997	0.09695754057799266	0.09674693054888561	0.09795293894154378	0.21966958255131375	0.21907112128621653	0.21170427464254338	0.21717039642570957	0	0.0	0	8.807175498704023e-05	0.24136690315078735	0.2585819004391945	0.25965669464343155	0.26363600737832393
rotifer_0.1_4x_1	0.1312609790145779	0.1321936656202145	0.13158797228863728	0.1326031379447805	0.09680452542196716	0.09672435933124524	0.09721020361216137	0.0978282439645054	0.22215707054548306	0.21292538599292432	0.20900815052865507	0.21489921335069928	0	0	0.0	3.05533513595968e-05	0.23718744251551682	0.2596481170637267	0.24902024265310152	0.24819975572948072
