sample	SRR10727867	SRR10727874	SRR10727875	SRR7296837	SRR7296908	SRR7296922	SRR7296925	SRR7296926	SRR7296936	SRR7296939	SRR7296941	SRR7297019	SRR7297028	SRR7297029	SRR7297030	SRR7297031	SRR7297032	SRR7297033	SRR7297034	SRR7297035	SRR7297062	SRR7297120	SRR7297148	SRR7297180	SRR7297282	SRR7297335	SRR7297404	SRR7297609	SRR7297615	SRR7297630	SRR7297632	SRR7297637	SRR7297639	SRR7297640	SRR7297642	SRR7297643	SRR8201154	SRR8809771	SRR8810286	SRR9647357	SRR9647438	SRR9647439	SRR9647576
SRR10727867	0.0	0.0234679	0.0215455	0.0206029	0.0205937	0.023098	0.0196909	0.0219498	0.0187504	0.019964	0.0209409	0.019199	0.0193995	0.0200319	0.0200383	0.021574	0.0194754	0.0213662	0.0190833	0.0198295	0.0210823	0.0209079	0.0211278	0.0212049	0.0207045	0.0255086	0.019806	0.0191444	0.019524	0.0205033	0.0196494	0.0209524	0.0212679	0.0212823	0.0210701	0.0203368	0.0213682	0.0192211	0.0153678	0.0190608	0.0178152	0.0165517	0.0212905
SRR10727874	0.0234679	0.0	0.0146215	0.0163555	0.0168065	0.0208756	0.0199563	0.0151032	0.0188014	0.0155646	0.0198003	0.0164736	0.0201078	0.0207298	0.0206454	0.0209908	0.0201536	0.0169613	0.0199608	0.0198473	0.0202658	0.0181087	0.0167416	0.0189509	0.0181364	0.0249631	0.0192604	0.0185456	0.0182805	0.0194741	0.0188856	0.0199601	0.0218859	0.0204172	0.020521	0.0197965	0.0202625	0.0263659	0.0224129	0.0131563	0.0250062	0.0231796	0.0145358
SRR10727875	0.0215455	0.0146215	0.0	0.014622	0.0150261	0.0191861	0.0180562	0.0133764	0.0169196	0.0138931	0.0178539	0.0147334	0.0183284	0.0188507	0.0187528	0.0190968	0.0183004	0.0152988	0.0180044	0.0179035	0.018387	0.0164346	0.0150227	0.0170885	0.0163764	0.0231003	0.0172546	0.0165983	0.0163696	0.0176028	0.0169878	0.0180274	0.0199793	0.0184546	0.0185302	0.0178283	0.018377	0.0244829	0.020523	0.0112424	0.0232388	0.0214048	0.01281
SRR7296837	0.0206029	0.0163555	0.014622	0.0	0.0123316	0.0173341	0.0173407	0.0144635	0.0163335	0.0118997	0.0178192	0.0129728	0.0167839	0.0177352	0.0176095	0.0177874	0.0170133	0.0128765	0.0168985	0.0174813	0.0176731	0.0145428	0.0130096	0.015322	0.0142381	0.0212658	0.0163581	0.0154252	0.0165042	0.0171486	0.0165687	0.0181329	0.0192444	0.0185705	0.017302	0.0166674	0.0170683	0.0231327	0.0193989	0.0132825	0.0222058	0.0202456	0.0140512
SRR7296908	0.0205937	0.0168065	0.0150261	0.0123316	0.0	0.0172491	0.016842	0.0149156	0.0160655	0.0123843	0.0179356	0.0129894	0.0166605	0.0175674	0.0175646	0.0178665	0.0168931	0.0134405	0.0168296	0.0173917	0.0173568	0.0146097	0.0125957	0.0147334	0.0142478	0.0213097	0.0157525	0.0154242	0.0163885	0.0165692	0.0165681	0.0180366	0.0191145	0.0185373	0.0173291	0.0166712	0.0165052	0.0231622	0.0193592	0.0135499	0.0221634	0.0205672	0.0142603
SRR7296922	0.023098	0.0208756	0.0191861	0.0173341	0.0172491	0.0	0.0182922	0.0193067	0.0184146	0.016334	0.019672	0.0147348	0.0188044	0.0194455	0.0194872	0.0188615	0.0187582	0.0177239	0.0186745	0.019062	0.02023	0.0163236	0.017297	0.0176692	0.0164673	0.0232638	0.0192974	0.0166233	0.0175125	0.0195221	0.0177188	0.0190073	0.0211537	0.0192487	0.0184317	0.0178067	0.0198861	0.0261182	0.022081	0.0164926	0.0245614	0.023004	0.0188591
SRR7296925	0.0196909	0.0199563	0.0180562	0.0173407	0.016842	0.0182922	0.0	0.0182858	0.0159716	0.0167663	0.0173518	0.0156462	0.0163623	0.0169802	0.017016	0.0161242	0.0164231	0.0180983	0.0161309	0.0162267	0.0140613	0.0171721	0.017046	0.0162397	0.0172045	0.0204179	0.0125928	0.0138052	0.0124739	0.0130413	0.0136815	0.0139379	0.018532	0.0143679	0.0156618	0.0149807	0.0163523	0.0228003	0.0188026	0.0158385	0.0214518	0.0197838	0.0176669
SRR7296926	0.0219498	0.0151032	0.0133764	0.0144635	0.0149156	0.0193067	0.0182858	0.0	0.0172551	0.0129758	0.0182572	0.0149358	0.0186501	0.0192272	0.0190127	0.0190346	0.0185972	0.0149821	0.0183466	0.0184129	0.0185503	0.0166531	0.0152507	0.0161278	0.0166196	0.0222953	0.0174111	0.0169309	0.0167154	0.0178328	0.0172838	0.0183536	0.0187726	0.018754	0.018733	0.0180688	0.0170677	0.024911	0.0208857	0.00993239	0.0235641	0.0217083	0.0127669
SRR7296936	0.0187504	0.0188014	0.0169196	0.0163335	0.0160655	0.0184146	0.0159716	0.0172551	0.0	0.015288	0.0161072	0.0143581	0.013641	0.0139148	0.0141483	0.0172204	0.0136615	0.0168011	0.0132438	0.0127092	0.0169434	0.0160552	0.0162075	0.0163738	0.0160907	0.0215852	0.0159644	0.0148441	0.0152154	0.0163111	0.0156663	0.0167722	0.0142839	0.0170568	0.0166366	0.015921	0.0179276	0.0219868	0.0179075	0.0143707	0.0204467	0.0188026	0.0166573
SRR7296939	0.019964	0.0155646	0.0138931	0.0118997	0.0123843	0.016334	0.0167663	0.0129758	0.015288	0.0	0.0166648	0.0119252	0.0160505	0.0164504	0.0164115	0.0165089	0.0157212	0.0120962	0.0156698	0.0163581	0.0171322	0.0136356	0.0122649	0.0132316	0.0138471	0.0200139	0.0162642	0.014197	0.0152286	0.0164446	0.0155276	0.0168759	0.0165708	0.0173031	0.0159833	0.0152316	0.0151587	0.0232236	0.0191683	0.0104825	0.0217617	0.0197534	0.0137173
SRR7296941	0.0209409	0.0198003	0.0178539	0.0178192	0.0179356	0.019672	0.0173518	0.0182572	0.0161072	0.0166648	0.0	0.0156718	0.0172084	0.0175534	0.0174668	0.0173734	0.0168377	0.0180977	0.0166291	0.0169142	0.0184387	0.0174456	0.0181793	0.0172645	0.0175983	0.0222152	0.0174936	0.0149951	0.0154997	0.0178175	0.0163058	0.0170596	0.0185497	0.0174395	0.0167673	0.0160531	0.0190444	0.0243982	0.0202515	0.0151617	0.0227721	0.0209517	0.0175724
SRR7297019	0.019199	0.0164736	0.0147334	0.0129728	0.0129894	0.0147348	0.0156462	0.0149358	0.0143581	0.0119252	0.0156718	0.0	0.0150964	0.0156638	0.0157641	0.0158609	0.014944	0.0133423	0.014858	0.0156547	0.0163691	0.0119761	0.0129131	0.0142026	0.012161	0.0204829	0.0155162	0.0135965	0.0147206	0.0159741	0.0149532	0.0162298	0.0170912	0.016618	0.0154401	0.014732	0.0160557	0.0224756	0.0183378	0.0119942	0.0209045	0.0192377	0.0142556
SRR7297028	0.0193995	0.0201078	0.0183284	0.0167839	0.0166605	0.0188044	0.0163623	0.0186501	0.013641	0.0160505	0.0172084	0.0150964	0.0	0.0135544	0.013763	0.0178482	0.0128354	0.0173706	0.0128176	0.0153471	0.0174045	0.0168108	0.016755	0.0169938	0.0166845	0.0218987	0.0162366	0.0154074	0.0159394	0.0168183	0.0158314	0.0174874	0.0161304	0.0177551	0.0173628	0.0165559	0.017822	0.0223315	0.0183466	0.0159951	0.0209355	0.0194113	0.0179734
