sample	SRR10727867	SRR10727874	SRR10727875	SRR7296837	SRR7296908	SRR7296922	SRR7296925	SRR7296926	SRR7296936	SRR7296939	SRR7296941	SRR7297019	SRR7297028	SRR7297029	SRR7297030	SRR7297031	SRR7297032	SRR7297033	SRR7297034	SRR7297035	SRR7297062	SRR7297120	SRR7297148	SRR7297180	SRR7297282	SRR7297335	SRR7297404	SRR7297609	SRR7297615	SRR7297630	SRR7297632	SRR7297637	SRR7297639	SRR7297640	SRR7297642	SRR7297643	SRR8201154	SRR8809771	SRR8810286	SRR9647357	SRR9647438	SRR9647439	SRR9647576
SRR10727867	0.0	0.0233209	0.0216943	0.016618	0.0165888	0.0221175	0.0195184	0.0217174	0.0185865	0.0195603	0.0207171	0.0188206	0.0193135	0.0193481	0.0192284	0.0210314	0.0186757	0.0208454	0.018742	0.0193024	0.0211081	0.0204421	0.0210653	0.0210816	0.0157217	0.0175472	0.0165649	0.0188923	0.019134	0.0198041	0.0192235	0.0204612	0.02041	0.0207391	0.0204743	0.0196431	0.0207618	0.0104472	0.0104395	0.0175165	0.0175814	0.0166669	0.0192131
SRR10727874	0.0233209	0.0	0.0150692	0.0122993	0.0127926	0.0202567	0.0198435	0.0152821	0.0187648	0.0154347	0.019586	0.016322	0.0202417	0.0203361	0.0201465	0.0205105	0.019466	0.0166201	0.0196953	0.0194641	0.0205125	0.0181237	0.0170536	0.0188995	0.0131299	0.016716	0.0159067	0.0182776	0.0180792	0.0189885	0.0184564	0.0194978	0.0210416	0.0197673	0.0198689	0.0189503	0.0197952	0.0173329	0.0173861	0.01168	0.0247842	0.0234548	0.0125145
SRR10727875	0.0216943	0.0150692	0.0	0.0106893	0.0111299	0.0187253	0.0180971	0.0137567	0.0171278	0.0138791	0.0179013	0.0147415	0.01859	0.0187008	0.0184877	0.018781	0.0178454	0.0151105	0.0180348	0.0177897	0.0188392	0.0165364	0.0155022	0.0172959	0.0114839	0.0149811	0.0141281	0.0165676	0.0164063	0.0173036	0.0168183	0.017887	0.019345	0.0181416	0.0182287	0.0173153	0.0180884	0.0155926	0.0155971	0.00988365	0.0231418	0.0218484	0.0107953
SRR7296837	0.016618	0.0122993	0.0106893	0.0	0.00274285	0.0122074	0.0128718	0.0101037	0.0115373	0.00677751	0.0125728	0.00786622	0.012544	0.0125382	0.012003	0.0124309	0.0113816	0.00750691	0.0118307	0.0121569	0.0135814	0.00980998	0.00867002	0.0107556	0.00389683	0.00775126	0.00741254	0.0101806	0.0111652	0.0118093	0.0113982	0.012799	0.0135654	0.0129344	0.0118482	0.0108064	0.0122375	0.00901567	0.00897152	0.00565969	0.0182829	0.0168183	0.00578908
SRR7296908	0.0165888	0.0127926	0.0111299	0.00274285	0.0	0.0121476	0.0124305	0.0105833	0.0113967	0.00722976	0.0127677	0.00794746	0.012495	0.0123839	0.0120344	0.0124718	0.0113299	0.00807732	0.0116985	0.0120848	0.0132642	0.0098288	0.00828408	0.0101332	0.00389751	0.00779998	0.00692016	0.0102081	0.0111169	0.0113449	0.0113184	0.0127294	0.0134638	0.0128701	0.0118244	0.0108508	0.0117336	0.0090378	0.00903086	0.00604237	0.0182601	0.0171365	0.00600456
SRR7296922	0.0221175	0.0202567	0.0187253	0.0122074	0.0121476	0.0	0.017614	0.0186572	0.0177183	0.0153728	0.018748	0.0137931	0.0181567	0.0183056	0.0183179	0.0178323	0.0174451	0.0166291	0.0177658	0.0179476	0.0195897	0.0154089	0.0166254	0.0170144	0.0105665	0.0139811	0.0150561	0.015697	0.0166813	0.0182473	0.0166648	0.0179138	0.0195634	0.0181706	0.017265	0.0164373	0.0187564	0.0159496	0.015988	0.0142616	0.0235317	0.0224916	0.0155961
SRR7296925	0.0195184	0.0198435	0.0180971	0.0128718	0.0124305	0.017614	0.0	0.018055	0.0157464	0.0162772	0.0168964	0.0151539	0.0162086	0.0163942	0.0162662	0.0155421	0.0155761	0.0174718	0.0156718	0.0156417	0.014023	0.016843	0.0170656	0.0161263	0.0118263	0.0117087	0.00895869	0.0133782	0.0120792	0.0124313	0.0130873	0.0135805	0.0175293	0.0137343	0.0149753	0.0141327	0.015834	0.0132481	0.0132951	0.0139961	0.0210334	0.0199627	0.0151524
SRR7296926	0.0217174	0.0152821	0.0137567	0.0101037	0.0105833	0.0186572	0.018055	0.0	0.0172204	0.0128155	0.0180746	0.0146296	0.0187002	0.018763	0.0184965	0.0185474	0.017891	0.0145979	0.0180469	0.0179745	0.0187259	0.0164889	0.0154793	0.0161273	0.0113253	0.013807	0.0138552	0.0165994	0.0164657	0.0172353	0.0168457	0.0179047	0.0182002	0.0181225	0.0182823	0.0173329	0.0167711	0.0154148	0.0154644	0.00846622	0.0231652	0.021787	0.0103917
SRR7296936	0.0185865	0.0187648	0.0171278	0.0115373	0.0113967	0.0177183	0.0157464	0.0172204	0.0	0.0148326	0.0156462	0.0138453	0.0136356	0.0134295	0.0134713	0.0165665	0.0128345	0.016179	0.0129161	0.0121976	0.0170487	0.015755	0.0161821	0.0162954	0.0103772	0.0125499	0.0119962	0.0144159	0.0147686	0.0156101	0.0151412	0.0162574	0.0135026	0.0163989	0.0159962	0.0151495	0.0172402	0.0121059	0.0121168	0.0126521	0.0201355	0.019087	0.0138052
SRR7296939	0.0195603	0.0154347	0.0138791	0.00677751	0.00722976	0.0153728	0.0162772	0.0128155	0.0148326	0.0	0.0160866	0.0112753	0.0157091	0.0157641	0.0155306	0.0158152	0.0147467	0.0113947	0.0150649	0.0155716	0.0170269	0.0132273	0.0121618	0.0130276	0.00780544	0.0106303	0.0118909	0.0136343	0.0145942	0.0154545	0.0147348	0.0162034	0.0156347	0.0163377	0.0151763	0.0142367	0.0145621	0.0129182	0.0129664	0.0085283	0.0210762	0.0196676	0.0104785
