sample	SRR10727867	SRR10727874	SRR10727875	SRR7296837	SRR7296908	SRR7296922	SRR7296925	SRR7296926	SRR7296936	SRR7296939	SRR7296941	SRR7297019	SRR7297028	SRR7297029	SRR7297030	SRR7297031	SRR7297032	SRR7297033	SRR7297034	SRR7297035	SRR7297062	SRR7297120	SRR7297148	SRR7297180	SRR7297282	SRR7297335	SRR7297404	SRR7297609	SRR7297615	SRR7297630	SRR7297632	SRR7297637	SRR7297639	SRR7297640	SRR7297642	SRR7297643	SRR8201154	SRR8809771	SRR8810286	SRR9647357	SRR9647438	SRR9647439	SRR9647576
SRR10727867	0.0	0.0406999	0.0395028	0.0347963	0.0348421	0.0425097	0.0384083	0.0401833	0.0371934	0.0379414	0.0388784	0.037263	0.0380584	0.0382957	0.0388675	0.040953	0.0392992	0.03908	0.0382168	0.0386537	0.0395348	0.0392722	0.0389438	0.0392659	0.0348801	0.0395316	0.035643	0.0383245	0.0370921	0.0390392	0.0382866	0.0396197	0.0409191	0.0399836	0.0401291	0.0395172	0.0399315	0.0322908	0.0296001	0.0380209	0.034735	0.0333653	0.0384939
SRR10727874	0.0406999	0.0	0.0304718	0.0287495	0.0300073	0.0390298	0.037147	0.0315625	0.035376	0.0322697	0.0368509	0.0336643	0.0367881	0.0375629	0.038238	0.0387201	0.0379864	0.0336742	0.0380419	0.0373256	0.0379354	0.0353372	0.0325235	0.036023	0.0310402	0.0376455	0.0333715	0.0361156	0.0347623	0.0371992	0.036306	0.0371456	0.0401013	0.0375571	0.0380659	0.0380659	0.038087	0.0385553	0.0363968	0.0313182	0.0408379	0.0398698	0.0303687
SRR10727875	0.0395028	0.0304718	0.0	0.0279277	0.028592	0.0382638	0.0358568	0.0302373	0.0344345	0.031101	0.0352197	0.0322137	0.0353439	0.0364698	0.0366787	0.0373577	0.0367042	0.0329122	0.0365331	0.0360161	0.0360879	0.0343293	0.0316816	0.0345299	0.0295062	0.0358117	0.0317329	0.0348998	0.0336556	0.0355753	0.0349169	0.0353975	0.0389189	0.0364123	0.0366546	0.0365275	0.0368581	0.0367995	0.0348893	0.0294189	0.0401406	0.039058	0.0291154
SRR7296837	0.0347963	0.0287495	0.0279277	0.0	0.0210687	0.0328714	0.0309387	0.0271976	0.0301989	0.0254687	0.0315749	0.0267049	0.0302032	0.0314777	0.0324245	0.0322312	0.0317706	0.0261042	0.0317454	0.0320766	0.0318461	0.0287127	0.0262739	0.0291073	0.0231637	0.0299127	0.0267302	0.030095	0.0297579	0.0312389	0.0310501	0.0319853	0.0345933	0.0329495	0.0316112	0.0313743	0.0317683	0.0311066	0.0291518	0.0268797	0.034909	0.0337852	0.027022
SRR7296908	0.0348421	0.0300073	0.028592	0.0210687	0.0	0.0327911	0.0307057	0.0283419	0.0301724	0.025988	0.0314789	0.0267031	0.0304309	0.0317797	0.0318472	0.0328126	0.0319012	0.0274924	0.0315274	0.0318186	0.0317969	0.0288471	0.0259497	0.0282796	0.0233278	0.0303708	0.0255521	0.030516	0.0297548	0.0303612	0.0310081	0.032347	0.0349734	0.0332833	0.0320708	0.0317283	0.0307951	0.0311177	0.029291	0.0272818	0.0351068	0.0342029	0.0272263
SRR7296922	0.0425097	0.0390298	0.0382638	0.0328714	0.0327911	0.0	0.0380179	0.0386245	0.0375806	0.0351413	0.0385891	0.0338478	0.0376455	0.0384633	0.0390079	0.0389407	0.0382714	0.035824	0.0386877	0.0385937	0.039135	0.0350909	0.0362725	0.0371905	0.0314856	0.0385338	0.0361891	0.0367014	0.0364459	0.0394008	0.03777	0.0385384	0.0417637	0.0392865	0.0380479	0.0379879	0.040098	0.0406127	0.0385983	0.0376263	0.0429015	0.0420707	0.0374498
SRR7296925	0.0384083	0.037147	0.0358568	0.0309387	0.0307057	0.0380179	0.0	0.0356511	0.0335502	0.035144	0.034905	0.0339131	0.034459	0.0349524	0.0350976	0.0345028	0.0346322	0.0358445	0.0350645	0.0337515	0.0320361	0.0354069	0.0342245	0.0336742	0.031017	0.0336047	0.0263943	0.032123	0.0294014	0.0301596	0.0315037	0.0316396	0.0378921	0.0321369	0.033819	0.0342436	0.03445	0.0357449	0.0332845	0.0350196	0.0383458	0.0372383	0.0352517
SRR7296926	0.0401833	0.0315625	0.0302373	0.0271976	0.0283419	0.0386245	0.0356511	0.0	0.0351652	0.0292462	0.0351373	0.0326837	0.0365148	0.0372238	0.0370071	0.0372238	0.0374777	0.0322732	0.0371268	0.0365641	0.0364544	0.0346972	0.0322312	0.0317557	0.0297048	0.0338328	0.0316953	0.0355388	0.0338278	0.0355536	0.0352957	0.0359501	0.0362488	0.0363563	0.0372834	0.0366773	0.0333175	0.0371543	0.0352931	0.0276654	0.0402475	0.0389829	0.0294753
SRR7296936	0.0371934	0.035376	0.0344345	0.0301989	0.0301724	0.0375806	0.0335502	0.0351652	0.0	0.0330873	0.0334588	0.0329893	0.0307525	0.0312545	0.0316714	0.0354835	0.0315999	0.0346673	0.0315432	0.0301045	0.0348277	0.0347415	0.0340417	0.0339131	0.0302735	0.0348762	0.0307743	0.0334563	0.0324728	0.0335774	0.0339043	0.0343908	0.0328702	0.0349208	0.0347649	0.0346309	0.0368538	0.0343306	0.0324351	0.0339912	0.0377433	0.0366787	0.0342156
SRR7296939	0.0379414	0.0322697	0.031101	0.0254687	0.025988	0.0351413	0.035144	0.0292462	0.0330873	0.0	0.0336643	0.0293984	0.033309	0.0336494	0.0339357	0.0340506	0.0338428	0.0294836	0.0336407	0.0342679	0.0355496	0.0317923	0.0298341	0.0297558	0.0271	0.0319656	0.0314181	0.0328966	0.0321253	0.0351958	0.0335279	0.0343037	0.0342998	0.0351931	0.0338353	0.0334884	0.0320083	0.035582	0.0329978	0.0291589	0.0380119	0.0368138	0.0307111
