sample	nematode_0.001_1x_1	nematode_0.001_2x_1	nematode_0.001_4x_1	nematode_0.001_8x_1	nematode_0.002_1x_1	nematode_0.002_2x_1	nematode_0.002_4x_1	nematode_0.002_8x_1	nematode_0.004_1x_1	nematode_0.004_2x_1	nematode_0.004_4x_1	nematode_0.004_8x_1	nematode_0.006_1x_1	nematode_0.006_2x_1	nematode_0.006_4x_1	nematode_0.006_8x_1	nematode_0.008_1x_1	nematode_0.008_2x_1	nematode_0.008_4x_1	nematode_0.008_8x_1	nematode_0.01_1x_1	nematode_0.01_2x_1	nematode_0.01_4x_1	nematode_0.01_8x_1	nematode_0.02_1x_1	nematode_0.02_2x_1	nematode_0.02_4x_1	nematode_0.02_8x_1	nematode_0.0_1x_1	nematode_0.0_2x_1	nematode_0.0_4x_1	nematode_0.0_8x_1
nematode_0.001_1x_1	0.0	0	0	0.00010647658999562992	0.0019961997218974625	0.0022629021287985385	0.0021857516292838053	0.0030514814048008265	0.00389242233764564	0.00420989691269702	0.004135281472411267	0.004996854723718913	0.005547173141131956	0.006265884436155833	0.006254367134990391	0.0069415469395203155	0.007806614365401421	0.008376362772548274	0.008456605827540375	0.00912185828209866	0.009865831608234621	0.010184051597229238	0.01032260795864326	0.010956394197689012	0.019071807677860986	0.019650044096823138	0.020188160843573777	0.020555735739201775	0.00032181335968917146	0.00019755543544686116	0.00012533948988568966	0.0010985285938455158
nematode_0.001_2x_1	0	0.0	0	0	0.002372214253787308	0.002492805134605147	0.0023553024620942553	0.0030790721364007956	0.004136284423045478	0.004477294287283828	0.00439674489980213	0.005035603077741313	0.005870239894872009	0.006431585591337163	0.006378330603490245	0.006975078571021642	0.00799085054813875	0.008449494303557792	0.008473873615530314	0.009046698791932095	0.010163526639551224	0.010372207237976827	0.010477280921115661	0.010962154549086556	0.01939861815664512	0.020030535024402996	0.020337498607131188	0.020676186413397413	0.0005426465378800538	0.000386249401768346	0.00023932448558983133	0.0010146627298766031
nematode_0.001_4x_1	0	0	0.0	0	0.00201740299351727	0.0020732379504173615	0.0021354468706799024	0.0027113966104516107	0.0038136268033797105	0.004072597301843839	0.004156036298559651	0.004628301123207557	0.0054745371335257476	0.0060458742548546995	0.00622206875188025	0.006596075343290764	0.007603813214577704	0.008018334811118133	0.008181316767689517	0.008623792295665123	0.009649248026458168	0.009963870468858382	0.010180726167704268	0.010519500254352332	0.01882457235562829	0.01952465694532679	0.020059048620194475	0.02024152263609358	0.0002640971513953039	9.855324149832256e-05	6.278952633964607e-05	0.0007056941181720067
nematode_0.001_8x_1	0.00010647658999562992	0	0	0.0	0.003018450989603516	0.0029131109396591803	0.0027940989248358417	0.0033565492181291123	0.0048818639776831985	0.004987798107338626	0.004821946873856953	0.005387738344415638	0.006614648907186438	0.006970775145106023	0.006950279414855265	0.007377912364955774	0.008721001566952769	0.00897973285661291	0.009015413727201826	0.009459847969289004	0.010804001693072274	0.010941588576460437	0.011114680456438819	0.011412441646493132	0.020231983725331637	0.02074424535067565	0.02117969837589273	0.02133911653503795	0.0012250779049653993	0.0008839084446662371	0.0006582497130738219	0.0013030733717409593
nematode_0.002_1x_1	0.0019961997218974625	0.002372214253787308	0.00201740299351727	0.003018450989603516	0.0	0	0	7.37045100316358e-05	0.005054447811870477	0.005287657286577985	0.005087765784840825	0.006054998877824458	0.0065031099870696	0.007277311417657972	0.007229706428284133	0.00789597675561926	0.008585692926362354	0.009137065773553332	0.009137155604307168	0.009916743169655517	0.010576423290827308	0.010882866237966193	0.011114118255952543	0.011734155617408648	0.019775779162210738	0.020573526618905214	0.021105448217751288	0.021439620814707072	0.0012211214121172764	0.0011347282427164318	0.0010771611429842842	0.002019364966327264
nematode_0.002_2x_1	0.0022629021287985385	0.002492805134605147	0.0020732379504173615	0.0029131109396591803	0	0.0	0	0	0.005216927617056721	0.005430434502506798	0.005235105830515674	0.005994107078192701	0.006829667346343826	0.007333832164106435	0.007239743615223726	0.007867029673712889	0.008922851133173038	0.00924289495237307	0.009308071639500759	0.009961965975828657	0.010976792849619388	0.011066137682232413	0.011236304363237415	0.011759892426104979	0.020057903968595414	0.0207729490344436	0.021162440400512517	0.02148244988959125	0.001513346175112007	0.0013016361342100824	0.0011053353953710543	0.001939309598325334
nematode_0.002_4x_1	0.0021857516292838053	0.0023553024620942553	0.0021354468706799024	0.0027940989248358417	0	0	0.0	0	0.0050024964448193154	0.005249267699822147	0.005223380788229259	0.005760290299944959	0.006594475490704688	0.007157514678875931	0.007268086361928994	0.0077120713646701144	0.008680224108588153	0.009086101515089595	0.009282118179467114	0.009710845070034169	0.010604237912260395	0.011002748463740053	0.01114210376002056	0.011517141236575656	0.01988243017350333	0.020531282120936023	0.02100659757218304	0.02123619171383384	0.0014597624804497666	0.0012014277649196048	0.0011720310073377593	0.001842670981327732
nematode_0.002_8x_1	0.0030514814048008265	0.0030790721364007956	0.0027113966104516107	0.0033565492181291123	7.37045100316358e-05	0	0	0.0	0.005850020329908001	0.006036138918723566	0.005859244562388177	0.006433476017968398	0.00762851196008274	0.007971798911196704	0.007962626600164113	0.008398163042893536	0.009741600854484056	0.010013244883079753	0.010042080438980583	0.01048369451063802	0.01172892168663342	0.011849499094674143	0.011989314106233384	0.012353998552106948	0.02106343476906558	0.021656959690560473	0.0220697824085897	0.02223395835072073	0.0022272661419719952	0.0018528580815271312	0.0016888347538470683	0.002339445183699773
nematode_0.004_1x_1	0.00389242233764564	0.004136284423045478	0.0038136268033797105	0.0048818639776831985	0.005054447811870477	0.005216927617056721	0.0050024964448193154	0.005850020329908001	0.0	0	0	4.839537183776166e-05	0.008464866229008772	0.009087825544736416	0.008958967076031499	0.009793144982370383	0.010296299294328182	0.011006621119985072	0.010911299109039652	0.011752302372873613	0.01247228826622171	0.012904018593784095	0.01283136146287045	0.013598591361309365	0.021609928884241514	0.022328264324846137	0.022712500454902473	0.023148311356382734	0.003163618014003333	0.0029850070414076946	0.002818417594243283	0.003890236114982293
nematode_0.004_2x_1	0.00420989691269702	0.004477294287283828	0.004072597301843839	0.004987798107338626	0.005287657286577985	0.005430434502506798	0.005249267699822147	0.006036138918723566	0	0.0	0	0	0.008749518006783807	0.009235562161430066	0.0092640488802479	0.00990870307788827	0.010771936378939584	0.011250047274430908	0.011244400758256168	0.011879527147413027	0.012918197074114346	0.013159407662949096	0.013241970023806449	0.013780079007707058	0.02205050855153956	0.022554299497798524	0.02295214044988203	0.023363071542922942	0.0034578122189160565	0.0033397733695852416	0.0031695677474138373	0.004030409007455438
