sample	club-moss_0.001_1x_1	club-moss_0.001_2x_1	club-moss_0.001_4x_1	club-moss_0.001_8x_1	club-moss_0.002_1x_1	club-moss_0.002_2x_1	club-moss_0.002_4x_1	club-moss_0.002_8x_1	club-moss_0.004_1x_1	club-moss_0.004_2x_1	club-moss_0.004_4x_1	club-moss_0.004_8x_1	club-moss_0.006_1x_1	club-moss_0.006_2x_1	club-moss_0.006_4x_1	club-moss_0.006_8x_1	club-moss_0.008_1x_1	club-moss_0.008_2x_1	club-moss_0.008_4x_1	club-moss_0.008_8x_1	club-moss_0.01_1x_1	club-moss_0.01_2x_1	club-moss_0.01_4x_1	club-moss_0.01_8x_1	club-moss_0.02_1x_1	club-moss_0.02_2x_1	club-moss_0.02_4x_1	club-moss_0.02_8x_1	club-moss_0.0_1x_1	club-moss_0.0_2x_1	club-moss_0.0_4x_1	club-moss_0.0_8x_1	
club-moss_0.001_1x_1	0.0	0.0175893	0.019438	0.0121294	0.0234963	0.0208595	0.0224325	0.0150498	0.0253131	0.0229531	0.0244255	0.0171037	0.0270147	0.0246191	0.0260011	0.0189757	0.0289442	0.0267455	0.0279698	0.0209611	0.0309806	0.0284661	0.0297454	0.0228278	0.0399137	0.0373387	0.0384878	0.0319161	0.0214698	0.0189672	0.0205355	0.0130284	
club-moss_0.001_2x_1	0.0175893	0.0	0.0136459	0.00742758	0.0207005	0.0164315	0.0167915	0.0104188	0.0225473	0.0184517	0.0187474	0.0124243	0.0242011	0.0200704	0.0203609	0.0142247	0.0259915	0.0222073	0.0223127	0.0162272	0.028232	0.0239941	0.0241533	0.0180631	0.0371037	0.0328582	0.0330522	0.0271819	0.0188008	0.0146163	0.0149276	0.00847671	
club-moss_0.001_4x_1	0.019438	0.0136459	0.0	0.00756253	0.0222491	0.0167979	0.0162029	0.0106256	0.0239445	0.0187145	0.0180325	0.0125932	0.0255896	0.0204231	0.0197414	0.0143511	0.0274765	0.0224129	0.0215094	0.0162418	0.0294189	0.0240573	0.0233301	0.0180015	0.0382456	0.0330292	0.0322849	0.0271893	0.0204428	0.0149498	0.0143135	0.00872846	
club-moss_0.001_8x_1	0.0121294	0.00742758	0.00756253	0.0	0.0148078	0.0104109	0.0106484	0.00407465	0.0166579	0.0124511	0.0126484	0.00612046	0.0184936	0.0142146	0.0143665	0.0080931	0.0202911	0.0162834	0.0163084	0.010048	0.0223678	0.0180942	0.018181	0.0119725	0.0315817	0.0273598	0.0274494	0.0215713	0.0129386	0.00845955	0.00865553	0.00202653	
club-moss_0.002_1x_1	0.0234963	0.0207005	0.0222491	0.0148078	0.0	0.017703	0.0192974	0.0121043	0.0260176	0.0235171	0.0249491	0.0177919	0.027837	0.0254543	0.0266734	0.0197427	0.0295237	0.0274466	0.0285309	0.0216466	0.0317272	0.0290649	0.0303976	0.0235263	0.0405709	0.0379624	0.0391476	0.032673	0.0225737	0.01982	0.0212377	0.0138462	
club-moss_0.002_2x_1	0.0208595	0.0164315	0.0167979	0.0104109	0.017703	0.0	0.0135336	0.00742965	0.0233667	0.0193141	0.0196066	0.013369	0.0251394	0.0211067	0.0212336	0.0151968	0.0269443	0.0230341	0.0230243	0.0170923	0.0289211	0.0246885	0.0248962	0.0188308	0.0377715	0.0336407	0.0337241	0.0279621	0.0198593	0.0154868	0.0158233	0.00945143	
club-moss_0.002_4x_1	0.0224325	0.0167915	0.0162029	0.0106484	0.0192974	0.0135336	0.0	0.00747904	0.0248048	0.01965	0.0190042	0.0135553	0.0263828	0.0212336	0.0205481	0.0152008	0.0283878	0.023257	0.0223773	0.0171431	0.0302202	0.0248673	0.0241708	0.0188374	0.0391004	0.0338491	0.0330364	0.0280947	0.0213896	0.0158797	0.0152561	0.00972801	
club-moss_0.002_8x_1	0.0150498	0.0104188	0.0106256	0.00407465	0.0121043	0.00742965	0.00747904	0.0	0.017614	0.013348	0.0135274	0.0070954	0.0194094	0.0151856	0.0152399	0.00901831	0.0212446	0.0171661	0.0172095	0.0110053	0.0233247	0.0189897	0.0190292	0.0128761	0.0324151	0.0281739	0.0283088	0.0224442	0.0139379	0.00945143	0.00962446	0.00304991	
club-moss_0.004_1x_1	0.0253131	0.0225473	0.0239445	0.0166579	0.0260176	0.0233667	0.0248048	0.017614	0.0	0.0178773	0.0192919	0.0123378	0.0295526	0.02699	0.0283156	0.0214906	0.0312423	0.0290619	0.0301596	0.0233927	0.0333568	0.030557	0.0318438	0.0250977	0.0422704	0.0396197	0.0407856	0.0343306	0.0242826	0.0216753	0.0229883	0.0156638	
club-moss_0.004_2x_1	0.0229531	0.0184517	0.0187145	0.0124511	0.0235171	0.0193141	0.01965	0.013348	0.0178773	0.0	0.0134414	0.00742935	0.0270724	0.0228605	0.0231041	0.0170634	0.0287912	0.024864	0.0249052	0.0189509	0.0307798	0.0264477	0.0266248	0.0206978	0.0395588	0.0352304	0.0354284	0.0297892	0.0218329	0.01755	0.0177596	0.0114688	
club-moss_0.004_4x_1	0.0244255	0.0187474	0.0180325	0.0126484	0.0249491	0.0196066	0.0190042	0.0135274	0.0192919	0.0134414	0.0	0.00730768	0.0282524	0.0230905	0.0223243	0.0170683	0.030095	0.0249938	0.0240716	0.0189358	0.0319956	0.0266122	0.0258492	0.0207018	0.0406278	0.035419	0.0345299	0.0297267	0.0233293	0.0178249	0.0171119	0.0116997	
club-moss_0.004_8x_1	0.0171037	0.0124243	0.0125932	0.00612046	0.0177919	0.013369	0.0135553	0.0070954	0.0123378	0.00742935	0.00730768	0.0	0.0213476	0.0170541	0.0171076	0.0109808	0.0232031	0.0190827	0.0190431	0.0129489	0.0252005	0.0208548	0.0208307	0.0148102	0.0342424	0.0298645	0.0299989	0.0241804	0.0159465	0.0115392	0.011592	0.00511992	
