sample	rotifer_0.001_1x_1	rotifer_0.001_2x_1	rotifer_0.001_4x_1	rotifer_0.001_8x_1	rotifer_0.002_1x_1	rotifer_0.002_2x_1	rotifer_0.002_4x_1	rotifer_0.002_8x_1	rotifer_0.004_1x_1	rotifer_0.004_2x_1	rotifer_0.004_4x_1	rotifer_0.004_8x_1	rotifer_0.006_1x_1	rotifer_0.006_2x_1	rotifer_0.006_4x_1	rotifer_0.006_8x_1	rotifer_0.008_1x_1	rotifer_0.008_2x_1	rotifer_0.008_4x_1	rotifer_0.008_8x_1	rotifer_0.01_1x_1	rotifer_0.01_2x_1	rotifer_0.01_4x_1	rotifer_0.01_8x_1	rotifer_0.02_1x_1	rotifer_0.02_2x_1	rotifer_0.02_4x_1	rotifer_0.02_8x_1	rotifer_0.0_1x_1	rotifer_0.0_2x_1	rotifer_0.0_4x_1	rotifer_0.0_8x_1	
rotifer_0.001_1x_1	0.0	0.0192765	0.0198517	0.013811	0.0275966	0.0231857	0.023521	0.0168635	0.0292544	0.0252903	0.0253266	0.0188724	0.0316169	0.0271875	0.0272948	0.0208468	0.0332625	0.0293268	0.0294959	0.0229785	0.0351121	0.0312489	0.0312813	0.0248896	0.0450187	0.0410193	0.0408802	0.0347376	0.025664	0.0213427	0.0213786	0.0148571	
rotifer_0.001_2x_1	0.0192765	0.0	0.0127854	0.00770572	0.023254	0.0175243	0.0165152	0.0107975	0.0253105	0.0194878	0.0183923	0.0128667	0.0273971	0.0214795	0.0203877	0.0148734	0.0293012	0.0234825	0.0224223	0.0168845	0.0314057	0.025428	0.0244191	0.0189436	0.0411574	0.0353372	0.0341609	0.0287564	0.0214809	0.0155676	0.014464	0.00876247	
rotifer_0.001_4x_1	0.0198517	0.0127854	0.0	0.00631579	0.0233042	0.0163163	0.0144107	0.00943783	0.0252382	0.0183162	0.0163649	0.0114746	0.0274971	0.0202749	0.0183694	0.0135053	0.0293176	0.0222614	0.0203779	0.0155501	0.0312133	0.0242698	0.0224005	0.0175137	0.0410057	0.0342411	0.032216	0.0274111	0.0213696	0.0143679	0.012459	0.00741136	
rotifer_0.001_8x_1	0.013811	0.00770572	0.00631579	0.0	0.0168377	0.0106454	0.0094916	0.00388126	0.0188056	0.0127403	0.011475	0.0059544	0.0211067	0.0147344	0.0134978	0.0080024	0.0229344	0.0167379	0.0155491	0.0100321	0.024935	0.0187312	0.0175265	0.0120982	0.0347845	0.0288162	0.0274344	0.0221046	0.014985	0.00871036	0.00744265	0.00186128	
rotifer_0.002_1x_1	0.0275966	0.023254	0.0233042	0.0168377	0.0	0.0193605	0.0199627	0.0138399	0.0301979	0.0261568	0.0262157	0.0197863	0.0326884	0.0281864	0.0282301	0.0219051	0.034236	0.0300453	0.030281	0.023794	0.0361988	0.032123	0.0321822	0.0258691	0.0461369	0.0421686	0.0418427	0.0358541	0.0265307	0.0222578	0.0223388	0.0157717	
rotifer_0.002_2x_1	0.0231857	0.0175243	0.0163163	0.0106454	0.0193605	0.0	0.012729	0.00759446	0.0259619	0.0203524	0.0191873	0.0136374	0.0284337	0.0222412	0.0212302	0.0156839	0.0301968	0.0244393	0.0232699	0.0177619	0.0321172	0.0262721	0.0251486	0.0196664	0.0419768	0.0363143	0.0350156	0.0296125	0.0222859	0.0163953	0.0153102	0.00963512	
rotifer_0.002_4x_1	0.023521	0.0165152	0.0144107	0.0094916	0.0199627	0.012729	0.0	0.00638071	0.0263066	0.0192623	0.0173534	0.0124809	0.0284798	0.0211701	0.0192802	0.0144902	0.0303665	0.0233141	0.0213944	0.0165697	0.0322125	0.0251879	0.0233179	0.0184688	0.0420157	0.0351931	0.0331492	0.0283429	0.0223794	0.0153906	0.0134264	0.00847385	
rotifer_0.002_8x_1	0.0168635	0.0107975	0.00943783	0.00388126	0.0138399	0.00759446	0.00638071	0.0	0.0197326	0.0136717	0.0124292	0.00691476	0.0220317	0.0156377	0.0144126	0.00893308	0.0238487	0.0177211	0.016482	0.010979	0.0258942	0.0197281	0.0184635	0.0130499	0.035809	0.029808	0.0284396	0.0230649	0.0159021	0.00969549	0.00842277	0.00283729	
rotifer_0.004_1x_1	0.0292544	0.0253105	0.0252382	0.0188056	0.0301979	0.0259619	0.0263066	0.0197326	0.0	0.0193061	0.0197851	0.0138079	0.0347806	0.0299694	0.0301363	0.0237542	0.0363227	0.0320234	0.0322195	0.0257973	0.0381941	0.0341228	0.0340645	0.0277629	0.047575	0.0436246	0.0435189	0.0374411	0.0285654	0.0239941	0.0242306	0.0177268	
rotifer_0.004_2x_1	0.0252903	0.0194878	0.0183162	0.0127403	0.0261568	0.0203524	0.0192623	0.0136717	0.0193061	0.0	0.0126157	0.00756402	0.0303526	0.0242554	0.0231539	0.0176613	0.0321718	0.0263066	0.0251904	0.0197042	0.0341914	0.02817	0.0271478	0.0216599	0.0439961	0.0381503	0.0368338	0.0315964	0.0243379	0.0183138	0.0172744	0.0116438	
