sample	club-moss_0.001_1x_1	club-moss_0.001_2x_1	club-moss_0.001_4x_1	club-moss_0.001_8x_1	club-moss_0.002_1x_1	club-moss_0.002_2x_1	club-moss_0.002_4x_1	club-moss_0.002_8x_1	club-moss_0.004_1x_1	club-moss_0.004_2x_1	club-moss_0.004_4x_1	club-moss_0.004_8x_1	club-moss_0.006_1x_1	club-moss_0.006_2x_1	club-moss_0.006_4x_1	club-moss_0.006_8x_1	club-moss_0.008_1x_1	club-moss_0.008_2x_1	club-moss_0.008_4x_1	club-moss_0.008_8x_1	club-moss_0.01_1x_1	club-moss_0.01_2x_1	club-moss_0.01_4x_1	club-moss_0.01_8x_1	club-moss_0.02_1x_1	club-moss_0.02_2x_1	club-moss_0.02_4x_1	club-moss_0.02_8x_1	club-moss_0.0_1x_1	club-moss_0.0_2x_1	club-moss_0.0_4x_1	club-moss_0.0_8x_1	
club-moss_0.001_1x_1	0.0	0.017733	0.0192802	0.0120651	0.0232669	0.0207685	0.0222102	0.0148844	0.0252005	0.0225847	0.0240724	0.0168452	0.027193	0.0244417	0.025948	0.0187792	0.0288641	0.0263048	0.0278151	0.020652	0.0309784	0.0284936	0.0296945	0.0227743	0.0400718	0.0375954	0.0387418	0.0321195	0.0213937	0.018796	0.0203224	0.0128341	
club-moss_0.001_2x_1	0.017733	0.0	0.0136659	0.00752206	0.0206202	0.0166031	0.0167957	0.0105065	0.0224151	0.0184429	0.0186477	0.0123975	0.0244643	0.0202612	0.0205586	0.0143126	0.0263518	0.0221455	0.0223852	0.0162356	0.0283653	0.0242003	0.0243018	0.0182054	0.0374206	0.0329676	0.0333028	0.0273617	0.0189497	0.014694	0.0149344	0.00851746	
club-moss_0.001_4x_1	0.0192802	0.0136659	0.0	0.00758371	0.022172	0.0168027	0.0161067	0.0106189	0.0237651	0.0185562	0.017859	0.0124181	0.0257835	0.0203753	0.0198009	0.0143609	0.0275806	0.0223424	0.021618	0.0162262	0.0295309	0.0242978	0.0235079	0.018115	0.038419	0.0329917	0.0323892	0.0272327	0.0203707	0.0149522	0.0142727	0.00869131	
club-moss_0.001_8x_1	0.0120651	0.00752206	0.00758371	0.0	0.0147911	0.0104737	0.0105467	0.0040536	0.0166127	0.0123033	0.0124784	0.00607868	0.0186168	0.0142871	0.0144893	0.00807269	0.0205659	0.0162553	0.0164136	0.0100764	0.0223598	0.0183337	0.0183712	0.0120941	0.0318209	0.0274774	0.0277468	0.0216473	0.0129016	0.0084729	0.00859642	0.00197522	
club-moss_0.002_1x_1	0.0232669	0.0206202	0.022172	0.0147911	0.0	0.017703	0.019131	0.0121055	0.0260325	0.0235186	0.0248846	0.0177602	0.027987	0.0253857	0.0268098	0.0196733	0.0297256	0.0271027	0.028469	0.02144	0.0316169	0.0292228	0.0304127	0.0235502	0.0405776	0.0381382	0.0394788	0.0328246	0.0223185	0.0196846	0.0211728	0.0138106	
club-moss_0.002_2x_1	0.0207685	0.0166031	0.0168027	0.0104737	0.017703	0.0	0.0134652	0.00751166	0.0233095	0.0192752	0.0195478	0.0133642	0.0252946	0.0211299	0.0214352	0.0152659	0.0271368	0.0230243	0.0232676	0.0171087	0.0290831	0.0249606	0.0250885	0.0190225	0.0380149	0.0339081	0.034194	0.0282271	0.0198314	0.0156166	0.0158716	0.00951104	
club-moss_0.002_4x_1	0.0222102	0.0167957	0.0161067	0.0105467	0.019131	0.0134652	0.0	0.00740075	0.0246004	0.0193648	0.018659	0.0133078	0.0266671	0.0212336	0.0206407	0.0152238	0.0284171	0.0230928	0.0224223	0.0170737	0.030417	0.0251252	0.0242946	0.0189533	0.039091	0.0338165	0.0331674	0.0280437	0.0212576	0.015835	0.015129	0.0096138	
club-moss_0.002_8x_1	0.0148844	0.0105065	0.0106189	0.0040536	0.0121055	0.00751166	0.00740075	0.0	0.017564	0.0133314	0.0134638	0.00710088	0.0195954	0.0152979	0.0154565	0.00909608	0.0215066	0.0172226	0.0173119	0.0110563	0.0234341	0.0192623	0.0192987	0.0130959	0.0327373	0.0284161	0.0286315	0.0225986	0.0139384	0.00949637	0.0096248	0.00306446	
club-moss_0.004_1x_1	0.0252005	0.0224151	0.0237651	0.0166127	0.0260325	0.0233095	0.0246004	0.017564	0.0	0.0179871	0.0192229	0.0122796	0.0296312	0.0270458	0.0284015	0.0214407	0.0316555	0.0289041	0.0301225	0.0233744	0.0334822	0.0308695	0.0320986	0.025266	0.0421829	0.0394437	0.0408785	0.0342768	0.0243162	0.0215573	0.0227973	0.0155891	
club-moss_0.004_2x_1	0.0225847	0.0184429	0.0185562	0.0123033	0.0235186	0.0192752	0.0193648	0.0133314	0.0179871	0.0	0.0133677	0.00743851	0.0271543	0.0228464	0.0230762	0.0170405	0.0289833	0.0246468	0.0248146	0.0188898	0.0306861	0.026623	0.0266212	0.0207018	0.0395012	0.035419	0.0355861	0.0297548	0.0217378	0.0174802	0.0175781	0.0113932	
