sample	nematode_0.001_1x_1	nematode_0.001_2x_1	nematode_0.001_4x_1	nematode_0.001_8x_1	nematode_0.002_1x_1	nematode_0.002_2x_1	nematode_0.002_4x_1	nematode_0.002_8x_1	nematode_0.004_1x_1	nematode_0.004_2x_1	nematode_0.004_4x_1	nematode_0.004_8x_1	nematode_0.006_1x_1	nematode_0.006_2x_1	nematode_0.006_4x_1	nematode_0.006_8x_1	nematode_0.008_1x_1	nematode_0.008_2x_1	nematode_0.008_4x_1	nematode_0.008_8x_1	nematode_0.01_1x_1	nematode_0.01_2x_1	nematode_0.01_4x_1	nematode_0.01_8x_1	nematode_0.02_1x_1	nematode_0.02_2x_1	nematode_0.02_4x_1	nematode_0.02_8x_1	nematode_0.0_1x_1	nematode_0.0_2x_1	nematode_0.0_4x_1	nematode_0.0_8x_1
nematode_0.001_1x_1	0.0	0.0	0.0	0.0	0.0025752144230436883	0.002448122532743272	0.002200438035352649	0.0021725834367427154	0.004626320978772746	0.004241393018597951	0.0038844629424483286	0.003831941098358416	0.006264781441097802	0.0059965005086948815	0.005659549085229439	0.005574761388919643	0.008339159259866153	0.008241456105315927	0.007540909292369789	0.007356883895944445	0.010071914512787418	0.009855068793917848	0.009218543707593231	0.0090090581810739	0.01944786423535164	0.019291291970381083	0.018515046962523596	0.018237991902520283	0.0008241650554187032	0.0005754111083938141	0.00034317156018787295	0.000385164107314049
nematode_0.001_2x_1	0.0	0.0	0.0	0.0	0.002584040369233344	0.0021995703968390647	0.001864965178638836	0.0018545134617403685	0.004542142161981658	0.004069483357644431	0.0035808351012381126	0.003558248871148129	0.006552186178036666	0.0059778027245598955	0.0055413035217614605	0.0054458140746114735	0.008203843306516276	0.008050236930644277	0.007357975619885004	0.0071190564803679975	0.010187052000218416	0.009861293717403286	0.009048988357565572	0.008901640156708171	0.01961739754402371	0.019073950048660585	0.01838323737441636	0.017997140215048106	0.0006560529217444954	0.0	0.0	0.0
nematode_0.001_4x_1	0.0	0.0	0.0	0.0	0.0023307319634339693	0.001832443192106428	0.0015448835232689077	0.0016944060786971357	0.004302225448654208	0.0037797709000999846	0.003360482494320137	0.00339559999062067	0.00627331195057703	0.0056773731834019354	0.005297889909659925	0.005344163336377048	0.008057622493916615	0.007810096859206534	0.0071533226450271594	0.007055385033119813	0.010029309594006318	0.009679982798848545	0.008980202874573413	0.008904792115790958	0.019858576301568235	0.019078996830205187	0.018411664668142605	0.01815652340690698	0.00043216141046705355	0.0	0.0	0.0
nematode_0.001_8x_1	0.0	0.0	0.0	0.0	0.0025278596274721063	0.0019090329596885775	0.0017526760320815563	0.002173790317738643	0.004390433163067674	0.003914126261388402	0.003563125485323087	0.0037731300451490893	0.0062922980812704235	0.005737767560879763	0.005491782496276899	0.005690033817996233	0.008030568665445185	0.00798589010065877	0.007330102327137263	0.0074492299682608265	0.010245404701426295	0.009776295553272044	0.009173700260229676	0.009237342601065134	0.020122815203418812	0.01923784796543665	0.018527276557018486	0.018507695409911207	0.00047550637753013	0.0	0.0	0.00042343627329368615
nematode_0.002_1x_1	0.0025752133426057834	0.0025956254068008867	0.0023281152214559412	0.002478444856914868	0.0	0.0	0.0	0.0	0.005444453568646294	0.005287671838800305	0.005002838871823478	0.005044362166838843	0.007350522346818771	0.007211671436596267	0.006845452308376343	0.006816951650931212	0.009221366468253238	0.009223952966448706	0.008618500828664563	0.00858770509495232	0.010998163540397107	0.011064504166218871	0.010406107617006789	0.010235737894131406	0.020247352310284128	0.019951004439658093	0.019296306353487332	0.019156601433904536	0.0018989770679856174	0.0015745087324435746	0.001500018004732018	0.0015776490280191165
nematode_0.002_2x_1	0.0024367592136708776	0.002199218257828751	0.0018248844030697554	0.0018729371210191449	0.0	0.0	0.0	0.0	0.0053338038821651645	0.0050492922776966265	0.004522433347099502	0.004456722371966728	0.0073782356652510265	0.0069397178128890735	0.006400140660357438	0.006396132833599492	0.00917384981514421	0.00895801328854042	0.008276321026155472	0.008082427167768236	0.011045990793124119	0.010761736996077518	0.010117948824624249	0.00983898408868134	0.020979205289436833	0.020246531975456655	0.019474824362282372	0.019162551721863916	0.001621648867567688	0.0011397328846477796	0.0009659146759693032	0.0010412383776683934
nematode_0.002_4x_1	0.0022021942100100595	0.0018718966482019425	0.0015445145057138925	0.0017300373365489075	0.0	0.0	0.0	0.0	0.005159498468196108	0.004745047625375268	0.00430763326142136	0.004327575124672579	0.00719741606419434	0.006684442600441143	0.006188400307908422	0.006227707696675884	0.008958187172073537	0.008664359996739741	0.008043863406561784	0.00797036533240956	0.010830439373644456	0.010470646780844594	0.00984912922284258	0.009683134103475953	0.020773394896295882	0.0199775851767958	0.019285846903987387	0.019016016658866354	0.0013638614459428374	0.0008683319977159862	0.0006701315481531166	0.0008683331793463316
nematode_0.002_8x_1	0.0022152176504708007	0.001889448990993391	0.001715781769486927	0.002173313222984939	0.0	0.0	0.0	0.0	0.005229761762490989	0.0047637016912067155	0.004480554605390945	0.004710795624218065	0.007152722296170824	0.00660472588564317	0.006315401515552484	0.0065717066112976775	0.008989521715782038	0.00878853682740511	0.008194925794044673	0.008405750106961834	0.011011128555644092	0.010566288155944733	0.010053665719489584	0.010064097869849187	0.020997496700746028	0.020037747295487667	0.019328711707920703	0.01928234203431374	0.0014057774397330204	0.0008290467460003259	0.000823634517161966	0.0013269465723105794
nematode_0.004_1x_1	0.004625154129190549	0.004561845602506981	0.004297159098805385	0.00430459152194818	0.0054430887648681415	0.005358076638317238	0.005155476466959446	0.005129830686330465	0.0	0.0	0.0	0.0	0.00936903797117071	0.009145540511557753	0.008841547134228321	0.008692641859209014	0.010863798296666522	0.010987938212578952	0.01041798651499609	0.010073043827291996	0.012998702388032654	0.012602605664454305	0.01208479259700686	0.01181095655846914	0.022132307003052264	0.021896893686756184	0.02117061183507641	0.02082772738150267	0.003612446370970031	0.003514252545012696	0.0033941480726436017	0.0034411097313201498
nematode_0.004_2x_1	0.004219573018422975	0.004067330322017977	0.00376317660463132	0.003839383293270252	0.005260291297113717	0.005047429603106345	0.004725665205013297	0.004674314794935767	0.0	0.0	0.0	0.0	0.009116437206036939	0.008738923059450376	0.008394313906032087	0.008189527418077698	0.010939607275931153	0.010797969755978609	0.010182449339136292	0.009940154433752383	0.013028573124318397	0.012511629825227662	0.01197788201380478	0.011632629134635034	0.022266616892734858	0.021637106042145533	0.020930785304043683	0.0206362226693887	0.003404478822531624	0.003071566266150268	0.0029169581942621605	0.002968421570293432
