sample	rotifer_0.001_1x_1	rotifer_0.001_2x_1	rotifer_0.001_4x_1	rotifer_0.001_8x_1	rotifer_0.002_1x_1	rotifer_0.002_2x_1	rotifer_0.002_4x_1	rotifer_0.002_8x_1	rotifer_0.004_1x_1	rotifer_0.004_2x_1	rotifer_0.004_4x_1	rotifer_0.004_8x_1	rotifer_0.006_1x_1	rotifer_0.006_2x_1	rotifer_0.006_4x_1	rotifer_0.006_8x_1	rotifer_0.008_1x_1	rotifer_0.008_2x_1	rotifer_0.008_4x_1	rotifer_0.008_8x_1	rotifer_0.01_1x_1	rotifer_0.01_2x_1	rotifer_0.01_4x_1	rotifer_0.01_8x_1	rotifer_0.02_1x_1	rotifer_0.02_2x_1	rotifer_0.02_4x_1	rotifer_0.02_8x_1	rotifer_0.0_1x_1	rotifer_0.0_2x_1	rotifer_0.0_4x_1	rotifer_0.0_8x_1	
rotifer_0.001_1x_1	0.0	0.0192291	0.0197699	0.0137486	0.0275627	0.0233179	0.0233507	0.0169326	0.0295413	0.0251729	0.0251687	0.0187858	0.0314237	0.0270917	0.0272994	0.020828	0.0334059	0.0291022	0.0293994	0.0227981	0.0354257	0.0310037	0.0312489	0.0247916	0.0451953	0.0410584	0.0410857	0.034627	0.0255794	0.0211299	0.0213455	0.014761	
rotifer_0.001_2x_1	0.0192291	0.0	0.0125528	0.00752711	0.0231056	0.0174367	0.0163032	0.0106867	0.0254407	0.0193567	0.0182165	0.0126924	0.0271718	0.0213586	0.0202567	0.0146707	0.0291366	0.0232122	0.0222166	0.0165851	0.031017	0.0251236	0.0240922	0.0185249	0.0411079	0.0352197	0.033966	0.0285447	0.0212761	0.0152861	0.0143172	0.00860572	
rotifer_0.001_4x_1	0.0197699	0.0125528	0.0	0.00623277	0.0230958	0.0162563	0.014313	0.00936905	0.0254263	0.0181909	0.0162101	0.0113619	0.0272596	0.0201252	0.0182689	0.0133305	0.029233	0.0221282	0.0202885	0.0153427	0.0310523	0.0239894	0.0221785	0.0173086	0.0410006	0.034119	0.032087	0.0272226	0.0212871	0.0141874	0.0123296	0.00730446	
rotifer_0.001_8x_1	0.0137486	0.00752711	0.00623277	0.0	0.0168301	0.0108083	0.00949228	0.00392214	0.0190565	0.0127783	0.0114536	0.00598304	0.0209247	0.0147448	0.0135132	0.00798642	0.0228769	0.0167331	0.0155756	0.009976	0.0248788	0.0185509	0.0175148	0.0119849	0.0349063	0.0288491	0.0274718	0.0220331	0.0149956	0.00863495	0.00748585	0.00184699	
rotifer_0.002_1x_1	0.0275627	0.0231056	0.0230958	0.0168301	0.0	0.0201653	0.0201775	0.0138304	0.030529	0.0261147	0.0261085	0.01982	0.0324304	0.028035	0.0280937	0.0217385	0.034194	0.03002	0.0302309	0.0237768	0.0361724	0.0319772	0.0320905	0.0257026	0.0461035	0.0415976	0.0415941	0.0353332	0.0266644	0.022091	0.0222563	0.015757	
rotifer_0.002_2x_1	0.0233179	0.0174367	0.0162563	0.0108083	0.0201653	0.0	0.012718	0.00763634	0.0265048	0.0205666	0.0193141	0.0138886	0.0282669	0.0224668	0.0213207	0.0158	0.030313	0.0244934	0.0234096	0.0178351	0.0321613	0.026184	0.0251127	0.0196726	0.0423009	0.0363716	0.0350473	0.0296872	0.0225048	0.0164467	0.0154198	0.00976304	
rotifer_0.002_4x_1	0.0233507	0.0163032	0.014313	0.00949228	0.0201775	0.012718	0.0	0.0062886	0.026554	0.0193809	0.0173934	0.0125062	0.0282951	0.0212452	0.0193698	0.0144659	0.0302287	0.0232433	0.0213958	0.0164673	0.0321183	0.0251261	0.0233164	0.0184411	0.0420228	0.0351082	0.0331164	0.0283	0.0223105	0.0152571	0.0134273	0.00843322	
rotifer_0.002_8x_1	0.0169326	0.0106867	0.00936905	0.00392214	0.0138304	0.00763634	0.0062886	0.0	0.0200332	0.0137962	0.0124644	0.00698118	0.0219377	0.0157363	0.0145151	0.00900445	0.0238855	0.0177641	0.0165761	0.010985	0.0257827	0.0195578	0.0185349	0.0129732	0.035957	0.0298739	0.028529	0.0231327	0.015967	0.00962962	0.00848466	0.00285345	
rotifer_0.004_1x_1	0.0295413	0.0254407	0.0254263	0.0190565	0.030529	0.0265048	0.026554	0.0200332	0.0	0.0204815	0.0204802	0.0140106	0.0344114	0.030432	0.0304331	0.0239981	0.0365134	0.0324363	0.0324174	0.026036	0.0384419	0.0342309	0.0345403	0.0280668	0.047929	0.0441212	0.0441656	0.0377314	0.0285861	0.0244135	0.0244893	0.0179906	
rotifer_0.004_2x_1	0.0251729	0.0193567	0.0181909	0.0127783	0.0261147	0.0205666	0.0193809	0.0137962	0.0204815	0.0	0.0126886	0.00763395	0.0303612	0.0243322	0.0232661	0.017767	0.0322417	0.026381	0.0253181	0.0197997	0.0342935	0.0281845	0.0272642	0.0217547	0.0440923	0.0382941	0.0370417	0.0316487	0.0242394	0.0183062	0.0173595	0.0117087	
