sample	oyster_0.001_1x_1	oyster_0.001_2x_1	oyster_0.001_4x_1	oyster_0.001_8x_1	oyster_0.002_1x_1	oyster_0.002_2x_1	oyster_0.002_4x_1	oyster_0.002_8x_1	oyster_0.004_1x_1	oyster_0.004_2x_1	oyster_0.004_4x_1	oyster_0.004_8x_1	oyster_0.006_1x_1	oyster_0.006_2x_1	oyster_0.006_4x_1	oyster_0.006_8x_1	oyster_0.008_1x_1	oyster_0.008_2x_1	oyster_0.008_4x_1	oyster_0.008_8x_1	oyster_0.01_1x_1	oyster_0.01_2x_1	oyster_0.01_4x_1	oyster_0.01_8x_1	oyster_0.02_1x_1	oyster_0.02_2x_1	oyster_0.02_4x_1	oyster_0.02_8x_1	oyster_0.0_1x_1	oyster_0.0_2x_1	oyster_0.0_4x_1	oyster_0.0_8x_1	
oyster_0.001_1x_1	0.0	0.00720505	0.0134991	0.0126061	0.0256777	0.022434	0.0231857	0.0161718	0.0276183	0.0243998	0.0251127	0.0182718	0.0296633	0.0265674	0.0272281	0.0203818	0.0315579	0.0283751	0.0290296	0.0222541	0.0334243	0.0303912	0.0310126	0.024285	0.0423835	0.0393547	0.0401209	0.0336792	0.0239965	0.0204901	0.021151	0.014124	
oyster_0.001_2x_1	0.00720505	0.0	0.00534763	0.00714824	0.022496	0.0173141	0.0168317	0.0108512	0.0241828	0.0191977	0.0186686	0.0128049	0.0265763	0.0214546	0.0209086	0.0149744	0.0281681	0.023191	0.0227395	0.0168576	0.0300664	0.0252039	0.0247842	0.0188374	0.039498	0.034539	0.0340771	0.0284024	0.0205197	0.0153817	0.0148259	0.00876766	
oyster_0.001_4x_1	0.0134991	0.00534763	0.0	0.00646273	0.0231902	0.0167481	0.0154446	0.0100721	0.024869	0.018668	0.0172579	0.0120227	0.0270697	0.0208669	0.0194094	0.0142104	0.0286523	0.0225487	0.0211687	0.0160557	0.030557	0.0245704	0.023194	0.0180377	0.0400342	0.0339534	0.0325212	0.0276088	0.0210802	0.0148121	0.0133554	0.00804521	
oyster_0.001_8x_1	0.0126061	0.00714824	0.00646273	0.0	0.016286	0.0108549	0.0102214	0.00410101	0.0180446	0.0128765	0.0121695	0.0061543	0.0203831	0.0150998	0.0144047	0.0084101	0.0221132	0.0168813	0.016259	0.0103356	0.0239847	0.0188784	0.0183068	0.0123913	0.0336072	0.0285565	0.0279286	0.0222058	0.0142293	0.00883334	0.00814239	0.00197407	
oyster_0.002_1x_1	0.0256777	0.022496	0.0231902	0.016286	0.0	0.00732817	0.0137235	0.0127458	0.0288122	0.0257706	0.0263438	0.0194268	0.0309541	0.0277591	0.0283029	0.0215267	0.0325437	0.0293912	0.0301533	0.0233354	0.0343498	0.0312434	0.0321904	0.0254695	0.0436416	0.0404726	0.0412826	0.0347767	0.0249905	0.0216306	0.0223185	0.0152066	
oyster_0.002_2x_1	0.022434	0.0173141	0.0167481	0.0108549	0.00732817	0.0	0.0053499	0.00719895	0.0253569	0.0204756	0.0198479	0.0138972	0.0276635	0.0225597	0.0220345	0.0160392	0.0291134	0.024182	0.0237955	0.0178961	0.0310557	0.0262633	0.0259159	0.019971	0.0403383	0.0354472	0.0350962	0.0294322	0.0215323	0.0163947	0.0158797	0.00984904	
oyster_0.002_4x_1	0.0231857	0.0168317	0.0154446	0.0102214	0.0137235	0.0053499	0.0	0.0065209	0.0260203	0.0199058	0.0184334	0.0132021	0.0282	0.0220559	0.0205421	0.0153422	0.0297683	0.0237596	0.022354	0.0172689	0.0317135	0.0257499	0.0243234	0.0192481	0.0411318	0.0349379	0.033502	0.0286731	0.0222527	0.0159098	0.0145043	0.0092187	
oyster_0.002_8x_1	0.0161718	0.0108512	0.0100721	0.00410101	0.0127458	0.00719895	0.0065209	0.0	0.0190754	0.0139225	0.0131723	0.0072065	0.0214096	0.016116	0.0154049	0.00943885	0.0231018	0.0178853	0.0172998	0.0114005	0.0250203	0.0199014	0.0193493	0.0134058	0.034592	0.0294301	0.0288521	0.0231796	0.0152321	0.00987211	0.00913995	0.00304001	
oyster_0.004_1x_1	0.0276183	0.0241828	0.024869	0.0180446	0.0288122	0.0253569	0.0260203	0.0190754	0.0	0.0196041	0.0201627	0.0132486	0.0323517	0.0292361	0.0299389	0.023219	0.0342385	0.0310523	0.0318003	0.0251553	0.0359322	0.0329014	0.0336568	0.0269991	0.0448414	0.0417654	0.0428098	0.0362725	0.02665	0.0233141	0.0239602	0.0169737	
oyster_0.004_2x_1	0.0243998	0.0191977	0.018668	0.0128765	0.0257706	0.0204756	0.0199058	0.0139225	0.0196041	0.0	0.00532589	0.00716589	0.0294548	0.0244393	0.0238244	0.0179917	0.0309828	0.0261226	0.0257129	0.0198988	0.032821	0.0279746	0.0275797	0.0218124	0.042149	0.0372965	0.0368109	0.0312255	0.0235109	0.0183882	0.0178124	0.0118614	
oyster_0.004_4x_1	0.0251127	0.0186686	0.0172579	0.0121695	0.0263438	0.0198479	0.0184334	0.0131723	0.0201627	0.00532589	0.0	0.00636951	0.03004	0.0239044	0.0223729	0.0172413	0.031643	0.0255956	0.024221	0.0191977	0.0334231	0.0274662	0.0260823	0.0210728	0.0428941	0.0368224	0.0353881	0.030474	0.0241065	0.0178357	0.0163492	0.0111504	
oyster_0.004_8x_1	0.0182718	0.0128049	0.0120227	0.0061543	0.0194268	0.0138972	0.0132021	0.0072065	0.0132486	0.00716589	0.00636951	0.0	0.023382	0.0180354	0.0173175	0.0114017	0.0249598	0.0198009	0.0192371	0.0133598	0.0269179	0.0217892	0.0212274	0.0153382	0.0364095	0.0312211	0.0306155	0.0250361	0.0172546	0.0118542	0.0111074	0.00508988	
oyster_0.006_1x_1	0.0296633	0.0265763	0.0270697	0.0203831	0.0309541	0.0276635	0.0282	0.0214096	0.0323517	0.0294548	0.03004	0.023382	0.0	0.00743792	0.0138137	0.0128701	0.0362502	0.033193	0.0339307	0.027267	0.0378757	0.0349445	0.0358541	0.0291995	0.0473548	0.0441521	0.0449708	0.0384939	0.0288072	0.0255768	0.0262607	0.0193698	
oyster_0.006_2x_1	0.0265674	0.0214546	0.0208669	0.0150998	0.0277591	0.0225597	0.0220559	0.016116	0.0292361	0.0244393	0.0239044	0.0180354	0.00743792	0.0	0.00534105	0.00721115	0.0331249	0.0282932	0.0278151	0.0220424	0.0348552	0.0301777	0.0297433	0.0239776	0.0442392	0.0393578	0.0387976	0.0333028	0.0256495	0.0205666	0.020082	0.0141134	
