sample	moss_0.001_1x_1	moss_0.001_2x_1	moss_0.001_4x_1	moss_0.001_8x_1	moss_0.002_1x_1	moss_0.002_2x_1	moss_0.002_4x_1	moss_0.002_8x_1	moss_0.004_1x_1	moss_0.004_2x_1	moss_0.004_4x_1	moss_0.004_8x_1	moss_0.006_1x_1	moss_0.006_2x_1	moss_0.006_4x_1	moss_0.006_8x_1	moss_0.008_1x_1	moss_0.008_2x_1	moss_0.008_4x_1	moss_0.008_8x_1	moss_0.01_1x_1	moss_0.01_2x_1	moss_0.01_4x_1	moss_0.01_8x_1	moss_0.02_1x_1	moss_0.02_2x_1	moss_0.02_4x_1	moss_0.02_8x_1	moss_0.0_1x_1	moss_0.0_2x_1	moss_0.0_4x_1	moss_0.0_8x_1	
moss_0.001_1x_1	0.0	0.0199078	0.0209133	0.0133944	0.025737	0.0229531	0.0241573	0.016708	0.0274671	0.0250345	0.0261515	0.0189412	0.029383	0.0268179	0.0281526	0.0209443	0.0313821	0.0289211	0.0300516	0.0230055	0.0331273	0.0307754	0.031953	0.0249292	0.0423332	0.0401455	0.0415854	0.0346764	0.0237924	0.0208783	0.0220645	0.0145184	
moss_0.001_2x_1	0.0199078	0.0	0.0148245	0.00834695	0.0229374	0.0182525	0.0181816	0.0117257	0.024546	0.020164	0.0200769	0.0137482	0.0265298	0.022203	0.0222664	0.0158797	0.0285142	0.0242266	0.0242043	0.0179814	0.0304438	0.0259871	0.0259584	0.0198651	0.0395908	0.0354673	0.035462	0.0295474	0.0211156	0.0162137	0.0161175	0.00954248	
moss_0.001_4x_1	0.0209133	0.0148245	0.0	0.00792115	0.0237627	0.0179173	0.0168038	0.011242	0.0255316	0.0197509	0.0187121	0.0132586	0.0275816	0.0218089	0.0207458	0.0153427	0.0293482	0.0237877	0.0227003	0.01738	0.0313182	0.0255614	0.0243837	0.0191849	0.0403019	0.0349077	0.0339811	0.0288561	0.0222888	0.0160788	0.0147672	0.00918127	
moss_0.001_8x_1	0.0133944	0.00834695	0.00792115	0.0	0.0164962	0.0115634	0.0113688	0.00475667	0.0182485	0.0135615	0.0133716	0.00690793	0.0203381	0.0157444	0.0156081	0.00909376	0.0223395	0.017822	0.0176432	0.0112922	0.0243379	0.019638	0.0194623	0.0131974	0.0338265	0.0295042	0.029499	0.0234548	0.0145777	0.00958701	0.00923846	0.00250653	
moss_0.002_1x_1	0.025737	0.0229374	0.0237627	0.0164962	0.0	0.019742	0.0208649	0.0133222	0.0283526	0.0256563	0.0268906	0.0196651	0.0301363	0.027761	0.0289151	0.0217406	0.0323681	0.0297642	0.0308893	0.0239067	0.0340657	0.0315636	0.0326777	0.0257516	0.042999	0.0410669	0.0422508	0.0355374	0.0247105	0.0217076	0.0228903	0.0153886	
moss_0.002_2x_1	0.0229531	0.0182525	0.0179173	0.0115634	0.019742	0.0	0.0147044	0.00820776	0.0255384	0.0210118	0.0209638	0.0146997	0.0275318	0.0230348	0.0230318	0.0167652	0.0293278	0.0250552	0.0249573	0.0188615	0.0312501	0.0268388	0.02676	0.0206129	0.0403614	0.0364628	0.0364053	0.0305506	0.0220381	0.0172496	0.017009	0.010501	
moss_0.002_4x_1	0.0241573	0.0181816	0.0168038	0.0113688	0.0208649	0.0147044	0.0	0.00792482	0.0266383	0.0208743	0.0197401	0.0143781	0.0285309	0.0228293	0.0217884	0.0164026	0.0304256	0.0248929	0.023755	0.0184818	0.0322709	0.0265271	0.0253519	0.0202404	0.0412088	0.0359473	0.0349142	0.0298456	0.0233515	0.0171606	0.0159435	0.0103678	
moss_0.002_8x_1	0.016708	0.0117257	0.011242	0.00475667	0.0133222	0.00820776	0.00792482	0.0	0.0192968	0.0146277	0.0143534	0.00801532	0.0213765	0.0167465	0.0165745	0.0101735	0.023366	0.0188579	0.0185782	0.012376	0.0252735	0.0206188	0.0204493	0.0142529	0.0346803	0.0305128	0.0302927	0.0243604	0.0156884	0.0106344	0.0102748	0.0036454	
moss_0.004_1x_1	0.0274671	0.024546	0.0255316	0.0182485	0.0283526	0.0255384	0.0266383	0.0192968	0.0	0.0195885	0.0205719	0.0132451	0.031968	0.029461	0.0306079	0.0234494	0.0337715	0.0314947	0.0325922	0.0255845	0.0354916	0.0330328	0.0342194	0.0273004	0.0443986	0.0422114	0.0436265	0.0369497	0.0266671	0.0234825	0.0246061	0.0171628	
moss_0.004_2x_1	0.0250345	0.020164	0.0197509	0.0135615	0.0256563	0.0210118	0.0208743	0.0146277	0.0195885	0.0	0.0144504	0.00812501	0.0292595	0.0247892	0.0247974	0.018665	0.0311132	0.0268897	0.0268116	0.0207245	0.0331553	0.0284916	0.0284514	0.0224384	0.0418269	0.0378474	0.0377373	0.032043	0.0239342	0.0191984	0.0188368	0.0125191	
moss_0.004_4x_1	0.0261515	0.0200769	0.0187121	0.0133716	0.0268906	0.0209638	0.0197401	0.0143534	0.0205719	0.0144504	0.0	0.00763485	0.0303955	0.0246999	0.0236252	0.0182625	0.032152	0.0266734	0.0255956	0.0203479	0.0342309	0.0283819	0.0271515	0.022149	0.042885	0.0374865	0.0365402	0.0315263	0.0253156	0.019123	0.0178249	0.0123448	
moss_0.004_8x_1	0.0189412	0.0137482	0.0132586	0.00690793	0.0196651	0.0146997	0.0143781	0.00801532	0.0132451	0.00812501	0.00763485	0.0	0.0233629	0.0187283	0.018457	0.0122106	0.0253578	0.0207291	0.0205033	0.0143381	0.0273245	0.0225348	0.0222715	0.0162304	0.036591	0.0321346	0.0320095	0.026177	0.0178112	0.0127344	0.0122616	0.00580164	
moss_0.006_1x_1	0.029383	0.0265298	0.0275816	0.0203381	0.0301363	0.0275318	0.0285309	0.0213765	0.031968	0.0292595	0.0303955	0.0233629	0.0	0.0197433	0.0206739	0.013296	0.0358445	0.033342	0.0342922	0.0274737	0.0372035	0.0348355	0.0360727	0.0292137	0.0461829	0.0439846	0.0452376	0.0386985	0.0284005	0.0254916	0.0266257	0.019234	
moss_0.006_2x_1	0.0268179	0.022203	0.0218089	0.0157444	0.027761	0.0230348	0.0228293	0.0167465	0.029461	0.0247892	0.0246999	0.0187283	0.0197433	0.0	0.0143372	0.00805477	0.0332015	0.0287664	0.0286226	0.0227262	0.0350618	0.030446	0.0303323	0.0245087	0.0437345	0.0395812	0.0395444	0.0338654	0.026063	0.0213166	0.0208938	0.0146381	
moss_0.006_4x_1	0.0281526	0.0222664	0.0207458	0.0156081	0.0289151	0.0230318	0.0217884	0.0165745	0.0306079	0.0247974	0.0236252	0.018457	0.0206739	0.0143372	0.0	0.00754466	0.0340759	0.0286414	0.0273124	0.02241	0.0360879	0.0302394	0.0291164	0.0241987	0.0448752	0.0393992	0.0384236	0.0334872	0.0274008	0.0212103	0.019867	0.014572	
moss_0.006_8x_1	0.0209443	0.0158797	0.0153427	0.00909376	0.0217406	0.0167652	0.0164026	0.0101735	0.0234494	0.018665	0.0182625	0.0122106	0.013296	0.00805477	0.00754466	0.0	0.0273134	0.0227321	0.0223569	0.0164105	0.0293503	0.0244199	0.0241844	0.0182333	0.0384221	0.0340089	0.0336817	0.0280812	0.019971	0.0148523	0.0143748	0.00800947	
moss_0.008_1x_1	0.0313821	0.0285142	0.0293482	0.0223395	0.0323681	0.0293278	0.0304256	0.023366	0.0337715	0.0311132	0.032152	0.0253578	0.0358445	0.0332015	0.0340759	0.0273134	0.0	0.0199065	0.0206096	0.0134062	0.0391586	0.036567	0.0376352	0.0310446	0.0479627	0.0454747	0.0467953	0.0403465	0.0303333	0.027623	0.0283927	0.021261	
moss_0.008_2x_1	0.0289211	0.0242266	0.0237877	0.017822	0.0297642	0.0250552	0.0248929	0.0188579	0.0314947	0.0268897	0.0266734	0.0207291	0.033342	0.0287664	0.0286414	0.0227321	0.0199065	0.0	0.0141694	0.0080104	0.0368866	0.0323927	0.0321671	0.0264611	0.0456709	0.0415541	0.0415872	0.0359103	0.0280947	0.0233194	0.0228881	0.0168194	
moss_0.008_4x_1	0.0300516	0.0242043	0.0227003	0.0176432	0.0308893	0.0249573	0.023755	0.0185782	0.0325922	0.0268116	0.0255956	0.0205033	0.0342922	0.0286226	0.0273124	0.0223569	0.0206096	0.0141694	0.0	0.00737514	0.0380028	0.0321369	0.0309497	0.0262007	0.0466222	0.0411557	0.0401882	0.0352837	0.0293339	0.0233034	0.0218336	0.0166669	
moss_0.008_8x_1	0.0230055	0.0179814	0.01738	0.0112922	0.0239067	0.0188615	0.0184818	0.012376	0.0255845	0.0207245	0.0203479	0.0143381	0.0274737	0.0227262	0.02241	0.0164105	0.0134062	0.0080104	0.00737514	0.0	0.031363	0.0264032	0.0261226	0.0202606	0.0403449	0.0358705	0.0357258	0.0299852	0.0220367	0.0170498	0.0164079	0.0102128	
moss_0.01_1x_1	0.0331273	0.0304438	0.0313182	0.0243379	0.0340657	0.0312501	0.0322709	0.0252735	0.0354916	0.0331553	0.0342309	0.0273245	0.0372035	0.0350618	0.0360879	0.0293503	0.0391586	0.0368866	0.0380028	0.031363	0.0	0.0199269	0.0206553	0.0135009	0.0495219	0.0471322	0.0482766	0.0420317	0.0324374	0.0293994	0.0304159	0.0232798	
moss_0.01_2x_1	0.0307754	0.0259871	0.0255614	0.019638	0.0315636	0.0268388	0.0265271	0.0206188	0.0330328	0.0284916	0.0283819	0.0225348	0.0348355	0.030446	0.0302394	0.0244199	0.036567	0.0323927	0.0321369	0.0264032	0.0199269	0.0	0.0139452	0.00789427	0.0471278	0.0428117	0.0427879	0.0372079	0.0298676	0.0250145	0.0246346	0.0186495	
moss_0.01_4x_1	0.031953	0.0259584	0.0243837	0.0194623	0.0326777	0.02676	0.0253519	0.0204493	0.0342194	0.0284514	0.0271515	0.0222715	0.0360727	0.0303323	0.0291164	0.0241844	0.0376352	0.0321671	0.0309497	0.0261226	0.0206553	0.0139452	0.0	0.00713089	0.0479739	0.0424483	0.0414847	0.036683	0.0311232	0.0249921	0.0235533	0.0185284	
moss_0.01_8x_1	0.0249292	0.0198651	0.0191849	0.0131974	0.0257516	0.0206129	0.0202404	0.0142529	0.0273004	0.0224384	0.022149	0.0162304	0.0292137	0.0245087	0.0241987	0.0182333	0.0310446	0.0264611	0.0262007	0.0202606	0.0135009	0.00789427	0.00713089	0.0	0.0417917	0.0373577	0.037046	0.0314811	0.0239744	0.018826	0.0182479	0.0121456	
moss_0.02_1x_1	0.0423332	0.0395908	0.0403019	0.0338265	0.042999	0.0403614	0.0412088	0.0346803	0.0443986	0.0418269	0.042885	0.036591	0.0461829	0.0437345	0.0448752	0.0384221	0.0479627	0.0456709	0.0466222	0.0403449	0.0495219	0.0471278	0.0479739	0.0417917	0.0	0.0201594	0.0204316	0.0136241	0.0413136	0.0386908	0.0394374	0.0328786	
moss_0.02_2x_1	0.0401455	0.0354673	0.0349077	0.0295042	0.0410669	0.0364628	0.0359473	0.0305128	0.0422114	0.0378474	0.0374865	0.0321346	0.0439846	0.0395812	0.0393992	0.0340089	0.0454747	0.0415541	0.0411557	0.0358705	0.0471322	0.0428117	0.0424483	0.0373577	0.0201594	0.0	0.0135579	0.00772863	0.0394788	0.0346699	0.034105	0.0287326	
moss_0.02_4x_1	0.0415854	0.035462	0.0339811	0.029499	0.0422508	0.0364053	0.0349142	0.0302927	0.0436265	0.0377373	0.0365402	0.0320095	0.0452376	0.0395444	0.0384236	0.0336817	0.0467953	0.0415872	0.0401882	0.0357258	0.0482766	0.0427879	0.0414847	0.037046	0.0204316	0.0135579	0.0	0.00671543	0.0407133	0.0347232	0.0332308	0.0286543	
moss_0.02_8x_1	0.0346764	0.0295474	0.0288561	0.0234548	0.0355374	0.0305506	0.0298456	0.0243604	0.0369497	0.032043	0.0315263	0.026177	0.0386985	0.0338654	0.0334872	0.0280812	0.0403465	0.0359103	0.0352837	0.0299852	0.0420317	0.0372079	0.036683	0.0314811	0.0136241	0.00772863	0.00671543	0.0	0.0338641	0.0287723	0.0280072	0.0225333	
moss_0.0_1x_1	0.0237924	0.0211156	0.0222888	0.0145777	0.0247105	0.0220381	0.0233515	0.0156884	0.0266671	0.0239342	0.0253156	0.0178112	0.0284005	0.026063	0.0274008	0.019971	0.0303333	0.0280947	0.0293339	0.0220367	0.0324374	0.0298676	0.0311232	0.0239744	0.0413136	0.0394788	0.0407133	0.0338641	0.0	0.0200203	0.0212179	0.0134722	
moss_0.0_2x_1	0.0208783	0.0162137	0.0160788	0.00958701	0.0217076	0.0172496	0.0171606	0.0106344	0.0234825	0.0191984	0.019123	0.0127344	0.0254916	0.0213166	0.0212103	0.0148523	0.027623	0.0233194	0.0233034	0.0170498	0.0293994	0.0250145	0.0249921	0.018826	0.0386908	0.0346699	0.0347232	0.0287723	0.0200203	0.0	0.0150503	0.00846209	
moss_0.0_4x_1	0.0220645	0.0161175	0.0147672	0.00923846	0.0228903	0.017009	0.0159435	0.0102748	0.0246061	0.0188368	0.0178249	0.0122616	0.0266257	0.0208938	0.019867	0.0143748	0.0283927	0.0228881	0.0218336	0.0164079	0.0304159	0.0246346	0.0235533	0.0182479	0.0394374	0.034105	0.0332308	0.0280072	0.0212179	0.0150503	0.0	0.00817348	
moss_0.0_8x_1	0.0145184	0.00954248	0.00918127	0.00250653	0.0153886	0.010501	0.0103678	0.0036454	0.0171628	0.0125191	0.0123448	0.00580164	0.019234	0.0146381	0.014572	0.00800947	0.021261	0.0168194	0.0166669	0.0102128	0.0232798	0.0186495	0.0185284	0.0121456	0.0328786	0.0287326	0.0286543	0.0225333	0.0134722	0.00846209	0.00817348	0.0	
