sample	moss_0.001_1x_1	moss_0.001_2x_1	moss_0.001_4x_1	moss_0.001_8x_1	moss_0.002_1x_1	moss_0.002_2x_1	moss_0.002_4x_1	moss_0.002_8x_1	moss_0.004_1x_1	moss_0.004_2x_1	moss_0.004_4x_1	moss_0.004_8x_1	moss_0.006_1x_1	moss_0.006_2x_1	moss_0.006_4x_1	moss_0.006_8x_1	moss_0.008_1x_1	moss_0.008_2x_1	moss_0.008_4x_1	moss_0.008_8x_1	moss_0.01_1x_1	moss_0.01_2x_1	moss_0.01_4x_1	moss_0.01_8x_1	moss_0.02_1x_1	moss_0.02_2x_1	moss_0.02_4x_1	moss_0.02_8x_1	moss_0.0_1x_1	moss_0.0_2x_1	moss_0.0_4x_1	moss_0.0_8x_1	
moss_0.001_1x_1	0.0	0.019787	0.0209193	0.0132703	0.0256092	0.0227862	0.0239988	0.0164804	0.0275421	0.0248187	0.0260744	0.0186281	0.0292921	0.0266815	0.027965	0.0207052	0.0314226	0.0288052	0.0300569	0.0228241	0.0330316	0.0306806	0.0317706	0.0247433	0.0418674	0.039912	0.041274	0.0345054	0.0233866	0.020642	0.0219292	0.014245	
moss_0.001_2x_1	0.019787	0.0	0.0148825	0.00835735	0.023001	0.0183296	0.0181012	0.0117075	0.02485	0.0200711	0.0201239	0.0137702	0.0265781	0.022195	0.0222217	0.0159205	0.028525	0.0240946	0.0240391	0.0179115	0.0304815	0.0261577	0.0261471	0.0199883	0.0392485	0.0355415	0.0356416	0.0297215	0.0207598	0.0161972	0.0160758	0.00952231	
moss_0.001_4x_1	0.0209193	0.0148825	0.0	0.00802363	0.0242202	0.0180487	0.0167915	0.0113399	0.0258379	0.0198925	0.0188784	0.0133532	0.0275458	0.0218407	0.0207832	0.0153373	0.0296281	0.0237674	0.0227121	0.0174289	0.0314023	0.0257138	0.0246615	0.0193555	0.0401111	0.0350843	0.0340695	0.0289793	0.0218888	0.0159992	0.0148197	0.00922372	
moss_0.001_8x_1	0.0132703	0.00835735	0.00802363	0.0	0.0166291	0.0115603	0.0113172	0.00472794	0.0186001	0.0136183	0.0134903	0.00696319	0.0203452	0.0156869	0.0154193	0.00900314	0.0224836	0.0178294	0.0175971	0.0112619	0.024313	0.0198098	0.0196563	0.0133414	0.0335057	0.0294887	0.0294025	0.0233499	0.0143497	0.00946299	0.00921469	0.00247777	
moss_0.002_1x_1	0.0256092	0.023001	0.0242202	0.0166291	0.0	0.019996	0.0211074	0.0134881	0.0286503	0.0258898	0.0271616	0.0198492	0.0303408	0.0278608	0.0290095	0.0217645	0.0323364	0.0300305	0.0309927	0.0239264	0.0341825	0.0317831	0.0330522	0.0259506	0.0428574	0.0407738	0.0422025	0.0355239	0.0245168	0.0219228	0.0232016	0.0154525	
moss_0.002_2x_1	0.0227862	0.0183296	0.0180487	0.0115603	0.019996	0.0	0.0147405	0.00823367	0.0257413	0.0211551	0.0210979	0.0147639	0.0274699	0.0231267	0.0230318	0.0168264	0.0294066	0.0251027	0.0250079	0.0188663	0.0314068	0.0269617	0.0270431	0.0209025	0.0400375	0.0363591	0.0363032	0.0305808	0.0216683	0.0171475	0.0170846	0.0104799	
moss_0.002_4x_1	0.0239988	0.0181012	0.0167915	0.0113172	0.0211074	0.0147405	0.0	0.00788999	0.0268615	0.0208736	0.0197781	0.0143986	0.0284573	0.0227788	0.0216725	0.0163476	0.0306036	0.0247203	0.0235719	0.0183524	0.032223	0.0266905	0.0255572	0.0203479	0.0408548	0.0358322	0.0348146	0.0298122	0.0229508	0.0169976	0.0158991	0.0102895	
moss_0.002_8x_1	0.0164804	0.0117075	0.0113399	0.00472794	0.0134881	0.00823367	0.00788999	0.0	0.0196701	0.014685	0.0145268	0.00805601	0.0214027	0.0167518	0.0165284	0.0101175	0.0235757	0.0188591	0.0185841	0.0123161	0.0252887	0.0208528	0.0206281	0.0143641	0.0344088	0.030403	0.0303002	0.0243507	0.0154456	0.010546	0.0103137	0.00361777	
moss_0.004_1x_1	0.0275421	0.02485	0.0258379	0.0186001	0.0286503	0.0257413	0.0268615	0.0196701	0.0	0.019895	0.0208126	0.0134427	0.0322802	0.0298718	0.0308016	0.0238268	0.0342871	0.0318289	0.0328402	0.0258872	0.0357681	0.0334773	0.0347323	0.0277383	0.0443188	0.0424141	0.043636	0.0371528	0.0265988	0.0237121	0.0248887	0.0175014	
moss_0.004_2x_1	0.0248187	0.0200711	0.0198925	0.0136183	0.0258898	0.0211551	0.0208736	0.014685	0.019895	0.0	0.0144	0.00810269	0.0293789	0.0249756	0.0247736	0.0187426	0.0314676	0.0270074	0.0266725	0.0207331	0.0329652	0.0288062	0.0287495	0.0227602	0.0419591	0.0381036	0.0379474	0.0323798	0.0237627	0.0191744	0.01892	0.0126107	
