sample	leech_0.001_1x_1	leech_0.001_2x_1	leech_0.001_4x_1	leech_0.001_8x_1	leech_0.002_1x_1	leech_0.002_2x_1	leech_0.002_4x_1	leech_0.002_8x_1	leech_0.004_1x_1	leech_0.004_2x_1	leech_0.004_4x_1	leech_0.004_8x_1	leech_0.006_1x_1	leech_0.006_2x_1	leech_0.006_4x_1	leech_0.006_8x_1	leech_0.008_1x_1	leech_0.008_2x_1	leech_0.008_4x_1	leech_0.008_8x_1	leech_0.01_1x_1	leech_0.01_2x_1	leech_0.01_4x_1	leech_0.01_8x_1	leech_0.02_1x_1	leech_0.02_2x_1	leech_0.02_4x_1	leech_0.02_8x_1	leech_0.0_1x_1	leech_0.0_2x_1	leech_0.0_4x_1	leech_0.0_8x_1	
leech_0.001_1x_1	0.0	0.0204868	0.020122	0.0140088	0.0279755	0.0232342	0.0230687	0.0168953	0.029961	0.0255273	0.0251745	0.0190061	0.0318495	0.02723	0.027033	0.02092	0.0338892	0.0291579	0.0290346	0.0227988	0.035957	0.031269	0.030953	0.0248541	0.0457285	0.0409785	0.0409106	0.0347336	0.0260989	0.0213951	0.0211135	0.0149421	
leech_0.001_2x_1	0.0204868	0.0	0.0129446	0.0075682	0.0234533	0.0172122	0.0158991	0.0104985	0.0255001	0.0193153	0.0180429	0.0126049	0.0273264	0.0210565	0.0198365	0.0144472	0.02934	0.0229785	0.0218145	0.0163947	0.0310789	0.0250727	0.0237776	0.0184129	0.0412191	0.0350817	0.0338315	0.0285054	0.0214	0.0152286	0.0139516	0.00852479	
leech_0.001_4x_1	0.020122	0.0129446	0.0	0.00610438	0.0231373	0.0158868	0.0138891	0.00902755	0.025417	0.0179808	0.0159435	0.011147	0.0271055	0.0199135	0.0178283	0.0130722	0.0290911	0.0218315	0.0198276	0.0149816	0.0309376	0.0238644	0.0217027	0.016997	0.0409361	0.0338378	0.031709	0.0270541	0.0211265	0.0140316	0.0118777	0.0070764	
leech_0.001_8x_1	0.0140088	0.0075682	0.00610438	0.0	0.0169174	0.0105072	0.00906194	0.00374023	0.0191444	0.0126011	0.0111896	0.00585859	0.0208864	0.0145344	0.0130843	0.00776486	0.0228382	0.0164578	0.0150029	0.00970205	0.0247769	0.0184676	0.0169672	0.0117285	0.0348906	0.0284553	0.0270752	0.0218456	0.0149662	0.00857944	0.0070646	0.0017696	
leech_0.002_1x_1	0.0279755	0.0234533	0.0231373	0.0169174	0.0	0.0205151	0.020175	0.0140403	0.030909	0.0264718	0.0262254	0.0200756	0.0329375	0.0285113	0.028088	0.0219065	0.0350156	0.0303923	0.0301458	0.0239752	0.0366957	0.0323177	0.0319795	0.0257861	0.0469201	0.0422651	0.0420743	0.0359625	0.0268333	0.0224056	0.0221835	0.0159506	
leech_0.002_2x_1	0.0232342	0.0172122	0.0158868	0.0105072	0.0205151	0.0	0.0130019	0.00756641	0.0265719	0.0202184	0.0190061	0.0135703	0.0283097	0.0221074	0.0208555	0.0154391	0.0303141	0.0240044	0.0228315	0.0173817	0.032258	0.0262386	0.0248838	0.0194697	0.0421722	0.0361544	0.0348434	0.0295279	0.0223134	0.0161847	0.0149373	0.00950831	
leech_0.002_4x_1	0.0230687	0.0158991	0.0138891	0.00906194	0.020175	0.0130019	0.0	0.00605865	0.0265495	0.0189909	0.0169099	0.0121261	0.0281816	0.0209207	0.018814	0.0140777	0.0300442	0.0227728	0.0207618	0.0159665	0.0320141	0.024892	0.0226487	0.0179384	0.0419945	0.0349287	0.0327624	0.028112	0.0221117	0.0149922	0.0128553	0.00805138	
leech_0.002_8x_1	0.0168953	0.0104985	0.00902755	0.00374023	0.0140403	0.00756641	0.00605865	0.0	0.0202125	0.0136125	0.0121322	0.00680908	0.0219157	0.0155616	0.0140791	0.00878844	0.0238174	0.0173906	0.0159951	0.0106797	0.0258146	0.0195303	0.0179379	0.0127117	0.0359117	0.0295165	0.0280812	0.0228531	0.0159389	0.00952026	0.00802641	0.00273074	
leech_0.004_1x_1	0.029961	0.0255001	0.025417	0.0191444	0.030909	0.0265719	0.0265495	0.0202125	0.0	0.0206766	0.0204415	0.0141171	0.0348722	0.0305106	0.0303483	0.0241517	0.0368581	0.0324068	0.0322791	0.0260692	0.0389532	0.0344345	0.0340645	0.0280831	0.0484842	0.0442179	0.0439558	0.037928	0.0291275	0.0245079	0.024432	0.0181486	
leech_0.004_2x_1	0.0255273	0.0193153	0.0179808	0.0126011	0.0264718	0.0202184	0.0189909	0.0136125	0.0206766	0.0	0.0129689	0.00762017	0.0304578	0.0242154	0.022903	0.017573	0.0324692	0.0260526	0.0248525	0.0195296	0.0340721	0.0280427	0.0266122	0.0214324	0.0440096	0.038087	0.0367398	0.0314856	0.0244183	0.0183308	0.0169326	0.0116379	
leech_0.004_4x_1	0.0251745	0.0180429	0.0159435	0.0111896	0.0262254	0.0190061	0.0169099	0.0121322	0.0204415	0.0129689	0.0	0.00608483	0.0301819	0.023025	0.0208481	0.0161599	0.0320998	0.0248015	0.0227877	0.0180372	0.0340291	0.0268515	0.0246591	0.019994	0.0438144	0.0367639	0.0345829	0.0299621	0.0243411	0.0171294	0.0149233	0.0101899	
leech_0.004_8x_1	0.0190061	0.0126049	0.011147	0.00585859	0.0200756	0.0135703	0.0121261	0.00680908	0.0141171	0.00762017	0.00608483	0.0	0.0239177	0.0176235	0.016133	0.0108355	0.0260281	0.0194847	0.0180925	0.0127724	0.0279172	0.0215413	0.0199844	0.0147882	0.0378235	0.0315783	0.0300231	0.0248615	0.0180423	0.011654	0.0101357	0.00485176	
leech_0.006_1x_1	0.0318495	0.0273264	0.0271055	0.0208864	0.0329375	0.0283097	0.0281816	0.0219157	0.0348722	0.0304578	0.0301819	0.0239177	0.0	0.020448	0.0202307	0.0140672	0.0385875	0.034062	0.033937	0.0277534	0.0407318	0.0364951	0.0358883	0.029876	0.0506774	0.0463131	0.0461035	0.0398893	0.0310026	0.0263881	0.0261629	0.0199473	
