sample	club-moss_0.001_1x_1	club-moss_0.001_2x_1	club-moss_0.001_4x_1	club-moss_0.001_8x_1	club-moss_0.002_1x_1	club-moss_0.002_2x_1	club-moss_0.002_4x_1	club-moss_0.002_8x_1	club-moss_0.004_1x_1	club-moss_0.004_2x_1	club-moss_0.004_4x_1	club-moss_0.004_8x_1	club-moss_0.006_1x_1	club-moss_0.006_2x_1	club-moss_0.006_4x_1	club-moss_0.006_8x_1	club-moss_0.008_1x_1	club-moss_0.008_2x_1	club-moss_0.008_4x_1	club-moss_0.008_8x_1	club-moss_0.01_1x_1	club-moss_0.01_2x_1	club-moss_0.01_4x_1	club-moss_0.01_8x_1	club-moss_0.02_1x_1	club-moss_0.02_2x_1	club-moss_0.02_4x_1	club-moss_0.02_8x_1	club-moss_0.0_1x_1	club-moss_0.0_2x_1	club-moss_0.0_4x_1	club-moss_0.0_8x_1	
club-moss_0.001_1x_1	0.0	0.0176737	0.0191928	0.0120171	0.0235433	0.0207111	0.022239	0.0149276	0.0251127	0.0226016	0.0240827	0.0168732	0.0271875	0.0244796	0.0259089	0.0188386	0.0289592	0.026273	0.0276994	0.020656	0.030596	0.0282	0.0295	0.0226089	0.0398763	0.037619	0.0385737	0.0320974	0.0214719	0.0187876	0.0203354	0.0128358	
club-moss_0.001_2x_1	0.0176737	0.0	0.0136223	0.00753276	0.020875	0.0164883	0.0169088	0.010497	0.0224362	0.0184711	0.0186918	0.0123975	0.0243026	0.0202996	0.0204815	0.014327	0.0262166	0.0220602	0.0223773	0.016208	0.0278771	0.0239342	0.0241621	0.0180867	0.0371051	0.0331991	0.0331467	0.0273282	0.01892	0.014596	0.0150208	0.00849102	
club-moss_0.001_4x_1	0.0191928	0.0136223	0.0	0.00753812	0.0220802	0.0166111	0.016011	0.0104941	0.0237955	0.0185883	0.0178408	0.012416	0.0256717	0.0203616	0.0196544	0.0143089	0.0275787	0.0221239	0.0215462	0.0161625	0.0290568	0.0239036	0.0232395	0.0179379	0.0381941	0.0330933	0.0321172	0.0271441	0.0203015	0.0147853	0.0141947	0.00861343	
club-moss_0.001_8x_1	0.0120171	0.00753276	0.00753812	0.0	0.01487	0.010345	0.0106134	0.00404971	0.0165967	0.0124586	0.0125886	0.00609607	0.0185717	0.0143126	0.0144462	0.0081216	0.0205197	0.0161816	0.0163775	0.0100576	0.0221828	0.0180792	0.0182706	0.0120215	0.0316964	0.027725	0.0276645	0.0217547	0.0129109	0.00842023	0.00864684	0.00195081	
club-moss_0.002_1x_1	0.0235433	0.020875	0.0220802	0.01487	0.0	0.0177171	0.0192888	0.0121391	0.0261647	0.0236508	0.0250195	0.0178556	0.0281227	0.0254653	0.0268243	0.0198638	0.0299484	0.0272216	0.0286137	0.0216124	0.0315806	0.0290538	0.0304363	0.023578	0.0407553	0.0385445	0.0395348	0.0330195	0.0225099	0.0197692	0.02125	0.0138656	
club-moss_0.002_2x_1	0.0207111	0.0164883	0.0166111	0.010345	0.0177171	0.0	0.0135601	0.00742611	0.0233644	0.0193302	0.0195215	0.01332	0.0252567	0.0211203	0.0212713	0.0152027	0.0271644	0.0228397	0.0231864	0.0170639	0.0286988	0.0247269	0.0249119	0.0188742	0.0378951	0.0338691	0.0338629	0.0282398	0.019813	0.0155401	0.0157798	0.0094012	
club-moss_0.002_4x_1	0.022239	0.0169088	0.016011	0.0106134	0.0192888	0.0135601	0.0	0.0074326	0.0248549	0.0195603	0.0188362	0.0134828	0.0266644	0.0213414	0.0205758	0.0153062	0.0286711	0.0230724	0.0224427	0.0171683	0.0301289	0.0249119	0.0241295	0.018986	0.0390392	0.0338553	0.0329134	0.0280331	0.0213482	0.0158436	0.0152497	0.00967407	
club-moss_0.002_8x_1	0.0149276	0.010497	0.0104941	0.00404971	0.0121391	0.00742611	0.0074326	0.0	0.0176241	0.0134317	0.0135199	0.00712858	0.0195816	0.0152738	0.0153486	0.00913096	0.0215038	0.0170645	0.0173042	0.0110272	0.0231804	0.0190389	0.0191732	0.0130066	0.0325448	0.0285034	0.0284122	0.0225663	0.0139402	0.00947116	0.0096396	0.00304044	
club-moss_0.004_1x_1	0.0251127	0.0224362	0.0237955	0.0165967	0.0261647	0.0233644	0.0248549	0.0176241	0.0	0.017927	0.0192438	0.0122008	0.029534	0.0270504	0.0284465	0.0214982	0.0315568	0.0289863	0.0302906	0.0233118	0.0330715	0.0307416	0.0319795	0.0252424	0.0420565	0.0398261	0.0408362	0.0343677	0.0242138	0.0215094	0.0229815	0.0156271	
club-moss_0.004_2x_1	0.0226016	0.0184711	0.0185883	0.0124586	0.0236508	0.0193302	0.0195603	0.0134317	0.017927	0.0	0.013422	0.0075527	0.0272207	0.0229785	0.0231124	0.0171946	0.0291914	0.0247777	0.0250561	0.0190425	0.0305971	0.02647	0.0266284	0.0207745	0.0397436	0.0356891	0.0355469	0.0299494	0.0217744	0.0175551	0.0177766	0.0115166	
club-moss_0.004_4x_1	0.0240827	0.0186918	0.0178408	0.0125886	0.0250195	0.0195215	0.0188362	0.0135199	0.0192438	0.013422	0.0	0.00726881	0.028469	0.0231448	0.0223918	0.0172111	0.0304288	0.0248673	0.0242666	0.0190085	0.031861	0.0266464	0.0258025	0.0207158	0.040752	0.0355199	0.0346517	0.0296882	0.0232023	0.0177369	0.0170209	0.0116859	
