sample	unclassified-seq_SRR5221635	unclassified-seq_SRR5221636	unclassified-seq_SRR5221637	unclassified-seq_SRR5221638	unclassified-seq_SRR5221639	unclassified-seq_SRR5221640	unclassified-seq_SRR5221641	unclassified-seq_SRR5221642	unclassified-seq_SRR5221643	unclassified-seq_SRR5221644	unclassified-seq_SRR5221645	unclassified-seq_SRR5221646	unclassified-seq_SRR5221647	unclassified-seq_SRR5221648	unclassified-seq_SRR5221649	unclassified-seq_SRR5221650	unclassified-seq_SRR5221651	unclassified-seq_SRR5221652	unclassified-seq_SRR5221653	unclassified-seq_SRR5221654	unclassified-seq_SRR5221655	unclassified-seq_SRR5221656	unclassified-seq_SRR5221657	unclassified-seq_SRR5221658	unclassified-seq_SRR5221659	unclassified-seq_SRR5221660	unclassified-seq_SRR5221661	unclassified-seq_SRR5221662	unclassified-seq_SRR5221663	unclassified-seq_SRR5221664	unclassified-seq_SRR5221665	unclassified-seq_SRR5221666	unclassified-seq_SRR5221667	unclassified-seq_SRR5221668	unclassified-seq_SRR5221669	unclassified-seq_SRR5221670	unclassified-seq_SRR5221671	unclassified-seq_SRR5221672	unclassified-seq_SRR5221673	unclassified-seq_SRR5221674	unclassified-seq_SRR5221675	unclassified-seq_SRR5221676	unclassified-seq_SRR5221677	unclassified-seq_SRR5221678	unclassified-seq_SRR5221679	unclassified-seq_SRR5221680	unclassified-seq_SRR5221681	unclassified-seq_SRR5221683	unclassified-seq_SRR5221684	unclassified-seq_SRR5221685	unclassified-seq_SRR5221686	unclassified-seq_SRR5221687	unclassified-seq_SRR5221688	unclassified-seq_SRR5221689	unclassified-seq_SRR5221690	unclassified-seq_SRR5221691	unclassified-seq_SRR5221692	unclassified-seq_SRR5221693	unclassified-seq_SRR5221694	unclassified-seq_SRR5221695	unclassified-seq_SRR5221696	unclassified-seq_SRR5221697	unclassified-seq_SRR5221698	unclassified-seq_SRR5221700	unclassified-seq_SRR5221701	unclassified-seq_SRR5221702	unclassified-seq_SRR5221704	unclassified-seq_SRR5221705	unclassified-seq_SRR5221706	unclassified-seq_SRR5221707	unclassified-seq_SRR5221708	unclassified-seq_SRR5221709	unclassified-seq_SRR5221710	unclassified-seq_SRR5221711	unclassified-seq_SRR5221712	unclassified-seq_SRR5221713	unclassified-seq_SRR5221714	unclassified-seq_SRR5221715	unclassified-seq_SRR5221716	unclassified-seq_SRR5221717	unclassified-seq_SRR5221718	unclassified-seq_SRR5221719	unclassified-seq_SRR5221720	unclassified-seq_SRR5221721	unclassified-seq_SRR5221722	unclassified-seq_SRR5221723	unclassified-seq_SRR5221724	unclassified-seq_SRR5221725	unclassified-seq_SRR5221726	unclassified-seq_SRR5221727	unclassified-seq_SRR5221728	unclassified-seq_SRR5221729	unclassified-seq_SRR5221730	unclassified-seq_SRR5221731	unclassified-seq_SRR5221732	unclassified-seq_SRR5221733	unclassified-seq_SRR5221734	unclassified-seq_SRR5221735	unclassified-seq_SRR5221736	unclassified-seq_SRR5221737	unclassified-seq_SRR5221738	unclassified-seq_SRR5221740	unclassified-seq_SRR5221741	unclassified-seq_SRR5221742	unclassified-seq_SRR5221743	unclassified-seq_SRR5221744	unclassified-seq_SRR5221745	unclassified-seq_SRR5221746	unclassified-seq_SRR5221747	unclassified-seq_SRR5221748	unclassified-seq_SRR5221749	unclassified-seq_SRR5221750	unclassified-seq_SRR5221751	unclassified-seq_SRR5221752	unclassified-seq_SRR5221753	unclassified-seq_SRR5221754	unclassified-seq_SRR5221755	unclassified-seq_SRR5221756	unclassified-seq_SRR5221757	unclassified-seq_SRR5221758
unclassified-seq_SRR5221635	0.0	0.0141221	0.0173518	0.0167732	0.0169656	0.0169142	0.0165856	0.0162954	0.0159113	0.0177194	0.016247	0.0174835	0.0175193	0.0171059	0.0174729	0.0174078	0.0169131	0.0175411	0.016575	0.0168592	0.0168683	0.0157307	0.0166206	0.0169829	0.0166632	0.0159067	0.0167192	0.0162798	0.0176771	0.0174746	0.016273	0.0170732	0.0165639	0.0170552	0.0170199	0.0167759	0.0176444	0.0168834	0.0168425	0.0171272	0.0167149	0.0167518	0.017573	0.0169228	0.0176568	0.0169488	0.0179699	0.0173269	0.0171606	0.0171941	0.0170209	0.0171218	0.0176934	0.0169688	0.0169618	0.0172155	0.0171606	0.0165861	0.0174445	0.0168043	0.0174696	0.0174712	0.0166589	0.0174796	0.0169824	0.0166499	0.0171344	0.0165105	0.017729	0.0168043	0.0179258	0.0172739	0.0172568	0.0172711	0.0172777	0.0166696	0.0172106	0.0173562	0.0169878	0.0176945	0.0172689	0.0170177	0.0173479	0.0169781	0.0171573	0.0172661	0.0171941	0.0179075	0.0168479	0.0187804	0.0179688	0.0170776	0.0164336	0.0173313	0.0165575	0.0175769	0.0172419	0.0183513	0.0169331	0.0174835	0.017746	0.0174467	0.0166557	0.0175416	0.0172524	0.0180631	0.0181422	0.0175288	0.0167235	0.016877	0.0177149	0.0173329	0.0181196	0.0173401	0.016345	0.0163413	0.0172529	0.0162309	0.0178249	0.0171311
unclassified-seq_SRR5221636	0.0141221	0.0	0.0165052	0.0160218	0.016102	0.0162345	0.0160964	0.0153585	0.0158198	0.0171732	0.0155197	0.0168495	0.017071	0.0166605	0.0171689	0.0172248	0.0165978	0.0169342	0.0163801	0.0165073	0.016619	0.0154555	0.0167722	0.0165496	0.0162158	0.0154585	0.016117	0.0160295	0.0170852	0.0177908	0.0156935	0.0168673	0.0160351	0.0167695	0.0168877	0.0163733	0.017591	0.0162548	0.0163319	0.0167604	0.0164757	0.0160897	0.0174167	0.0165713	0.0171793	0.0163257	0.0177749	0.0167176	0.0164441	0.0168543	0.0164031	0.0164026	0.0172898	0.0169201	0.0169412	0.0172248	0.0164273	0.016491	0.0172001	0.0162117	0.0166467	0.017248	0.0163665	0.016977	0.0165586	0.0163231	0.0171114	0.0160233	0.0176804	0.0161521	0.0176449	0.0168081	0.016669	0.0170617	0.0171716	0.0162772	0.0164578	0.0175539	0.0165517	0.0174668	0.0165729	0.0166286	0.0169007	0.0166419	0.0168651	0.0170411	0.0168969	0.0171453	0.016472	0.0191108	0.0179327	0.0164694	0.0157873	0.0173656	0.0160475	0.0172893	0.0168926	0.0174439	0.0166414	0.0168689	0.0173895	0.017232	0.0161852	0.0173701	0.017003	0.018104	0.017982	0.017568	0.0161335	0.0165036	0.0179436	0.0169029	0.0178642	0.0171946	0.0161951	0.0159557	0.0169142	0.0157884	0.0172029	0.0167791
unclassified-seq_SRR5221637	0.0173518	0.0165052	0.0	0.0152326	0.0157156	0.0175685	0.0176472	0.0166042	0.01713	0.0183325	0.0168264	0.0181602	0.018137	0.0177675	0.0181081	0.0183624	0.0177534	0.0181364	0.0177064	0.0177698	0.0184135	0.017349	0.0186441	0.017863	0.0171974	0.0163142	0.0172095	0.0171393	0.0180021	0.0195228	0.0168861	0.0185545	0.01721	0.0179625	0.0183559	0.0174467	0.0189333	0.0173252	0.0175809	0.017982	0.0178306	0.0170912	0.0187085	0.0179952	0.0182555	0.0173562	0.0188314	0.0179923	0.01754	0.0181967	0.0176449	0.0175786	0.0183167	0.01838	0.0183331	0.0185284	0.0173186	0.0179998	0.018397	0.0174785	0.0178773	0.0187008	0.0175282	0.0181816	0.0177092	0.017526	0.0185426	0.0173269	0.0191432	0.0172452	0.0189788	0.0178916	0.0176742	0.0179998	0.0183518	0.0175198	0.0173634	0.0189563	0.017703	0.0186346	0.0178494	0.0178112	0.0179276	0.0179253	0.0180412	0.0181735	0.0180464	0.0181926	0.0174796	0.0206646	0.0191591	0.0174556	0.0170443	0.0187792	0.0170792	0.0184205	0.0179969	0.018615	0.0179281	0.0179585	0.0186447	0.0183308	0.0173717	0.0184818	0.0181915	0.0195421	0.0191597	0.0190559	0.0170716	0.0178067	0.0191524	0.0180418	0.0189442	0.0183343	0.0173989	0.0170825	0.0181805	0.0169164	0.0182514	0.0180481
unclassified-seq_SRR5221638	0.0167732	0.0160218	0.0152326	0.0	0.015261	0.016635	0.0167957	0.0159777	0.0163727	0.0176974	0.0161046	0.0174323	0.0175304	0.0171732	0.0176106	0.0177817	0.0171935	0.0174161	0.0166419	0.017016	0.0178198	0.0167032	0.0178283	0.0172243	0.0167021	0.015989	0.0166201	0.0165052	0.0176224	0.018888	0.0163194	0.0177279	0.0165512	0.0172507	0.0175025	0.0168156	0.0182014	0.0167582	0.0168969	0.0173175	0.0170394	0.0165835	0.0181139	0.0173385	0.0177104	0.0167647	0.0182043	0.0173518	0.016777	0.0175461	0.0170155	0.0170291	0.017619	0.0177302	0.0176275	0.0179264	0.0166765	0.0172128	0.017784	0.0168161	0.0172303	0.0178704	0.0168748	0.0174428	0.0170939	0.0169002	0.0178181	0.0166121	0.0184735	0.016677	0.0182677	0.0173468	0.0172689	0.0174584	0.0177483	0.016871	0.0168818	0.0179877	0.0170052	0.0178761	0.0172287	0.0171541	0.0172051	0.0172133	0.0172893	0.0174323	0.0174501	0.0176556	0.016965	0.01982	0.0184989	0.0169228	0.016357	0.0181347	0.0164741	0.017838	0.0174506	0.0181104	0.0172937	0.0174869	0.0179642	0.0178454	0.016763	0.018122	0.0176968	0.0189273	0.0186715	0.0183513	0.0164646	0.0170199	0.018561	0.0173845	0.018263	0.0176708	0.0167459	0.0164236	0.0175125	0.0162418	0.017668	0.0173878
unclassified-seq_SRR5221639	0.0169656	0.016102	0.0157156	0.015261	0.0	0.0170988	0.0171426	0.0162985	0.0164367	0.0178198	0.0165718	0.0179018	0.0179075	0.0175932	0.0180302	0.0180176	0.0175243	0.0178642	0.0172557	0.017395	0.018155	0.0169927	0.018009	0.01772	0.017059	0.0163074	0.0171103	0.0166941	0.0178944	0.0185865	0.0166371	0.0179047	0.0169477	0.0175966	0.017632	0.0172739	0.0184305	0.017254	0.017297	0.0176601	0.0173363	0.0170759	0.0182788	0.0175467	0.0179958	0.0172045	0.0184435	0.0176444	0.0173302	0.0176196	0.0174122	0.0173579	0.0179659	0.0178351	0.0178039	0.0179327	0.0172755	0.0173412	0.0179384	0.0170797	0.0177053	0.0179127	0.0170846	0.0177132	0.0174028	0.0172056	0.0178858	0.0169791	0.0184764	0.0170509	0.0183847	0.017685	0.0176855	0.0177121	0.0177602	0.0171963	0.0174378	0.0181561	0.0174117	0.0182386	0.0177885	0.0175344	0.0176782	0.0174289	0.0177143	0.0177483	0.0177251	0.0181892	0.0174006	0.0198753	0.0187026	0.0172672	0.0165549	0.0179751	0.0168651	0.0181411	0.0177262	0.0184871	0.0175882	0.01778	0.0182764	0.0181064	0.0171453	0.0181092	0.0179167	0.0189025	0.018829	0.018387	0.016996	0.0172496	0.0185172	0.0177205	0.018609	0.0179958	0.0169878	0.0168312	0.0178471	0.0166861	0.0180792	0.0176213
unclassified-seq_SRR5221640	0.0169142	0.0162345	0.0175685	0.016635	0.0170988	0.0	0.0152861	0.0143655	0.0146031	0.0180567	0.0165137	0.0179636	0.0179568	0.0176039	0.0178625	0.0181405	0.0174969	0.017797	0.0171005	0.0174311	0.0182048	0.017107	0.0181828	0.0174768	0.0170199	0.0163137	0.0172562	0.0169629	0.0180867	0.0189891	0.0169764	0.017923	0.0170814	0.0177154	0.0180435	0.0173767	0.0184234	0.0172761	0.0173446	0.0177993	0.0174172	0.0171837	0.0184187	0.0177732	0.018159	0.017364	0.0187265	0.0177477	0.0173828	0.0178841	0.0174902	0.0175215	0.0181828	0.018055	0.0179287	0.018181	0.017318	0.0174551	0.0182153	0.017307	0.0177511	0.0183677	0.0173568	0.0180613	0.0176117	0.0173617	0.018104	0.0169797	0.018745	0.0171136	0.0186829	0.0178226	0.0177047	0.0179608	0.0182928	0.0173601	0.0174612	0.0185207	0.0175422	0.0181747	0.0176067	0.0176235	0.0177585	0.0175696	0.017863	0.0180124	0.0178687	0.0183086	0.017454	0.0200891	0.018796	0.0176472	0.0169553	0.0185717	0.0171437	0.0183548	0.01804	0.0185663	0.0176579	0.017974	0.0183864	0.0180354	0.0171333	0.0182729	0.0180228	0.0191023	0.0189957	0.0185877	0.0170313	0.0174896	0.0188164	0.0178465	0.0187044	0.0180233	0.017171	0.0168721	0.017939	0.0168124	0.0182014	0.0177602
unclassified-seq_SRR5221641	0.0165856	0.0160964	0.0176472	0.0167957	0.0171426	0.0152861	0.0	0.0143209	0.0148839	0.018104	0.0163911	0.0180107	0.0178819	0.0173064	0.0178801	0.0180769	0.0173972	0.0178118	0.0171508	0.0173745	0.018166	0.0169688	0.017939	0.0174484	0.0172073	0.01626	0.0170786	0.016785	0.0178306	0.0182665	0.0167475	0.0176314	0.0169304	0.017668	0.0175081	0.017275	0.0182788	0.0172188	0.017375	0.0177211	0.0172535	0.0171628	0.0182566	0.0175786	0.0180896	0.0172783	0.0185018	0.0177902	0.0175165	0.0177653	0.0172243	0.0174746	0.0179058	0.0175915	0.0177471	0.0178767	0.0172441	0.0172281	0.0180596	0.0171305	0.0176641	0.0179419	0.0171103	0.0176991	0.0174011	0.0173153	0.0178363	0.0169808	0.0181845	0.0172331	0.0186191	0.0177828	0.0176601	0.0178249	0.0179264	0.0172111	0.0174807	0.0180256	0.0173811	0.0181451	0.0175876	0.0177081	0.0177891	0.0174428	0.0177619	0.0178608	0.017694	0.0183806	0.0172254	0.019623	0.018346	0.0175148	0.0168603	0.0179923	0.0170139	0.0180515	0.0177845	0.0184352	0.0174534	0.0178967	0.0181915	0.0179001	0.0170983	0.01804	0.0177545	0.0187894	0.0188778	0.0183068	0.0169737	0.0173108	0.0183759	0.0176247	0.0186043	0.0177692	0.0168996	0.0168414	0.0177273	0.0167251	0.0182858	0.0176821
unclassified-seq_SRR5221642	0.0162954	0.0153585	0.0166042	0.0159777	0.0162985	0.0143655	0.0143209	0.0	0.0147706	0.0171754	0.0151851	0.0170074	0.0168414	0.0163942	0.017047	0.0172562	0.0165005	0.0167663	0.0164683	0.0165655	0.0172948	0.016068	0.0172976	0.0166882	0.0160028	0.0152939	0.0159332	0.0159695	0.016762	0.0183325	0.0155042	0.016971	0.0159583	0.0167518	0.0170961	0.0163476	0.0176106	0.01626	0.0164047	0.0168516	0.0165189	0.0160054	0.0176028	0.0168506	0.0169347	0.015991	0.0176804	0.0166547	0.0162662	0.0169726	0.0163011	0.0164831	0.0169916	0.0171393	0.0171048	0.0172199	0.0159828	0.0166467	0.0172336	0.0161531	0.0163916	0.0174601	0.0164546	0.0169775	0.0165522	0.0162262	0.0172628	0.0160044	0.0179522	0.0162013	0.0178346	0.0167802	0.0165808	0.0169764	0.0172298	0.0163628	0.0161273	0.0177171	0.0163775	0.0173906	0.0165205	0.0165491	0.0165782	0.0165952	0.0169207	0.0170748	0.016807	0.0171311	0.0162127	0.019499	0.017879	0.0163979	0.0158624	0.0176354	0.0158807	0.0173296	0.0169699	0.0172254	0.0166648	0.016891	0.0172904	0.0172932	0.0161201	0.0173784	0.0168921	0.0184211	0.0182934	0.0179018	0.0158548	0.0164499	0.0180406	0.0168043	0.0178129	0.0171349	0.016117	0.0159205	0.0169748	0.0155621	0.017003	0.0169174
unclassified-seq_SRR5221643	0.0159113	0.0158198	0.01713	0.0163727	0.0164367	0.0146031	0.0148839	0.0147706	0.0	0.0177047	0.0161015	0.0176162	0.0176331	0.0169672	0.0173241	0.01739	0.0168307	0.0176202	0.0162485	0.0167979	0.0176618	0.0164031	0.0172744	0.0170509	0.016643	0.0157262	0.0167636	0.016048	0.0176202	0.0175081	0.0163204	0.0168646	0.0163769	0.0169726	0.0168646	0.0167032	0.0176844	0.0168398	0.016792	0.017165	0.0165448	0.0168076	0.0175932	0.0169066	0.0177369	0.0168527	0.0179047	0.0172336	0.016996	0.0170166	0.0168743	0.0170699	0.0175444	0.0169818	0.0169191	0.0171196	0.0168921	0.0164473	0.0173745	0.0168549	0.0175612	0.017395	0.0164915	0.0171963	0.0168296	0.0166201	0.0169954	0.0163654	0.0176202	0.0164352	0.0177234	0.0169504	0.0171617	0.0172128	0.017204	0.0166595	0.0170112	0.0171891	0.0169607	0.0174178	0.017215	0.0169645	0.0171963	0.016777	0.017165	0.0171875	0.0170803	0.017931	0.0168877	0.0186221	0.0178756	0.017015	0.0161821	0.0171694	0.016432	0.0176252	0.017182	0.0182043	0.0169056	0.0175058	0.0176844	0.0173114	0.0165311	0.0173701	0.017395	0.0178841	0.018137	0.0176264	0.0166424	0.0167299	0.0175971	0.0171431	0.0179058	0.0170313	0.0161894	0.0163429	0.0172166	0.0161692	0.0178073	0.0170563
unclassified-seq_SRR5221644	0.0177194	0.0171732	0.0183325	0.0176974	0.0178198	0.0180567	0.018104	0.0171754	0.0177047	0.0	0.0145259	0.0186156	0.0185243	0.0182287	0.0184847	0.0186787	0.0181706	0.0186227	0.0180136	0.0180487	0.0187816	0.017784	0.0186584	0.0179998	0.017805	0.0170204	0.0176776	0.0174423	0.0184552	0.0194778	0.0173861	0.0186102	0.0175741	0.0181254	0.01839	0.0178391	0.0191579	0.0177908	0.0180475	0.0184087	0.0180515	0.0177607	0.019003	0.0181173	0.0186031	0.017746	0.0191714	0.0183554	0.0179631	0.0183947	0.0179367	0.0179281	0.0186471	0.0185154	0.0185125	0.0187157	0.0178391	0.0180942	0.0186406	0.0177477	0.0183407	0.0187978	0.0177166	0.0182799	0.0179917	0.0177585	0.0185586	0.0174768	0.0189068	0.0176011	0.0190559	0.0183027	0.0181532	0.018336	0.0186382	0.0179866	0.0180389	0.019034	0.0180515	0.018787	0.0181468	0.0181434	0.0182409	0.018066	0.0182613	0.0184387	0.0182636	0.0186239	0.017822	0.0203851	0.0192297	0.0178973	0.0172843	0.0188645	0.0177132	0.0188754	0.0183355	0.0191377	0.0182858	0.0184423	0.0188868	0.018609	0.0176934	0.018799	0.0185231	0.0196142	0.0196179	0.0189873	0.0173906	0.0178533	0.0192481	0.0182724	0.0191267	0.0183976	0.0175601	0.0175955	0.0184205	0.0171908	0.0184552	0.0183518
