sample	unclassified-seq_SRR5221635	unclassified-seq_SRR5221636	unclassified-seq_SRR5221637	unclassified-seq_SRR5221638	unclassified-seq_SRR5221639	unclassified-seq_SRR5221640	unclassified-seq_SRR5221641	unclassified-seq_SRR5221642	unclassified-seq_SRR5221643	unclassified-seq_SRR5221644	unclassified-seq_SRR5221645	unclassified-seq_SRR5221646	unclassified-seq_SRR5221647	unclassified-seq_SRR5221648	unclassified-seq_SRR5221649	unclassified-seq_SRR5221650	unclassified-seq_SRR5221651	unclassified-seq_SRR5221652	unclassified-seq_SRR5221653	unclassified-seq_SRR5221654	unclassified-seq_SRR5221655	unclassified-seq_SRR5221656	unclassified-seq_SRR5221657	unclassified-seq_SRR5221658	unclassified-seq_SRR5221659	unclassified-seq_SRR5221660	unclassified-seq_SRR5221661	unclassified-seq_SRR5221662	unclassified-seq_SRR5221663	unclassified-seq_SRR5221664	unclassified-seq_SRR5221665	unclassified-seq_SRR5221666	unclassified-seq_SRR5221667	unclassified-seq_SRR5221668	unclassified-seq_SRR5221669	unclassified-seq_SRR5221670	unclassified-seq_SRR5221671	unclassified-seq_SRR5221672	unclassified-seq_SRR5221673	unclassified-seq_SRR5221674	unclassified-seq_SRR5221675	unclassified-seq_SRR5221676	unclassified-seq_SRR5221677	unclassified-seq_SRR5221678	unclassified-seq_SRR5221679	unclassified-seq_SRR5221680	unclassified-seq_SRR5221681	unclassified-seq_SRR5221683	unclassified-seq_SRR5221684	unclassified-seq_SRR5221685	unclassified-seq_SRR5221686	unclassified-seq_SRR5221687	unclassified-seq_SRR5221688	unclassified-seq_SRR5221689	unclassified-seq_SRR5221690	unclassified-seq_SRR5221691	unclassified-seq_SRR5221692	unclassified-seq_SRR5221693	unclassified-seq_SRR5221694	unclassified-seq_SRR5221695	unclassified-seq_SRR5221696	unclassified-seq_SRR5221697	unclassified-seq_SRR5221698	unclassified-seq_SRR5221700	unclassified-seq_SRR5221701	unclassified-seq_SRR5221702	unclassified-seq_SRR5221704	unclassified-seq_SRR5221705	unclassified-seq_SRR5221706	unclassified-seq_SRR5221707	unclassified-seq_SRR5221708	unclassified-seq_SRR5221709	unclassified-seq_SRR5221710	unclassified-seq_SRR5221711	unclassified-seq_SRR5221712	unclassified-seq_SRR5221713	unclassified-seq_SRR5221714	unclassified-seq_SRR5221715	unclassified-seq_SRR5221716	unclassified-seq_SRR5221717	unclassified-seq_SRR5221718	unclassified-seq_SRR5221719	unclassified-seq_SRR5221720	unclassified-seq_SRR5221721	unclassified-seq_SRR5221722	unclassified-seq_SRR5221723	unclassified-seq_SRR5221724	unclassified-seq_SRR5221725	unclassified-seq_SRR5221726	unclassified-seq_SRR5221727	unclassified-seq_SRR5221728	unclassified-seq_SRR5221729	unclassified-seq_SRR5221730	unclassified-seq_SRR5221731	unclassified-seq_SRR5221732	unclassified-seq_SRR5221733	unclassified-seq_SRR5221734	unclassified-seq_SRR5221735	unclassified-seq_SRR5221736	unclassified-seq_SRR5221737	unclassified-seq_SRR5221738	unclassified-seq_SRR5221740	unclassified-seq_SRR5221741	unclassified-seq_SRR5221742	unclassified-seq_SRR5221743	unclassified-seq_SRR5221744	unclassified-seq_SRR5221745	unclassified-seq_SRR5221746	unclassified-seq_SRR5221747	unclassified-seq_SRR5221748	unclassified-seq_SRR5221749	unclassified-seq_SRR5221750	unclassified-seq_SRR5221751	unclassified-seq_SRR5221752	unclassified-seq_SRR5221753	unclassified-seq_SRR5221754	unclassified-seq_SRR5221755	unclassified-seq_SRR5221756	unclassified-seq_SRR5221757	unclassified-seq_SRR5221758
unclassified-seq_SRR5221635	0.0	0.0240557	0.0277051	0.0269361	0.0264094	0.0266176	0.0265423	0.0267916	0.0248459	0.0277752	0.0267772	0.0271792	0.0278856	0.0274307	0.0272318	0.0270651	0.0269471	0.0276664	0.0258224	0.0265235	0.0267365	0.0256084	0.0259202	0.0271147	0.026597	0.0260307	0.026876	0.0256298	0.0283097	0.0260046	0.0265039	0.0261735	0.0265414	0.0265647	0.0262412	0.0264923	0.0269361	0.0272642	0.0265441	0.0268488	0.0257491	0.0269653	0.0268025	0.0261831	0.0276994	0.0271156	0.0276324	0.0273896	0.0274718	0.0268706	0.0269562	0.0270522	0.027708	0.0261278	0.0264157	0.0259985	0.0275243	0.0258103	0.0270596	0.0266104	0.0278351	0.0265003	0.0262978	0.0277639	0.0273459	0.0267527	0.0266932	0.0265513	0.02723	0.0267844	0.0278228	0.0272577	0.0276211	0.026948	0.0269252	0.0264397	0.0278161	0.02607	0.0273682	0.0270495	0.02759	0.0266608	0.0273422	0.0265692	0.0265423	0.0267717	0.0271239	0.0282864	0.0270339	0.0271377	0.0271404	0.0271856	0.0262078	0.0262157	0.0266914	0.0276098	0.0267998	0.0287644	0.0267419	0.0277316	0.0273878	0.026937	0.0262536	0.0268506	0.0270715	0.0270816	0.0277023	0.026623	0.0269525	0.0267013	0.0266122	0.0275411	0.0281507	0.0267292	0.0256752	0.0262757	0.0267238	0.0262978	0.0281468	0.0267889
unclassified-seq_SRR5221636	0.0240557	0.0	0.0272512	0.0265754	0.026381	0.0267654	0.0265737	0.0262051	0.0259636	0.0280523	0.0263482	0.0271469	0.0280331	0.0273013	0.0274353	0.0277165	0.0273096	0.0276522	0.0264869	0.0269252	0.0271358	0.0258137	0.0269955	0.0271064	0.0266095	0.0258803	0.0264834	0.026206	0.028301	0.0277496	0.0262412	0.0267211	0.0265092	0.0269297	0.0268706	0.026827	0.0276399	0.0269416	0.0267437	0.026927	0.026511	0.0268197	0.0276126	0.0268324	0.02769	0.0270156	0.0281894	0.0273794	0.0270963	0.0274896	0.0267817	0.0268678	0.0281545	0.0270183	0.0273785	0.0271147	0.0272577	0.0265468	0.0276834	0.0265853	0.0274466	0.027044	0.0267953	0.0276985	0.0271579	0.0267609	0.0278161	0.0265513	0.027544	0.0267157	0.0282582	0.0272364	0.0272448	0.0272707	0.027279	0.0264539	0.0270165	0.0271248	0.0272346	0.0276371	0.0274353	0.0267962	0.0271755	0.0267808	0.0270156	0.0272475	0.0272281	0.027761	0.0269927	0.0287415	0.0280889	0.0269854	0.0261024	0.0271368	0.0268088	0.0278389	0.0269516	0.0283282	0.0270816	0.0273171	0.0277184	0.0275947	0.0265405	0.0275318	0.0274101	0.0280235	0.0283995	0.027469	0.0266284	0.0271948	0.0277677	0.0275177	0.0281652	0.0273915	0.0263943	0.0262492	0.0268533	0.0265226	0.0276786	0.0270724
unclassified-seq_SRR5221637	0.0277051	0.0272512	0.0	0.0258016	0.0262148	0.02814	0.028468	0.0272772	0.027725	0.0291488	0.027672	0.0286721	0.0292218	0.0287485	0.0286731	0.0293492	0.0284318	0.0289031	0.0280389	0.0282942	0.0293462	0.0281207	0.0293298	0.0285752	0.0279334	0.0272253	0.0279334	0.0279525	0.0293186	0.030149	0.0276126	0.0288142	0.0277895	0.0285752	0.0286612	0.0282504	0.0293237	0.0281903	0.0283438	0.0284592	0.0281797	0.0279535	0.0292422	0.0283604	0.0289884	0.0280312	0.0293943	0.0289351	0.0282728	0.0290508	0.028199	0.0282213	0.0291468	0.0287475	0.0287982	0.0290679	0.0281913	0.0285664	0.0290437	0.0280389	0.0287018	0.0289552	0.0283468	0.0291549	0.0286009	0.0282301	0.0294651	0.0279918	0.0294055	0.0277563	0.0297246	0.0286582	0.0283565	0.0287873	0.0289351	0.0279325	0.0279229	0.0290588	0.0286058	0.0292381	0.0285752	0.0284504	0.0287713	0.0284887	0.0284063	0.0285486	0.0287316	0.0287544	0.0280928	0.0308399	0.029681	0.0282903	0.0275919	0.0291113	0.0279372	0.029165	0.0286078	0.029566	0.0289783	0.0286978	0.0291346	0.02929	0.0282155	0.0290296	0.0288521	0.0300485	0.0300833	0.0294353	0.0277971	0.028679	0.029595	0.0288571	0.0296447	0.0289783	0.0279698	0.0278047	0.0283702	0.027544	0.0290306	0.0286552
unclassified-seq_SRR5221638	0.0269361	0.0265754	0.0258016	0.0	0.0255052	0.0270138	0.027305	0.0267374	0.0265057	0.0284034	0.0269626	0.0279191	0.0283702	0.0279554	0.0280668	0.0281903	0.0279861	0.0279659	0.0270596	0.0274466	0.0283185	0.0271165	0.0283273	0.028011	0.0270862	0.0263739	0.0271709	0.0267609	0.028683	0.0286919	0.026958	0.0275684	0.0269744	0.0275693	0.0275402	0.0274484	0.0282281	0.0275355	0.0274008	0.0274428	0.0271607	0.0273031	0.028379	0.0277648	0.028301	0.0271349	0.0286483	0.0279267	0.027761	0.0279564	0.027169	0.0273701	0.0283282	0.0277923	0.0280293	0.0280341	0.0273524	0.0273134	0.0280273	0.0270614	0.0279478	0.027818	0.0272605	0.0282601	0.0278104	0.0274671	0.0283175	0.0272124	0.0285417	0.0271478	0.0289261	0.0277876	0.027819	0.0275825	0.0279659	0.0273069	0.0273487	0.0279899	0.0277515	0.0282368	0.0280293	0.027498	0.0275346	0.0276758	0.0276418	0.0274999	0.0280639	0.0282903	0.0274111	0.0295072	0.0289191	0.0274568	0.0269589	0.0279353	0.0271948	0.028526	0.0279497	0.0288551	0.0279525	0.0281787	0.0282815	0.0281903	0.0272355	0.0281555	0.0282854	0.0288731	0.0294199	0.0284357	0.0271469	0.0277136	0.0285221	0.0283585	0.0288142	0.0281458	0.0270367	0.0269097	0.0274933	0.0266788	0.0283946	0.0277316
unclassified-seq_SRR5221639	0.0264094	0.026381	0.0262148	0.0255052	0.0	0.0269607	0.0271902	0.0267627	0.0258699	0.0283282	0.0273041	0.0280235	0.0286949	0.0279372	0.0281826	0.0281207	0.0277231	0.0282359	0.0267274	0.0273803	0.028424	0.0270669	0.0279382	0.0279727	0.0272837	0.0266743	0.0274307	0.0265862	0.0287127	0.0277733	0.0272948	0.027146	0.0269544	0.0274083	0.0271847	0.0274615	0.0280725	0.0278389	0.0273794	0.0275928	0.0269015	0.0275853	0.0279813	0.0272272	0.0282981	0.027498	0.0286117	0.0281545	0.0276796	0.0278161	0.0274596	0.0276503	0.0284484	0.0274784	0.0274512	0.0276985	0.0279391	0.0272059	0.0279238	0.0271119	0.0281894	0.0273775	0.0272485	0.0282436	0.0277373	0.0273999	0.0279238	0.0273924	0.0281642	0.0274587	0.028681	0.0278294	0.0280754	0.0276994	0.0275308	0.0270403	0.0275947	0.027318	0.0278247	0.0280293	0.0280986	0.0275721	0.0276853	0.0272939	0.0274512	0.0273943	0.0278856	0.0287793	0.0277639	0.0289492	0.0285309	0.0276173	0.0267166	0.0275318	0.0274353	0.0282874	0.0277733	0.0290629	0.0278275	0.0283234	0.0282543	0.0282786	0.0274064	0.0278647	0.0280937	0.0285644	0.0289452	0.027989	0.0275581	0.0275825	0.0280966	0.028199	0.0288521	0.0278171	0.0269817	0.0268542	0.0274896	0.0272161	0.0285605	0.0277316
unclassified-seq_SRR5221640	0.0266176	0.0267654	0.02814	0.0270138	0.0269607	0.0	0.0255503	0.0251052	0.0245274	0.0287485	0.0272883	0.0280725	0.028681	0.0282029	0.0281304	0.028422	0.028036	0.0283721	0.027122	0.0276749	0.0284347	0.0273822	0.0282631	0.0279506	0.0274073	0.0268424	0.0275806	0.0270495	0.0292513	0.0286088	0.0274269	0.0277278	0.0270972	0.0277809	0.0278085	0.0277572	0.0284269	0.0279957	0.0276465	0.0277231	0.0273273	0.0276862	0.0285989	0.0278494	0.0286493	0.0277117	0.029162	0.0283039	0.0280552	0.0283536	0.0276872	0.0277743	0.0287455	0.0278085	0.0281352	0.0278075	0.0279698	0.0274353	0.0284318	0.0274344	0.0282116	0.0280591	0.0274027	0.0285457	0.0279803	0.027724	0.0282543	0.027292	0.0285132	0.0274223	0.0291336	0.0282242	0.0282378	0.0280668	0.028171	0.0276041	0.0281719	0.0279583	0.0280437	0.0282844	0.0281545	0.0279401	0.027987	0.0277146	0.0278342	0.0279688	0.0281362	0.0288331	0.0277904	0.0296737	0.0288911	0.0280475	0.0272281	0.0280831	0.0277496	0.0289612	0.0281681	0.0292401	0.0280735	0.0284524	0.0285299	0.0284308	0.0276032	0.0285821	0.0284887	0.0292086	0.0294219	0.0284161	0.0277762	0.0280648	0.0285191	0.02838	0.0289843	0.0282601	0.0274157	0.0270651	0.027899	0.027357	0.0287425	0.0279172
unclassified-seq_SRR5221641	0.0265423	0.0265737	0.028468	0.027305	0.0271902	0.0255503	0.0	0.0249474	0.0244861	0.0285723	0.0271515	0.0282796	0.0286137	0.0280629	0.0279813	0.0281227	0.0277458	0.0283966	0.0269827	0.0276645	0.0282718	0.0272337	0.0280976	0.0278066	0.027279	0.0267536	0.0275816	0.0268134	0.0287495	0.0276399	0.0273245	0.0271478	0.0269489	0.0275036	0.0270715	0.0274915	0.0281739	0.0276834	0.0274232	0.0275703	0.0268424	0.0277098	0.0281034	0.027469	0.028524	0.0275308	0.028676	0.0282524	0.0278361	0.0279133	0.0272272	0.0276853	0.028473	0.0272022	0.0277477	0.0273515	0.027879	0.0269744	0.0282204	0.0269781	0.0281555	0.0273161	0.0271847	0.0283136	0.0278732	0.0277449	0.0279363	0.0272976	0.027837	0.0275768	0.0288042	0.027989	0.0279985	0.0279296	0.0276305	0.0271755	0.0280908	0.0273812	0.0278685	0.0280976	0.0279382	0.0277155	0.0282553	0.0274447	0.0275552	0.0277335	0.0278914	0.0289171	0.0276484	0.0286325	0.02814	0.0277042	0.0271211	0.0273598	0.0276673	0.0282029	0.0277373	0.0291873	0.027574	0.0282378	0.0283409	0.0280014	0.027169	0.0279822	0.027607	0.0284288	0.0289261	0.027879	0.0274269	0.02744	0.0278895	0.0281729	0.0287982	0.0277212	0.0267618	0.0268651	0.0274961	0.0271211	0.0288062	0.0278856
unclassified-seq_SRR5221642	0.0267916	0.0262051	0.0272772	0.0267374	0.0267627	0.0251052	0.0249474	0.0	0.0255163	0.0282495	0.0261059	0.0276786	0.0278933	0.0274111	0.0276938	0.028114	0.0275318	0.0274784	0.0271294	0.0272503	0.0280264	0.0268279	0.028114	0.0274924	0.0268206	0.0261638	0.0266239	0.0267067	0.027858	0.0286404	0.0261226	0.0272883	0.026588	0.0273199	0.0274512	0.0270587	0.0283049	0.0271312	0.0271064	0.0273645	0.0269425	0.0269243	0.0281661	0.0275402	0.0277203	0.0267419	0.0285054	0.0276475	0.0270357	0.0279191	0.0267085	0.0269325	0.0280581	0.0276786	0.0278618	0.0278456	0.0269854	0.0270954	0.0279621	0.0267283	0.0271847	0.0277326	0.0272013	0.027989	0.0276249	0.0270312	0.028264	0.026856	0.028336	0.0269635	0.0288691	0.0276673	0.0273477	0.0276136	0.0278132	0.0269416	0.0269334	0.0281845	0.0273273	0.0279621	0.0275693	0.027318	0.0275402	0.0273747	0.0273059	0.0275787	0.0274083	0.028087	0.0270917	0.0297163	0.028528	0.0270403	0.0264959	0.0280321	0.026817	0.0281082	0.0277155	0.0281845	0.0276834	0.0276513	0.0278123	0.0281574	0.0267545	0.0280302	0.0276154	0.0292096	0.0290165	0.0283127	0.0269471	0.0273645	0.0285122	0.027838	0.0286038	0.0279985	0.0268397	0.0265934	0.0273654	0.0264771	0.0278704	0.0275534
unclassified-seq_SRR5221643	0.0248459	0.0259636	0.027725	0.0265057	0.0258699	0.0245274	0.0244861	0.0255163	0.0	0.0278304	0.0268052	0.0274943	0.0280793	0.0274204	0.0271165	0.0269179	0.0267681	0.0275355	0.0254806	0.0264441	0.0274213	0.0261234	0.0264727	0.0271451	0.0264816	0.0258275	0.0269927	0.025346	0.0282961	0.0260316	0.0264851	0.0256829	0.0262051	0.0261893	0.025719	0.0265602	0.0267112	0.0270926	0.0264255	0.0266455	0.0255691	0.0270376	0.026837	0.0262016	0.0276277	0.0267871	0.027384	0.0273663	0.0273152	0.0265378	0.0264352	0.0267636	0.0278895	0.0259271	0.0263004	0.0260937	0.0273962	0.0254933	0.026856	0.0264468	0.0277515	0.0262871	0.0262562	0.0273226	0.0268506	0.0265817	0.0265075	0.0263278	0.0268134	0.0266275	0.0274185	0.0268233	0.0274671	0.0266347	0.0264967	0.0263234	0.0273654	0.0256452	0.027193	0.0266473	0.0276428	0.0265262	0.0272411	0.0261515	0.0266302	0.0264459	0.026788	0.0283243	0.0271626	0.026979	0.0270504	0.0270092	0.0260115	0.0257568	0.0264548	0.0272994	0.0267871	0.0285802	0.0265352	0.0276145	0.0272809	0.0267058	0.0262386	0.0266212	0.0270467	0.0268951	0.0276786	0.026437	0.0268578	0.0265423	0.0263881	0.0271128	0.0276315	0.0264032	0.0256632	0.0258751	0.0263952	0.0261752	0.0281478	0.0266329
unclassified-seq_SRR5221644	0.0277752	0.0280523	0.0291488	0.0284034	0.0283282	0.0287485	0.0285723	0.0282495	0.0278304	0.0	0.0255273	0.029073	0.0295464	0.0289823	0.0289813	0.0291204	0.0288871	0.0295361	0.0283809	0.0286424	0.0294733	0.0283068	0.0291427	0.0289221	0.0286434	0.0279439	0.028337	0.027818	0.0296778	0.0292972	0.0281526	0.0286929	0.0282796	0.0286859	0.0284034	0.0283946	0.0291812	0.0288821	0.0285545	0.0287068	0.028201	0.0286612	0.0292513	0.0284631	0.0294045	0.0282679	0.029735	0.0290095	0.0287694	0.0291447	0.0286276	0.0283565	0.0294959	0.0288651	0.0290326	0.0289914	0.0287415	0.0282533	0.0290962	0.0282271	0.029162	0.0288321	0.0282786	0.0292666	0.0285644	0.0285437	0.0289321	0.0283721	0.0290508	0.0284769	0.0296623	0.0289231	0.0289462	0.0288611	0.0291073	0.0287087	0.0287395	0.0287783	0.0290457	0.0292086	0.0292117	0.0288601	0.0289492	0.0285063	0.0285398	0.0288241	0.0287197	0.0295598	0.0286503	0.0300643	0.0294404	0.0287405	0.027838	0.0290336	0.0285752	0.0296768	0.0289061	0.0301331	0.0290911	0.0291731	0.0293492	0.0290921	0.0283282	0.0291295	0.0291376	0.0298718	0.0303773	0.0292493	0.0283136	0.0285309	0.0292931	0.0292218	0.0299305	0.0289853	0.0279774	0.0280562	0.0287903	0.0280312	0.0294455	0.0289502
