sample	unclassified-seq_SRR5221635	unclassified-seq_SRR5221636	unclassified-seq_SRR5221637	unclassified-seq_SRR5221638	unclassified-seq_SRR5221639	unclassified-seq_SRR5221640	unclassified-seq_SRR5221641	unclassified-seq_SRR5221642	unclassified-seq_SRR5221643	unclassified-seq_SRR5221644	unclassified-seq_SRR5221645	unclassified-seq_SRR5221646	unclassified-seq_SRR5221647	unclassified-seq_SRR5221648	unclassified-seq_SRR5221649	unclassified-seq_SRR5221650	unclassified-seq_SRR5221651	unclassified-seq_SRR5221652	unclassified-seq_SRR5221653	unclassified-seq_SRR5221654	unclassified-seq_SRR5221655	unclassified-seq_SRR5221656	unclassified-seq_SRR5221657	unclassified-seq_SRR5221658	unclassified-seq_SRR5221659	unclassified-seq_SRR5221660	unclassified-seq_SRR5221661	unclassified-seq_SRR5221662	unclassified-seq_SRR5221663	unclassified-seq_SRR5221664	unclassified-seq_SRR5221665	unclassified-seq_SRR5221666	unclassified-seq_SRR5221667	unclassified-seq_SRR5221668	unclassified-seq_SRR5221669	unclassified-seq_SRR5221670	unclassified-seq_SRR5221671	unclassified-seq_SRR5221672	unclassified-seq_SRR5221673	unclassified-seq_SRR5221674	unclassified-seq_SRR5221675	unclassified-seq_SRR5221676	unclassified-seq_SRR5221677	unclassified-seq_SRR5221678	unclassified-seq_SRR5221679	unclassified-seq_SRR5221680	unclassified-seq_SRR5221681	unclassified-seq_SRR5221683	unclassified-seq_SRR5221684	unclassified-seq_SRR5221685	unclassified-seq_SRR5221686	unclassified-seq_SRR5221687	unclassified-seq_SRR5221688	unclassified-seq_SRR5221689	unclassified-seq_SRR5221690	unclassified-seq_SRR5221691	unclassified-seq_SRR5221692	unclassified-seq_SRR5221693	unclassified-seq_SRR5221694	unclassified-seq_SRR5221695	unclassified-seq_SRR5221696	unclassified-seq_SRR5221697	unclassified-seq_SRR5221698	unclassified-seq_SRR5221700	unclassified-seq_SRR5221701	unclassified-seq_SRR5221702	unclassified-seq_SRR5221704	unclassified-seq_SRR5221705	unclassified-seq_SRR5221706	unclassified-seq_SRR5221707	unclassified-seq_SRR5221708	unclassified-seq_SRR5221709	unclassified-seq_SRR5221710	unclassified-seq_SRR5221711	unclassified-seq_SRR5221712	unclassified-seq_SRR5221713	unclassified-seq_SRR5221714	unclassified-seq_SRR5221715	unclassified-seq_SRR5221716	unclassified-seq_SRR5221717	unclassified-seq_SRR5221718	unclassified-seq_SRR5221719	unclassified-seq_SRR5221720	unclassified-seq_SRR5221721	unclassified-seq_SRR5221722	unclassified-seq_SRR5221723	unclassified-seq_SRR5221724	unclassified-seq_SRR5221725	unclassified-seq_SRR5221726	unclassified-seq_SRR5221727	unclassified-seq_SRR5221728	unclassified-seq_SRR5221729	unclassified-seq_SRR5221730	unclassified-seq_SRR5221731	unclassified-seq_SRR5221732	unclassified-seq_SRR5221733	unclassified-seq_SRR5221734	unclassified-seq_SRR5221735	unclassified-seq_SRR5221736	unclassified-seq_SRR5221737	unclassified-seq_SRR5221738	unclassified-seq_SRR5221740	unclassified-seq_SRR5221741	unclassified-seq_SRR5221742	unclassified-seq_SRR5221743	unclassified-seq_SRR5221744	unclassified-seq_SRR5221745	unclassified-seq_SRR5221746	unclassified-seq_SRR5221747	unclassified-seq_SRR5221748	unclassified-seq_SRR5221749	unclassified-seq_SRR5221750	unclassified-seq_SRR5221751	unclassified-seq_SRR5221752	unclassified-seq_SRR5221753	unclassified-seq_SRR5221754	unclassified-seq_SRR5221755	unclassified-seq_SRR5221756	unclassified-seq_SRR5221757	unclassified-seq_SRR5221758
unclassified-seq_SRR5221635	0.0	0.011028	0.0141451	0.0138408	0.0140079	0.0137998	0.0138061	0.0130357	0.013279	0.0144187	0.0130006	0.0145193	0.014428	0.0140517	0.0144551	0.0146196	0.013816	0.0145904	0.013732	0.0138746	0.0140093	0.0127386	0.0137841	0.0139833	0.0136214	0.0126781	0.0136869	0.0134537	0.0141364	0.0150324	0.0131883	0.0145029	0.0137459	0.0142238	0.014502	0.0137625	0.0148025	0.0137872	0.0139756	0.014313	0.0140759	0.0135996	0.0149435	0.0140416	0.0146812	0.0137289	0.0149763	0.0139911	0.0138633	0.0143479	0.014124	0.0142658	0.0144991	0.0144103	0.0140325	0.0145503	0.0138372	0.0139058	0.0147234	0.0139375	0.0144327	0.0149002	0.0137159	0.0143479	0.013843	0.0137235	0.0144247	0.0134019	0.0151373	0.0136499	0.0150145	0.014295	0.0142113	0.0144434	0.0146655	0.0137271	0.0139634	0.015129	0.0139865	0.0149089	0.0141975	0.0141373	0.0145753	0.0143442	0.0143823	0.0145024	0.0142455	0.0147096	0.0138403	0.0163142	0.0152846	0.0141639	0.0135881	0.0149156	0.013397	0.014657	0.0143015	0.0149913	0.0140585	0.0143298	0.0149007	0.0146438	0.0137958	0.0148417	0.0145081	0.0152399	0.015213	0.015168	0.0133558	0.0136726	0.0150891	0.0144841	0.0152527	0.0146684	0.0135477	0.0133843	0.0146386	0.0131831	0.0145791	0.0144748
unclassified-seq_SRR5221636	0.011028	0.0	0.0134934	0.0130542	0.0131524	0.0132882	0.0131329	0.0122314	0.0129203	0.0138863	0.0121939	0.0139307	0.0139729	0.0135084	0.0139779	0.0142533	0.013463	0.01389	0.0132886	0.0134212	0.013633	0.01233	0.0137432	0.0135486	0.0131571	0.0121768	0.0131386	0.0130482	0.0135774	0.0150188	0.0125628	0.0141331	0.0131442	0.0137814	0.0142358	0.0132951	0.0144051	0.0132121	0.0134071	0.0138245	0.0136169	0.0129912	0.0145071	0.0135903	0.0141203	0.0131468	0.0146371	0.0134036	0.013177	0.0138502	0.0135504	0.0136508	0.0140097	0.0140965	0.0137039	0.0142718	0.0132156	0.0134537	0.014169	0.0133931	0.0136744	0.0145494	0.0132329	0.0138106	0.0133519	0.0133239	0.014204	0.0129203	0.0149836	0.0130572	0.0145095	0.0137958	0.0135429	0.0140343	0.0142778	0.0132586	0.0132612	0.0149353	0.0134995	0.0145494	0.0136392	0.0136797	0.0140718	0.01389	0.0139534	0.0140316	0.0138304	0.0140343	0.0133611	0.0161935	0.0149445	0.0134691	0.0128557	0.014649	0.0127922	0.0141391	0.0138178	0.0142418	0.0135252	0.0137128	0.0144317	0.0141731	0.0132421	0.0144551	0.0139879	0.015028	0.0149228	0.0148245	0.0128532	0.0131736	0.0149903	0.0138936	0.0146381	0.0141842	0.013158	0.0129621	0.0142247	0.0127147	0.0139402	0.0138872
unclassified-seq_SRR5221637	0.0141451	0.0134934	0.0	0.01224	0.012737	0.0143702	0.0145767	0.0133677	0.0140563	0.0150513	0.0135221	0.0150916	0.0149353	0.0146036	0.0148571	0.0152272	0.0144453	0.0150615	0.0144579	0.0145235	0.0153861	0.0142141	0.0155072	0.014751	0.0141713	0.0131653	0.0141952	0.0140134	0.0145217	0.0165676	0.0136918	0.0155112	0.0142533	0.0148595	0.0154893	0.0142727	0.0156001	0.0141667	0.0144467	0.0148446	0.0148302	0.0140677	0.0156382	0.0147605	0.0150789	0.0141098	0.0155436	0.0145607	0.0143163	0.0150343	0.0145062	0.0147772	0.0150489	0.0153333	0.0149252	0.0155341	0.0141524	0.0147306	0.0153338	0.0145329	0.0147954	0.0158122	0.0144261	0.0148001	0.0144668	0.0142899	0.0153688	0.0140617	0.0161537	0.0139974	0.0155861	0.0147634	0.0145278	0.0149325	0.0153698	0.0143939	0.0141777	0.0160136	0.0145942	0.0155816	0.0147268	0.0146911	0.0151032	0.0151066	0.0150518	0.0150935	0.0149036	0.0151319	0.0143437	0.0173961	0.0160716	0.014494	0.0139153	0.0158553	0.0138705	0.0151227	0.0148283	0.0153412	0.0147353	0.0147577	0.0155511	0.0152541	0.0142321	0.0154938	0.0150784	0.0161697	0.0159695	0.0159915	0.013776	0.0143288	0.016029	0.0149676	0.0156191	0.0152311	0.0143219	0.0140193	0.0152767	0.0137495	0.015061	0.0150663
unclassified-seq_SRR5221638	0.0138408	0.0130542	0.01224	0.0	0.0123259	0.0136847	0.0138791	0.0128948	0.0135686	0.0145353	0.0129595	0.0146546	0.0144743	0.0141763	0.0146107	0.0147963	0.014163	0.0145419	0.0136949	0.0140006	0.0149166	0.0137226	0.0150101	0.0142866	0.0137751	0.0129258	0.0137276	0.0135725	0.0141717	0.0160552	0.0133795	0.0149344	0.0137079	0.0143916	0.0148662	0.0137872	0.0150377	0.013825	0.0140608	0.0144051	0.0143061	0.01369	0.0151705	0.0143567	0.0146319	0.0136405	0.0150998	0.0141066	0.0137989	0.0145975	0.0140741	0.0143311	0.0145095	0.0149382	0.0145485	0.0149971	0.0136771	0.0141414	0.0147515	0.0140626	0.0144061	0.0152586	0.0138895	0.0142714	0.0139434	0.0138534	0.0148083	0.0135097	0.0156593	0.0136686	0.0151695	0.0142621	0.0143121	0.014532	0.0149199	0.0139452	0.0136882	0.0154878	0.0141047	0.0150455	0.0142973	0.0141116	0.0145362	0.014596	0.0145151	0.0146244	0.0145819	0.0147153	0.0140025	0.0169158	0.0156011	0.0141061	0.0135119	0.015352	0.0134563	0.0147906	0.0144752	0.014972	0.0143075	0.0144275	0.0150348	0.0148226	0.013862	0.0151431	0.0147863	0.0158122	0.0155931	0.0155841	0.0133187	0.0137679	0.0155466	0.0145376	0.0151656	0.014802	0.0138854	0.0135402	0.014694	0.0131991	0.0146144	0.0145701
unclassified-seq_SRR5221639	0.0140079	0.0131524	0.012737	0.0123259	0.0	0.0141254	0.0142866	0.0131015	0.0136183	0.0146935	0.0133392	0.0150304	0.0148714	0.0145174	0.014932	0.0151047	0.0144252	0.0148945	0.0142187	0.0143586	0.0151924	0.0140558	0.0151871	0.0147501	0.0141529	0.0132712	0.0141437	0.0138381	0.0144453	0.015969	0.0135699	0.0151607	0.0141396	0.0146745	0.0151237	0.0142122	0.0153832	0.0142783	0.0143618	0.014814	0.0146168	0.0140526	0.0154228	0.0146149	0.0149604	0.0140732	0.0153461	0.0143753	0.0141143	0.014783	0.0145142	0.0146305	0.014881	0.0151178	0.0146793	0.0151626	0.0141828	0.0144308	0.0151086	0.0143121	0.0147006	0.0153664	0.0141001	0.0145358	0.0142099	0.0142012	0.0149488	0.0138205	0.0157509	0.0138963	0.0152708	0.0146121	0.0146532	0.0148049	0.0152061	0.0142506	0.0141699	0.0156703	0.01445	0.0153743	0.0146888	0.0145781	0.0148806	0.0147896	0.0149041	0.0149474	0.0148159	0.0152022	0.01438	0.0171546	0.0159373	0.0144411	0.0136664	0.0154015	0.0138277	0.0150848	0.014781	0.0152595	0.0145668	0.0146807	0.0154193	0.0151563	0.0142811	0.0153545	0.0150508	0.0160064	0.0157494	0.0157126	0.0137504	0.0139974	0.0156874	0.0148116	0.0155651	0.01515	0.0141432	0.0138268	0.0151315	0.0136583	0.0149209	0.0149017
unclassified-seq_SRR5221640	0.0137998	0.0132882	0.0143702	0.0136847	0.0141254	0.0	0.0123551	0.0111729	0.0117791	0.0148595	0.0132516	0.0150464	0.0148145	0.0144285	0.0147629	0.0151164	0.0143075	0.0147906	0.0140416	0.01432	0.0151544	0.0139893	0.0152389	0.0144649	0.0140239	0.0131308	0.0142427	0.0139915	0.0146144	0.0162428	0.0136534	0.0152012	0.0141318	0.0147539	0.0152738	0.0142321	0.0153402	0.0142445	0.0143739	0.0148221	0.0146215	0.0140956	0.0154798	0.0146959	0.015045	0.0140727	0.0155771	0.0144271	0.0142876	0.0149022	0.0144766	0.0146888	0.0148887	0.0151729	0.0147296	0.015262	0.0141446	0.0144252	0.0151553	0.014421	0.0147548	0.0156567	0.0142256	0.0147477	0.0143758	0.0142653	0.0149455	0.0137922	0.0158909	0.013913	0.0154431	0.0147453	0.0146187	0.0149175	0.0153595	0.0143581	0.0142132	0.0157995	0.0144458	0.0153555	0.0145838	0.0145965	0.0149074	0.0149151	0.0149836	0.0150324	0.0147505	0.015237	0.0143507	0.0172166	0.0158492	0.0146992	0.0139634	0.0158375	0.0139743	0.0152929	0.0149657	0.0153215	0.0147125	0.0148767	0.0153368	0.0150479	0.0142418	0.015402	0.0150736	0.0161123	0.0158981	0.015896	0.0137706	0.014107	0.0158538	0.0148384	0.0155386	0.0150989	0.014129	0.0138746	0.0151339	0.0136851	0.014972	0.014943
unclassified-seq_SRR5221641	0.0138061	0.0131329	0.0145767	0.0138791	0.0142866	0.0123551	0.0	0.011179	0.0122396	0.0148945	0.0131749	0.0151641	0.0147444	0.014227	0.0148484	0.0151583	0.0143497	0.0147353	0.0142501	0.0143944	0.0152306	0.0140435	0.0151475	0.0145555	0.0143214	0.0132351	0.0140905	0.0139302	0.0145001	0.0158279	0.0135579	0.014905	0.0141066	0.0147648	0.0150116	0.0142201	0.0153683	0.0142469	0.0144654	0.0148169	0.0146069	0.0141056	0.0155511	0.0146845	0.0151168	0.0141221	0.0154808	0.014524	0.0142501	0.014907	0.0143618	0.0147125	0.0148676	0.0149565	0.0147834	0.0152748	0.0140448	0.0143126	0.0151383	0.014339	0.0146646	0.0154366	0.01418	0.014658	0.0143302	0.0143242	0.0149893	0.0139094	0.0155966	0.0140947	0.015459	0.0146556	0.0147025	0.0148849	0.0152061	0.0142815	0.0142007	0.0156151	0.014386	0.0153511	0.0145923	0.0147077	0.0149671	0.0149113	0.0149614	0.0150556	0.0146717	0.0153239	0.0141602	0.0169537	0.0155566	0.0145616	0.0138814	0.0155271	0.0139466	0.0150576	0.0148441	0.0151807	0.0144724	0.0148441	0.0153107	0.0150629	0.0141851	0.0152718	0.0149325	0.0159603	0.0158818	0.0157965	0.0137742	0.014086	0.0156955	0.0148016	0.0155596	0.014998	0.0140818	0.0138814	0.015092	0.0136641	0.0150989	0.0150619
unclassified-seq_SRR5221642	0.0130357	0.0122314	0.0133677	0.0128948	0.0131015	0.0111729	0.011179	0.0	0.0117233	0.013899	0.0118705	0.0139253	0.0135832	0.0130765	0.0137464	0.0140663	0.0132551	0.0136192	0.0131731	0.0132825	0.0140494	0.0128625	0.0140339	0.0135743	0.012983	0.0120151	0.012871	0.0128176	0.0132542	0.0151573	0.0122514	0.0139085	0.0128383	0.0136009	0.0141451	0.0130739	0.0142931	0.0130812	0.0132538	0.0137684	0.0134616	0.0128193	0.0144308	0.0135823	0.0137697	0.0127403	0.0143949	0.0131969	0.0129685	0.0136655	0.0132104	0.0134656	0.0136192	0.0139416	0.0137415	0.0142298	0.0127935	0.0132747	0.0139638	0.013145	0.0133913	0.0144201	0.0131597	0.013657	0.0131606	0.0130537	0.013962	0.012713	0.0149156	0.0127956	0.0143721	0.0135632	0.0134511	0.0138214	0.014209	0.0131982	0.0129433	0.0148714	0.0132277	0.0142312	0.0133918	0.0134445	0.0136905	0.0137388	0.0137899	0.0138778	0.0136018	0.0140261	0.013031	0.0161992	0.0146121	0.0133694	0.0127323	0.014658	0.0125861	0.0139833	0.0137209	0.0139697	0.0134049	0.0136249	0.0141157	0.0140608	0.0130061	0.0142829	0.0138025	0.0150765	0.0148274	0.0149715	0.0125345	0.0129677	0.0147944	0.0136606	0.0143809	0.0140316	0.0129796	0.0127306	0.0140837	0.0123165	0.0138061	0.0138656
unclassified-seq_SRR5221643	0.013279	0.0129203	0.0140563	0.0135686	0.0136183	0.0117791	0.0122396	0.0117233	0.0	0.0146769	0.0131118	0.0148959	0.0147068	0.0141414	0.0144589	0.0147253	0.0139575	0.0147353	0.0136249	0.0140535	0.014894	0.0136014	0.0146902	0.0142344	0.0138381	0.0128358	0.013904	0.0134722	0.0143284	0.0153047	0.013236	0.0144579	0.0138236	0.0143321	0.014564	0.0138823	0.0149276	0.0138633	0.014054	0.0144687	0.0141043	0.0138363	0.015061	0.0142894	0.0148274	0.0137746	0.0150848	0.0140421	0.0138832	0.0144051	0.0140919	0.0144117	0.0145189	0.0145654	0.0141437	0.0147734	0.0138723	0.0138805	0.0148001	0.0141437	0.014622	0.0149845	0.0137827	0.0142395	0.0138972	0.0138995	0.0143469	0.013481	0.0151237	0.013485	0.0148686	0.0141924	0.01427	0.0145311	0.0147087	0.0139162	0.0140047	0.0150217	0.0141653	0.0148068	0.0143195	0.0142192	0.0146196	0.0143469	0.0145137	0.0145461	0.0143302	0.0150198	0.0140257	0.0163413	0.0153013	0.0142834	0.0134797	0.0148542	0.0135349	0.0148116	0.014478	0.0150673	0.0141382	0.014472	0.0150552	0.0147006	0.013825	0.0148264	0.0146324	0.0153945	0.0154312	0.0153585	0.0135362	0.0137495	0.0151392	0.0144982	0.0150979	0.014597	0.0136419	0.0134943	0.0146617	0.0132803	0.0147734	0.0145645
unclassified-seq_SRR5221644	0.0144187	0.0138863	0.0150513	0.0145353	0.0146935	0.0148595	0.0148945	0.013899	0.0146769	0.0	0.0112007	0.0155047	0.0152674	0.0148791	0.015211	0.0155616	0.0148868	0.0153945	0.0147973	0.0147753	0.0156392	0.0144504	0.0155676	0.0148825	0.0147553	0.0136472	0.0145015	0.0143758	0.0148988	0.0164999	0.014091	0.0156879	0.0145348	0.0151018	0.0155806	0.0146916	0.0158325	0.0145998	0.0148389	0.015259	0.0150145	0.0144411	0.0158477	0.0149671	0.0154178	0.0143963	0.0158254	0.0147472	0.0145541	0.0152527	0.0148197	0.0149041	0.0152841	0.0155446	0.015213	0.0156527	0.0145207	0.0147925	0.0154868	0.014741	0.01515	0.0159205	0.0145297	0.0149286	0.0145838	0.0145311	0.0153412	0.0142501	0.0159716	0.0142714	0.0156306	0.0149681	0.0150401	0.0152208	0.015707	0.0148365	0.0145678	0.0162314	0.0148849	0.0157889	0.0149807	0.0150343	0.0152974	0.0153195	0.0151636	0.0153299	0.0150848	0.0153876	0.0146026	0.0173213	0.0161738	0.0148527	0.014203	0.0160701	0.0143548	0.0155856	0.0151661	0.0156975	0.0150707	0.0151368	0.0158528	0.0154803	0.0145607	0.0157388	0.0153767	0.0164457	0.0162772	0.0161211	0.0139824	0.0143293	0.0161366	0.0150882	0.0158512	0.015459	0.0144397	0.0143991	0.0155741	0.0138778	0.0151553	0.0153195
