sample	leech_0.001_1x_1	leech_0.001_2x_1	leech_0.001_4x_1	leech_0.001_8x_1	leech_0.002_1x_1	leech_0.002_2x_1	leech_0.002_4x_1	leech_0.002_8x_1	leech_0.004_1x_1	leech_0.004_2x_1	leech_0.004_4x_1	leech_0.004_8x_1	leech_0.006_1x_1	leech_0.006_2x_1	leech_0.006_4x_1	leech_0.006_8x_1	leech_0.008_1x_1	leech_0.008_2x_1	leech_0.008_4x_1	leech_0.008_8x_1	leech_0.01_1x_1	leech_0.01_2x_1	leech_0.01_4x_1	leech_0.01_8x_1	leech_0.02_1x_1	leech_0.02_2x_1	leech_0.02_4x_1	leech_0.02_8x_1	leech_0.0_1x_1	leech_0.0_2x_1	leech_0.0_4x_1	leech_0.0_8x_1	
leech_0.001_1x_1	0.0	0.020527	0.02023	0.0140453	0.028088	0.0233034	0.0233331	0.0170057	0.02994	0.0255248	0.0251888	0.0189933	0.0318117	0.0275365	0.0273329	0.0210125	0.0341152	0.0292503	0.0292513	0.0230055	0.0359762	0.03139	0.0312579	0.0250536	0.0458129	0.0414068	0.0413688	0.0350936	0.0260229	0.0214131	0.021248	0.014998	
leech_0.001_2x_1	0.020527	0.0	0.0129805	0.00753514	0.0234579	0.0172122	0.0160018	0.0105493	0.0255648	0.0192426	0.0180412	0.0125857	0.0273645	0.0212891	0.0201782	0.0147453	0.029423	0.0231456	0.0219526	0.0165374	0.0311754	0.0251745	0.0238511	0.0184983	0.041101	0.0351201	0.0341317	0.0286622	0.0215796	0.0152096	0.0139874	0.00857144	
leech_0.001_4x_1	0.02023	0.0129805	0.0	0.00611804	0.0232259	0.0160151	0.0139965	0.00910803	0.0252374	0.0179293	0.0159823	0.0111052	0.0270312	0.0199825	0.018074	0.0132264	0.0291903	0.0219079	0.0199199	0.0150979	0.0309354	0.0238871	0.0219654	0.0170966	0.0408869	0.0339597	0.0321021	0.0272281	0.021447	0.0139198	0.0119926	0.00712714	
leech_0.001_8x_1	0.0140453	0.00753514	0.00611804	0.0	0.0170318	0.010535	0.00918461	0.00381694	0.018997	0.0125494	0.01115	0.00582104	0.0208837	0.0146329	0.0132282	0.0079242	0.0229643	0.0164499	0.0150872	0.00974569	0.0248508	0.0184759	0.0171201	0.0118037	0.0347715	0.0286147	0.0273004	0.0219747	0.0151027	0.00852862	0.00714795	0.00178947	
leech_0.002_1x_1	0.028088	0.0234579	0.0232259	0.0170318	0.0	0.0204625	0.0203779	0.0140389	0.0310734	0.0263935	0.0262615	0.0200434	0.0327457	0.0284798	0.0283936	0.0221046	0.0351015	0.0305581	0.030374	0.0241295	0.0365585	0.0323247	0.0322125	0.0259159	0.047041	0.0424718	0.0425586	0.0363828	0.0271128	0.0224071	0.0223308	0.0160095	
leech_0.002_2x_1	0.0233034	0.0172122	0.0160151	0.010535	0.0204625	0.0	0.0129989	0.00752652	0.026437	0.02012	0.0190115	0.0135194	0.0282971	0.0223163	0.0211496	0.0157005	0.0305203	0.0241844	0.0230784	0.0175411	0.0320476	0.0263207	0.0249698	0.0195841	0.0420246	0.0360106	0.034955	0.0295888	0.022518	0.0162371	0.0150242	0.00955548	
leech_0.002_4x_1	0.0233331	0.0160018	0.0139965	0.00918461	0.0203779	0.0129989	0.0	0.00614113	0.0262148	0.0189539	0.0169266	0.0121148	0.0280091	0.0210023	0.0190328	0.0142445	0.0302788	0.0229194	0.020875	0.0161268	0.0319426	0.0250262	0.0229898	0.0181544	0.0419662	0.0349339	0.0330473	0.0282194	0.0224566	0.0149845	0.0130117	0.0081685	
leech_0.002_8x_1	0.0170057	0.0105493	0.00910803	0.00381694	0.0140389	0.00752652	0.00614113	0.0	0.019987	0.0135181	0.0121213	0.00678878	0.0218994	0.0156206	0.0142469	0.00894588	0.0240233	0.0174662	0.0161588	0.0107808	0.0257835	0.019529	0.018159	0.0128231	0.0358254	0.0296208	0.0283097	0.0229778	0.0161175	0.00951821	0.00812408	0.00279369	
leech_0.004_1x_1	0.02994	0.0255648	0.0252374	0.018997	0.0310734	0.026437	0.0262148	0.019987	0.0	0.0203917	0.0203348	0.0140722	0.0348853	0.0301936	0.030148	0.0239146	0.0370287	0.0323388	0.032209	0.025882	0.0387774	0.034222	0.0340253	0.0278104	0.0486612	0.0442198	0.0440249	0.0379938	0.0290649	0.0243628	0.0242322	0.0179453	
leech_0.004_2x_1	0.0255248	0.0192426	0.0179293	0.0125494	0.0263935	0.02012	0.0189539	0.0135181	0.0203917	0.0	0.0130207	0.00755419	0.0301947	0.0239744	0.0229135	0.0174986	0.0324174	0.0260194	0.0249954	0.0195009	0.0340392	0.0280504	0.0267672	0.0213924	0.0441598	0.0380224	0.0369942	0.0315071	0.0244175	0.0182467	0.016932	0.0115119	
leech_0.004_4x_1	0.0251888	0.0180412	0.0159823	0.01115	0.0262615	0.0190115	0.0169266	0.0121213	0.0203348	0.0130207	0.0	0.00614328	0.0300263	0.0229179	0.0209692	0.0161692	0.0320916	0.0248081	0.0228166	0.0180251	0.0338353	0.026769	0.024878	0.020003	0.0439386	0.0368652	0.0349734	0.0301724	0.0242274	0.016911	0.0149421	0.010125	
leech_0.004_8x_1	0.0189933	0.0125857	0.0111052	0.00582104	0.0200434	0.0135194	0.0121148	0.00678878	0.0140722	0.00755419	0.00614328	0.0	0.0238785	0.0175243	0.0161232	0.0108811	0.0258691	0.0193828	0.0180458	0.0127054	0.0277933	0.0214138	0.0200197	0.014731	0.0377655	0.0315727	0.0302021	0.0248879	0.0179912	0.0114792	0.0101044	0.0047765	
leech_0.006_1x_1	0.0318117	0.0273645	0.0270312	0.0208837	0.0327457	0.0282971	0.0280091	0.0218994	0.0348853	0.0301947	0.0300263	0.0238785	0.0	0.0205917	0.0202879	0.0140047	0.0389829	0.0340367	0.0339685	0.0277838	0.0408869	0.0360451	0.0359213	0.0297631	0.0506177	0.0459391	0.0459205	0.0398763	0.0309696	0.0262483	0.0261331	0.0199435	
leech_0.006_2x_1	0.0275365	0.0212891	0.0199825	0.0146329	0.0284798	0.0223163	0.0210023	0.0156206	0.0301936	0.0239744	0.0229179	0.0175243	0.0205917	0.0	0.0129527	0.00757357	0.0342832	0.0280273	0.0269288	0.0214774	0.0362321	0.0302245	0.0289924	0.0235641	0.0458109	0.0400669	0.0389017	0.0335168	0.0266032	0.0201931	0.0189818	0.0136423	
leech_0.006_4x_1	0.0273329	0.0201782	0.018074	0.0132282	0.0283936	0.0211496	0.0190328	0.0142469	0.030148	0.0229135	0.0209692	0.0161232	0.0202879	0.0129527	0.0	0.00614274	0.0342194	0.0268706	0.0249317	0.0201827	0.0360852	0.0289111	0.0270486	0.0221641	0.0457511	0.0388519	0.0370676	0.0321555	0.0264077	0.0189891	0.0170825	0.0122698	
leech_0.006_8x_1	0.0210125	0.0147453	0.0132264	0.0079242	0.0221046	0.0157005	0.0142445	0.00894588	0.0239146	0.0174986	0.0161692	0.0108811	0.0140047	0.00757357	0.00614274	0.0	0.0280783	0.0214691	0.0202274	0.0148226	0.0299863	0.023568	0.0222203	0.016864	0.0397517	0.0336109	0.0322627	0.0269836	0.0201459	0.0136138	0.0122343	0.00691846	
leech_0.008_1x_1	0.0341152	0.029423	0.0291903	0.0229643	0.0351015	0.0305203	0.0302788	0.0240233	0.0370287	0.0324174	0.0320916	0.0258691	0.0389829	0.0342832	0.0342194	0.0280783	0.0	0.0205778	0.020269	0.0141713	0.0425966	0.0381881	0.0380164	0.031861	0.0523258	0.0480481	0.0478105	0.0416866	0.033097	0.0283673	0.028233	0.0219889	
leech_0.008_2x_1	0.0292503	0.0231456	0.0219079	0.0164499	0.0305581	0.0241844	0.0229194	0.0174662	0.0323388	0.0260194	0.0248081	0.0193828	0.0340367	0.0280273	0.0268706	0.0214691	0.0205778	0.0	0.0129297	0.00759118	0.038093	0.0318886	0.0307896	0.0253679	0.0477859	0.0418075	0.040789	0.0354002	0.0284377	0.0220202	0.0209173	0.01546	
leech_0.008_4x_1	0.0292513	0.0219526	0.0199199	0.0150872	0.030374	0.0230784	0.020875	0.0161588	0.032209	0.0249954	0.0228166	0.0180458	0.0339685	0.0269288	0.0249317	0.0202274	0.020269	0.0129297	0.0	0.00605571	0.0378459	0.0307885	0.0288511	0.0240273	0.0476325	0.0405509	0.0387867	0.0339395	0.0283321	0.0209173	0.0188971	0.0141313	
leech_0.008_8x_1	0.0230055	0.0165374	0.0150979	0.00974569	0.0241295	0.0175411	0.0161268	0.0107808	0.025882	0.0195009	0.0180251	0.0127054	0.0277838	0.0214774	0.0201827	0.0148226	0.0141713	0.00759118	0.00605571	0.0	0.0317626	0.0253941	0.0240344	0.0186996	0.0415194	0.0352717	0.0341038	0.0288052	0.0221053	0.0154089	0.0140873	0.00876409	
leech_0.01_1x_1	0.0359762	0.0311754	0.0309354	0.0248508	0.0365585	0.0320476	0.0319426	0.0257835	0.0387774	0.0340392	0.0338353	0.0277933	0.0408869	0.0362321	0.0360852	0.0299863	0.0425966	0.038093	0.0378459	0.0317626	0.0	0.0205553	0.0203172	0.0141267	0.0543859	0.0500154	0.0499281	0.0437954	0.0349603	0.0300823	0.0299663	0.0237994	
leech_0.01_2x_1	0.03139	0.0251745	0.0238871	0.0184759	0.0323247	0.0263207	0.0250262	0.019529	0.034222	0.0280504	0.026769	0.0214138	0.0360451	0.0302245	0.0289111	0.023568	0.0381881	0.0318886	0.0307885	0.0253941	0.0205553	0.0	0.0129135	0.00751315	0.0495697	0.0437516	0.0427659	0.0372965	0.0303869	0.0240455	0.0229023	0.0174936	
leech_0.01_4x_1	0.0312579	0.0238511	0.0219654	0.0171201	0.0322125	0.0249698	0.0229898	0.018159	0.0340253	0.0267672	0.024878	0.0200197	0.0359213	0.0289924	0.0270486	0.0222203	0.0380164	0.0307896	0.0288511	0.0240344	0.0203172	0.0129135	0.0	0.00613925	0.0491973	0.0425749	0.0407991	0.0359817	0.030374	0.0228493	0.0209321	0.0161196	
leech_0.01_8x_1	0.0250536	0.0184983	0.0170966	0.0118037	0.0259159	0.0195841	0.0181544	0.0128231	0.0278104	0.0213924	0.020003	0.014731	0.0297631	0.0235641	0.0221641	0.016864	0.031861	0.0253679	0.0240273	0.0186996	0.0141267	0.00751315	0.00613925	0.0	0.0432567	0.0372238	0.0360161	0.0306828	0.0240819	0.0174373	0.0160649	0.0107815	
leech_0.02_1x_1	0.0458129	0.041101	0.0408869	0.0347715	0.047041	0.0420246	0.0419662	0.0358254	0.0486612	0.0441598	0.0439386	0.0377655	0.0506177	0.0458109	0.0457511	0.0397517	0.0523258	0.0477859	0.0476325	0.0415194	0.0543859	0.0495697	0.0491973	0.0432567	0.0	0.0203871	0.0201562	0.0140796	0.0450167	0.0401619	0.0399755	0.0338855	
