sample	oyster_0.001_1x_1	oyster_0.001_2x_1	oyster_0.001_4x_1	oyster_0.001_8x_1	oyster_0.002_1x_1	oyster_0.002_2x_1	oyster_0.002_4x_1	oyster_0.002_8x_1	oyster_0.004_1x_1	oyster_0.004_2x_1	oyster_0.004_4x_1	oyster_0.004_8x_1	oyster_0.006_1x_1	oyster_0.006_2x_1	oyster_0.006_4x_1	oyster_0.006_8x_1	oyster_0.008_1x_1	oyster_0.008_2x_1	oyster_0.008_4x_1	oyster_0.008_8x_1	oyster_0.01_1x_1	oyster_0.01_2x_1	oyster_0.01_4x_1	oyster_0.01_8x_1	oyster_0.02_1x_1	oyster_0.02_2x_1	oyster_0.02_4x_1	oyster_0.02_8x_1	oyster_0.0_1x_1	oyster_0.0_2x_1	oyster_0.0_4x_1	oyster_0.0_8x_1	
oyster_0.001_1x_1	0.0	0.00731851	0.013682	0.0126915	0.0256572	0.0225421	0.0231705	0.0162252	0.0276023	0.024407	0.0251311	0.0182217	0.0295279	0.0265414	0.0272929	0.0203779	0.0313945	0.028379	0.029163	0.0223475	0.0331954	0.0301724	0.0309058	0.024241	0.0425188	0.0392691	0.0400669	0.0337365	0.0239547	0.0205474	0.0212528	0.0141708	
oyster_0.001_2x_1	0.00731851	0.0	0.00537016	0.0072097	0.022299	0.0173839	0.0169418	0.0108321	0.024325	0.0192168	0.0188422	0.0128803	0.0263296	0.0214719	0.0209537	0.0149729	0.0279918	0.0233156	0.0229	0.0169569	0.0299968	0.0251587	0.0247187	0.0187906	0.0392296	0.034526	0.034185	0.0284808	0.020656	0.0154218	0.0149392	0.00876637	
oyster_0.001_4x_1	0.013682	0.00537016	0.0	0.00652228	0.0230401	0.0168646	0.0155047	0.0101692	0.0251252	0.0187366	0.0174006	0.0121618	0.0270513	0.0208683	0.0194729	0.0142459	0.028675	0.0227092	0.0213779	0.0162241	0.0307002	0.024559	0.0231758	0.0180521	0.0399673	0.0338968	0.0325732	0.0277165	0.0213848	0.0149556	0.0134771	0.00812253	
oyster_0.001_8x_1	0.0126915	0.0072097	0.00652228	0.0	0.0160428	0.0108299	0.0101888	0.00406	0.0181196	0.012818	0.0121842	0.00617098	0.0201297	0.014986	0.0142806	0.00826214	0.0219171	0.0168377	0.0163168	0.0103895	0.0240091	0.0188465	0.0182147	0.0123013	0.033481	0.0284112	0.0279057	0.0221936	0.0143228	0.00884867	0.00814518	0.00193776	
oyster_0.002_1x_1	0.0256572	0.022299	0.0230401	0.0160428	0.0	0.0073229	0.0136121	0.0125748	0.028589	0.0253004	0.0260902	0.0191781	0.0304256	0.027318	0.0280581	0.0211666	0.0322557	0.0292157	0.0299557	0.0232122	0.0341723	0.0311376	0.0318037	0.0251428	0.04335	0.0402623	0.041021	0.0345519	0.0248039	0.0213035	0.0220724	0.01503	
oyster_0.002_2x_1	0.0225421	0.0173839	0.0168646	0.0108299	0.0073229	0.0	0.00529637	0.007163	0.0253426	0.0202944	0.0198676	0.0139575	0.0272485	0.0223649	0.0219697	0.0159849	0.0288961	0.024225	0.023855	0.0179659	0.0309751	0.0261629	0.025682	0.019799	0.0403631	0.035532	0.0351227	0.0294394	0.0216529	0.0164567	0.0159307	0.00982322	
oyster_0.002_4x_1	0.0231705	0.0169418	0.0155047	0.0101888	0.0136121	0.00529637	0.0	0.00652339	0.0261515	0.019761	0.0184623	0.0132438	0.0280706	0.0219051	0.0205468	0.0153387	0.029735	0.0237581	0.0224027	0.0172882	0.0318186	0.0256152	0.0241844	0.0191004	0.0410482	0.0349155	0.0335341	0.0287107	0.0224027	0.0160146	0.0145758	0.00917794	
oyster_0.002_8x_1	0.0162252	0.0108321	0.0101692	0.00406	0.0125748	0.007163	0.00652339	0.0	0.0192063	0.0138525	0.0132238	0.00723035	0.0211912	0.0160054	0.0153511	0.00935925	0.0229239	0.017871	0.0173003	0.0114152	0.0249872	0.0198733	0.0192524	0.0133274	0.0344822	0.0294589	0.0289021	0.0231849	0.0153762	0.00989311	0.00920232	0.00302844	
oyster_0.004_1x_1	0.0276023	0.024325	0.0251252	0.0181196	0.028589	0.0253426	0.0261515	0.0192063	0.0	0.00738014	0.0137459	0.0127698	0.0323869	0.0292972	0.03004	0.023308	0.0341367	0.0311554	0.0319403	0.0252147	0.0361308	0.0329327	0.0336668	0.027	0.0450227	0.0421811	0.042713	0.0365388	0.0269918	0.0234073	0.0241112	0.0171639	
oyster_0.004_2x_1	0.024407	0.0192168	0.0187366	0.012818	0.0253004	0.0202944	0.019761	0.0138525	0.00738014	0.0	0.00530847	0.00709713	0.0291731	0.0242123	0.023702	0.0178756	0.0308981	0.0260709	0.0255887	0.0198422	0.0328858	0.0280072	0.0274269	0.0216837	0.0420388	0.0372224	0.0367142	0.0312612	0.023633	0.018363	0.0177392	0.0118093	
oyster_0.004_4x_1	0.0251311	0.0188422	0.0174006	0.0121842	0.0260902	0.0198676	0.0184623	0.0132238	0.0137459	0.00530847	0.0	0.00636486	0.0299368	0.0237145	0.0223744	0.0172298	0.0316237	0.0255657	0.024273	0.0191787	0.0335824	0.0274699	0.0260342	0.0210125	0.0427422	0.0365233	0.0351825	0.0304503	0.0242874	0.0178739	0.0164299	0.0111908	
oyster_0.004_8x_1	0.0182217	0.0128803	0.0121618	0.00617098	0.0191781	0.0139575	0.0132438	0.00723035	0.0127698	0.00709713	0.00636486	0.0	0.0231705	0.0179952	0.0172281	0.0113835	0.0248995	0.0198517	0.0192297	0.0134497	0.0269863	0.0218315	0.0211551	0.0153377	0.0363451	0.0312144	0.0305884	0.0250835	0.0174417	0.011918	0.0111942	0.00514779	
oyster_0.006_1x_1	0.0295279	0.0263296	0.0270513	0.0201297	0.0304256	0.0272485	0.0280706	0.0211912	0.0323869	0.0291731	0.0299368	0.0231705	0.0	0.00739074	0.0137446	0.0128121	0.0358979	0.0329315	0.0338553	0.0272374	0.0377997	0.034867	0.0355334	0.0290266	0.0468125	0.0438621	0.0446732	0.0384664	0.0285693	0.0254543	0.0260963	0.0191273	
oyster_0.006_2x_1	0.0265414	0.0214719	0.0208683	0.014986	0.027318	0.0223649	0.0219051	0.0160054	0.0292972	0.0242123	0.0237145	0.0179952	0.00739074	0.0	0.00535218	0.00716763	0.0327349	0.0280562	0.0277724	0.022021	0.0348447	0.0299473	0.029464	0.0238182	0.0439061	0.0390361	0.0386676	0.0332198	0.0254891	0.0205388	0.0199065	0.0139956	
oyster_0.006_4x_1	0.0272929	0.0209537	0.0194729	0.0142806	0.0280581	0.0219697	0.0205468	0.0153511	0.03004	0.023702	0.0223744	0.0172281	0.0137446	0.00535218	0.0	0.00632314	0.0334157	0.027528	0.026228	0.0212097	0.0354109	0.029385	0.0280254	0.0230672	0.0445355	0.0384373	0.0371022	0.0324092	0.0262607	0.0199947	0.0185681	0.013337	
oyster_0.006_8x_1	0.0203779	0.0149729	0.0142459	0.00826214	0.0211666	0.0159849	0.0153387	0.00935925	0.023308	0.0178756	0.0172298	0.0113835	0.0128121	0.00716763	0.00632314	0.0	0.0267916	0.021804	0.0212377	0.0154813	0.0288861	0.0238111	0.0231902	0.0174234	0.0382547	0.0331322	0.0325425	0.0270577	0.0193499	0.0139902	0.0132956	0.00725481	
oyster_0.008_1x_1	0.0313945	0.0279918	0.028675	0.0219171	0.0322557	0.0288961	0.029735	0.0229239	0.0341367	0.0308981	0.0316237	0.0248995	0.0358979	0.0327349	0.0334157	0.0267916	0.0	0.0074208	0.0137249	0.0127741	0.039187	0.0363996	0.0370546	0.0305506	0.0482698	0.0453245	0.0462227	0.0399088	0.0304481	0.0270834	0.0278323	0.0209362	
oyster_0.008_2x_1	0.028379	0.0233156	0.0227092	0.0168377	0.0292157	0.024225	0.0237581	0.017871	0.0311554	0.0260709	0.0255657	0.0198517	0.0329315	0.0280562	0.027528	0.021804	0.0074208	0.0	0.00529839	0.00705224	0.0364417	0.0317112	0.0311788	0.0255708	0.0454259	0.0406646	0.0403317	0.0348539	0.0276088	0.0223911	0.0217821	0.015865	
oyster_0.008_4x_1	0.029163	0.0229	0.0213779	0.0163168	0.0299557	0.023855	0.0224027	0.0173003	0.0319403	0.0255887	0.024273	0.0192297	0.0338553	0.0277724	0.026228	0.0212377	0.0137249	0.00529839	0.0	0.00620116	0.0373081	0.0313082	0.0297996	0.0249218	0.0463763	0.0403052	0.0389563	0.034328	0.0284759	0.0220545	0.0205125	0.0153486	
oyster_0.008_8x_1	0.0223475	0.0169569	0.0162241	0.0103895	0.0232122	0.0179659	0.0172882	0.0114152	0.0252147	0.0198422	0.0191787	0.0134497	0.0272374	0.022021	0.0212097	0.0154813	0.0127741	0.00705224	0.00620116	0.0	0.0308509	0.0257198	0.0249648	0.0192876	0.0400685	0.0349866	0.0344616	0.0289884	0.0215859	0.0160897	0.0153092	0.00939137	
oyster_0.01_1x_1	0.0331954	0.0299968	0.0307002	0.0240091	0.0341723	0.0309751	0.0318186	0.0249872	0.0361308	0.0328858	0.0335824	0.0269863	0.0377997	0.0348447	0.0354109	0.0288861	0.039187	0.0364417	0.0373081	0.0308509	0.0	0.00743703	0.0137746	0.0129835	0.0499353	0.0472935	0.0479649	0.0418304	0.0325496	0.0291204	0.0298665	0.0230115	
oyster_0.01_2x_1	0.0301724	0.0251587	0.024559	0.0188465	0.0311376	0.0261629	0.0256152	0.0198733	0.0329327	0.0280072	0.0274699	0.0218315	0.034867	0.0299473	0.029385	0.0238111	0.0363996	0.0317112	0.0313082	0.0257198	0.00743703	0.0	0.00534333	0.00713609	0.0472127	0.0423889	0.0419238	0.0366645	0.0294435	0.0242882	0.0237417	0.0179041	
oyster_0.01_4x_1	0.0309058	0.0247187	0.0231758	0.0182147	0.0318037	0.025682	0.0241844	0.0192524	0.0336668	0.0274269	0.0260342	0.0211551	0.0355334	0.029464	0.0280254	0.0231902	0.0370546	0.0311788	0.0297996	0.0249648	0.0137746	0.00534333	0.0	0.00619361	0.0479582	0.041885	0.0404095	0.0358719	0.0301374	0.0238346	0.0223199	0.0173202	
oyster_0.01_8x_1	0.024241	0.0187906	0.0180521	0.0123013	0.0251428	0.019799	0.0191004	0.0133274	0.027	0.0216837	0.0210125	0.0153377	0.0290266	0.0238182	0.0230672	0.0174234	0.0305506	0.0255708	0.0249218	0.0192876	0.0129835	0.00713609	0.00619361	0.0	0.0418111	0.0366334	0.0359638	0.0306263	0.0233629	0.0179173	0.0171754	0.0113353	
